"拼音"	"IPA"	"調號"	"單字"
"xa"	"xa"	1	"虾-[鱼～]"
"xa"	"xa"	2	"鞋还=[～有]"
"xa"	"xa"	5	"狭-"
"xa"	"xa"	6	"下-[底～；～降]蟹-"
"xa"	"xa"	7	"瞎"
"a"	"a"	1	"阿-[老～公]"
"a"	"a"	2	"还-[～有]"
"bwa"	"pɯa"	1	"巴芭疤爸"
"bwa"	"pɯa"	3	"把[～握，～守，一～]"
"bwa"	"pɯa"	5	"霸欛[柄]壩[堤～]垻[平川]稗="
"bwa"	"pɯa"	7	"伯-"
"pwa"	"pʰɯa"	5	"怕"
"pwa"	"pʰɯa"	7	"帕-拔钹拍-魄-"
"bwa"	"bɯa"	2	"爬钯[～子]耙[～地]"
"bwa"	"bɯa"	6	"稗-"
"mwa"	"mɯa"	1	"妈"
"mwa"	"mɯa"	2	"麻痲蟆[～拐]"
"mwa"	"mɯa"	3	"马码蚂"
"mwa"	"mɯa"	5	"骂="
"mwa"	"mɯa"	6	"骂-"
"mwa"	"mɯa"	7	"抹"
"bia"	"pia"	7	"壁-"
"pia"	"pʰia"	7	"劈-"
"dia"	"tia"	1	"爹-"
"dia"	"tia"	7	"滴-"
"dia"	"dia"	2	"提-"
"zia"	"tsia"	3	"姐-"
"zia"	"tsia"	5	"借-藉=[～故]"
"zia"	"tsia"	7	"脊"
"zia"	"dzia"	2	"邪-斜"
"zia"	"dzia"	6	"藉-[～故]褯[～子]谢-"
"sia"	"sia"	1	"些-"
"sia"	"sia"	2	"邪="
"sia"	"sia"	3	"写-"
"sia"	"sia"	7	"锡-"
"gia"	"cia"	1	"家[～具；(文)～庭]加痂=嘉佳"
"gia"	"cia"	3	"假[真～；放～]贾姓"
"gia"	"cia"	5	"架=嫁=驾稼价"
"gia"	"cia"	7	"夹=[～杂；～衣]甲=胛="
"kia"	"cʰia"	7	"喫-"
"xia"	"çia"	1	"虾=[鱼～]"
"xia"	"çia"	2	"霞"
"xia"	"çia"	6	"下=[底～；～降]夏厦[偏～；～门]"
"xia"	"çia"	7	"狭=匣洽辖"
"ia"	"ia"	1	"鸦=丫桠="
"ia"	"ia"	2	"牙=芽=衙=伢=[小孩子]爷-"
"ia"	"ia"	3	"哑=也-野-"
"ia"	"ia"	5	"亚"
"ia"	"ia"	6	"夜-"
"ia"	"ia"	7	"押鸭=压="
"zua"	"tsua"	1	"渣"
"zua"	"tsua"	5	"诈榨炸[～弹；油～]闸-"
"zua"	"tsua"	7	"窄-摘-"
"cua"	"tsʰua"	1	"叉-杈-[枝～]差-[～别]"
"cua"	"tsʰua"	5	"岔-[～路]"
"cua"	"tsʰua"	7	"拆-㿭[皴]坼[开裂]"
"zua"	"dzua"	2	"茶搽查[调～]"
"sua"	"sua"	1	"沙纱砂痧"
"sua"	"sua"	3	"洒-耍-"
"sua"	"sua"	7	"刷"
"gua"	"kua"	1	"家-[～庭]痂-瓜乖"
"gua"	"kua"	3	"寡剐拐"
"gua"	"kua"	5	"架-嫁-怪挂卦"
"gua"	"kua"	7	"括[包～]聒刮"
"kua"	"kʰua"	1	"夸跨"
"kua"	"kʰua"	3	"侉垮块傀"
"kua"	"kʰua"	5	"会[～计]刽快筷"
"ngua"	"ŋua"	1	"鸦-桠-[～杈]"
"ngua"	"ŋua"	2	"牙-芽-衙-伢-[小孩子]"
"ngua"	"ŋua"	3	"哑-"
"xua"	"xua"	1	"虾-[鱼～]𨉣[～腰]花"
"xua"	"xua"	2	"华[中～；～山；姓]铧桦划[～船]怀槐淮"
"xua"	"xua"	5	"化坏=伐筏罚划=[计～]"
"xua"	"xua"	6	"下-[底～；～降]坏-画划-[计～]"
"xua"	"xua"	7	"吓-法乏發[出～]髮[头～]"
"ua"	"ua"	1	"鸦-歪蛙"
"ua"	"ua"	3	"瓦"
"ua"	"ua"	5	"滑猾轭"
"ua"	"ua"	6	"话"
"ua"	"ua"	7	"挖袜"
"zrya"	"tʂʯa"	1	"遮-抓"
"zrya"	"tʂʯa"	7	"隻-[一～]"
"crya"	"tʂʰʯa"	1	"车-[火～]"
"crya"	"tʂʰʯa"	3	"扯-"
"crya"	"tʂʰʯa"	7	"尺-"
"zrya"	"dʐʯa"	2	"茄-[～子]"
"sya"	"ʂʯa"	1	"赊-奢-靴-杉"
"sya"	"ʂʯa"	2	"蛇-佘[姓]"
"sya"	"ʂʯa"	3	"捨-[～弃]"
"sya"	"ʂʯa"	5	"赦-舍-[宿～]石-"
"sya"	"ʂʯa"	6	"社-麝-"
"be"	"pɛ"	1	"蓖杯碑卑悲"
"be"	"pɛ"	5	"贝蔽-敝-弊-币-毙-辈背[～心]臂倍=背=[～诵]备="
"be"	"pɛ"	7	"北百柏伯=擘[～开]檗[黄～]白"
"pe"	"pʰɛ"	1	"胚坯丕"
"pe"	"pʰɛ"	5	"沛配佩帛"
"pe"	"pʰɛ"	7	"迫拍=魄=帕="
"be"	"bɛ"	2	"培陪赔裴"
"be"	"bɛ"	6	"币-倍-背-[～诵]备-焙"
"me"	"mɛ"	2	"梅枚媒煤霉"
"me"	"mɛ"	3	"每"
"me"	"mɛ"	5	"妹=昧="
"me"	"mɛ"	6	"妹-昧-"
"me"	"mɛ"	7	"末沫没[沉～；～有]墨默麦脉"
"de"	"tɛ"	1	"獃堆"
"de"	"tɛ"	3	"者[又]"
"de"	"tɛ"	5	"对碓队待=怠=贷=代=袋=兑="
"de"	"tɛ"	7	"得德"
"te"	"tʰɛ"	1	"胎苔[舌～]推"
"te"	"tʰɛ"	3	"腿"
"te"	"tʰɛ"	5	"退蜕[蝉～]"
"te"	"tʰɛ"	7	"脱-特"
"de"	"dɛ"	2	"台[～州]檯[写字～]苔[青～]抬"
"de"	"dɛ"	6	"待-怠-贷-代-袋-兑-在[口]"
"le"	"lɛ"	1	"拿-"
"le"	"lɛ"	2	"来雷"
"le"	"lɛ"	3	"吕[姓]铝屡累[劳～；连～]纍[积～]垒儡"
"le"	"lɛ"	5	"虑滤泪=类="
"le"	"lɛ"	6	"内类-"
"le"	"lɛ"	7	"肋勒"
"ze"	"tsɛ"	1	"灾栽"
"ze"	"tsɛ"	3	"宰崽嘴="
"ze"	"tsɛ"	5	"再载[年～；～重；满～]在=最=醉=罪="
"ze"	"tsɛ"	7	"则贼=侧窄=摘=责"
"ce"	"tsʰɛ"	1	"催崔[姓]"
"ce"	"tsʰɛ"	3	"彩采睬踩="
"ce"	"tsʰɛ"	5	"菜蔡脆=翠=粹贼-"
"ce"	"tsʰɛ"	7	"测恻厕[～所]拆=策册宅泽择"
"ze"	"dzɛ"	2	"才[～能]纔[方～]材财裁随="
"ze"	"dzɛ"	6	"在-罪-"
"se"	"sɛ"	1	"腮鳃衰"
"se"	"sɛ"	5	"碎岁=遂隧赛=帅="
"se"	"sɛ"	7	"涩瑟虱塞色"
"zre"	"tʂɛ"	1	"遮="
"zre"	"tʂɛ"	3	"者"
"zre"	"tʂɛ"	7	"折[～叠；～断]褶[～子]哲浙"
"cre"	"tʂʰɛ"	1	"车="
"cre"	"tʂʰɛ"	3	"扯="
"cre"	"tʂʰɛ"	7	"彻撤"
"zre"	"dʐɛ"	2	"茄=[～子]"
"sre"	"ʂɛ"	1	"赊=奢=靴="
"sre"	"ʂɛ"	2	"蛇="
"sre"	"ʂɛ"	3	"捨=[～弃]"
"sre"	"ʂɛ"	5	"赦=舍=[宿～]社=射=舌"
"sre"	"ʂɛ"	6	"射-麝="
"sre"	"ʂɛ"	7	"摄涉设"
"ge"	"kɛ"	1	"该"
"ge"	"kɛ"	3	"改"
"ge"	"kɛ"	5	"盖丐锯-"
"ge"	"kɛ"	7	"格革隔"
"ke"	"kʰɛ"	1	"开"
"ke"	"kʰɛ"	3	"凯"
"ke"	"kʰɛ"	5	"概溉慨"
"ke"	"kʰɛ"	7	"咳刻[时～；雕～]克客"
"nge"	"ŋɛ"	1	"哀埃"
"nge"	"ŋɛ"	2	"呆"
"nge"	"ŋɛ"	3	"蔼"
"nge"	"ŋɛ"	5	"爱碍="
"nge"	"ŋɛ"	6	"碍-艾="
"nge"	"ŋɛ"	7	"扼额[金～]"
"xe"	"xɛ"	2	"孩-"
"xe"	"xɛ"	3	"海蟹="
"xe"	"xɛ"	5	"害="
"xe"	"xɛ"	6	"亥害-"
"xe"	"xɛ"	7	"吓=黑赫核[审～]"
"e"	"ɛ"	2	"儿-而"
"e"	"ɛ"	3	"汝尔耳饵"
"e"	"ɛ"	6	"二贰"
"pie"	"pʰiɛ"	3	"秕[～谷子]"
"pie"	"pʰiɛ"	7	"别[区～；离～]撇鳖"
"mie"	"miɛ"	7	"灭搣篾=[竹～]"
"die"	"tiɛ"	7	"跌"
"tie"	"tʰiɛ"	5	"叠碟牒蝶谍"
"tie"	"tʰiɛ"	7	"帖贴铁忒[太]"
"lie"	"liɛ"	7	"猎列烈裂劣"
"zie"	"tsiɛ"	3	"姐="
"zie"	"tsiɛ"	5	"借="
"zie"	"tsiɛ"	7	"接节绝"
"cie"	"tsʰiɛ"	3	"且"
"cie"	"tsʰiɛ"	5	"捷截"
"cie"	"tsʰiɛ"	7	"妾切"
"sie"	"siɛ"	1	"些="
"sie"	"siɛ"	3	"写="
"sie"	"siɛ"	5	"谢="
"sie"	"siɛ"	7	"薛泄屑[不～；～子灰]雪泻卸"
"gie"	"ciɛ"	7	"劫揭结洁"
"kie"	"cʰiɛ"	7	"怯杰竭"
"ngie"	"ɲiɛ"	7	"聂[姓]业孽捏"
"xie"	"çiɛ"	7	"胁协歇血="
"ie"	"iɛ"	1	"耶"
"ie"	"iɛ"	2	"椰爷="
"ie"	"iɛ"	3	"也=野=冶"
"ie"	"iɛ"	5	"叶页翼-"
"ie"	"iɛ"	6	"夜"
"ie"	"iɛ"	7	"热乙𥣘[瘪：～谷子]"
"zue"	"tsuɛ"	7	"撮[一～]"
"cue"	"tsʰuɛ"	7	"撮[～箕]"
"gue"	"kuɛ"	7	"割-国"
"kue"	"kʰuɛ"	1	"盔魁"
"kue"	"kʰuɛ"	7	"阔-"
"xue"	"xuɛ"	1	"恢灰"
"xue"	"xuɛ"	2	"回茴"
"xue"	"xuɛ"	5	"汇=会=[开～；～不～]绘盒-活-"
"xue"	"xuɛ"	6	"汇-会-[开～；～不～]"
"xue"	"xuɛ"	7	"喝-[～酒；～采]或-惑-"
"ue"	"uɛ"	1	"煨"
"ue"	"uɛ"	5	"锐"
"ue"	"uɛ"	6	"外"
"ue"	"uɛ"	7	"悦阅越曰粤月"
"zrye"	"tʂʯɛ"	7	"拙厥决诀掘倔[～强]"
"crye"	"tʂʰʯɛ"	7	"缺阙穴"
"srye"	"ʂʯɛ"	7	"说血-"
"bo"	"pɔ"	1	"包苞胞"
"bo"	"pɔ"	3	"保堡宝饱"
"bo"	"pɔ"	5	"报豹爆暴="
"po"	"pʰɔ"	1	"脬抛"
"po"	"pʰɔ"	3	"跑"
"po"	"pʰɔ"	5	"炮[枪～]泡=[水～]泡[浸～]𣕅[一～：十个]雹"
"bo"	"bɔ"	2	"袍刨[～地]浮-"
"bo"	"bɔ"	6	"抱菢[～鸡婆]暴-刨[～子]泡-[～子]"
"mo"	"mɔ"	1	"猫="
"mo"	"mɔ"	2	"毛茅锚=矛=[～盾]"
"mo"	"mɔ"	3	"卯"
"mo"	"mɔ"	5	"冒=貌贸="
"mo"	"mɔ"	6	"冒-帽"
"do"	"tɔ"	1	"刀叨[唠～]"
"do"	"tɔ"	3	"祷岛倒[打～，颠～]"
"do"	"tɔ"	5	"到倒[～水]道=稻=盗=导"
"to"	"tʰɔ"	1	"滔他-"
"to"	"tʰɔ"	3	"讨"
"to"	"tʰɔ"	5	"套"
"do"	"dɔ"	2	"掏桃逃淘陶萄涛"
"do"	"dɔ"	6	"道-稻-盗-"
"lo"	"lɔ"	1	"捞唠[～叨]"
"lo"	"lɔ"	2	"劳痨[～病]牢"
"lo"	"lɔ"	3	"脑恼老佬"
"lo"	"lɔ"	5	"闹="
"lo"	"lɔ"	6	"闹-痨[毒：～鱼]"
"zo"	"tsɔ"	1	"遭糟"
"zo"	"tsɔ"	3	"早枣蚤澡爪找"
"zo"	"tsɔ"	5	"灶罩做-"
"co"	"tsʰɔ"	1	"操[～作]抄钞"
"co"	"tsʰɔ"	3	"草炒吵"
"co"	"tsʰɔ"	5	"躁糙造="
"zo"	"dzɔ"	2	"曹槽巢"
"zo"	"dzɔ"	6	"皂造-"
"so"	"sɔ"	1	"骚臊[腥～]梢[树～]捎搜-"
"so"	"sɔ"	3	"扫[～地]嫂稍叟"
"so"	"sɔ"	5	"扫[～帚；～地，又]臊[～子]潲[猪～]"
"zro"	"tʂɔ"	1	"朝[今～]昭招沼诏"
"zro"	"tʂɔ"	5	"照召=赵=兆="
"cro"	"tʂʰɔ"	1	"超"
"zro"	"dʐɔ"	2	"朝[～代]潮"
"zro"	"dʐɔ"	6	"召-赵-兆-"
"sro"	"ʂɔ"	1	"烧"
"sro"	"ʂɔ"	2	"韶[～山]"
"sro"	"ʂɔ"	3	"少[多～]"
"sro"	"ʂɔ"	5	"少[～年]绍邵"
"go"	"kɔ"	1	"高膏篙羔糕"
"go"	"kɔ"	3	"稿搞"
"go"	"kɔ"	5	"告教-窖觉-[睏～]够购"
"ko"	"kʰɔ"	1	"敲"
"ko"	"kʰɔ"	3	"考烤"
"ko"	"kʰɔ"	5	"靠"
"ngo"	"ŋɔ"	1	"熬[～白菜]"
"ngo"	"ŋɔ"	2	"熬[～药]昂"
"ngo"	"ŋɔ"	3	"袄咬-"
"ngo"	"ŋɔ"	5	"奥懊[～恼，～悔]坳[山～]傲=额[～头]"
"ngo"	"ŋɔ"	6	"傲-"
"xo"	"xɔ"	1	"蒿薅[～草]"
"xo"	"xɔ"	2	"豪壕嚎毫号[呼～]侯-喉-猴-浮-"
"xo"	"xɔ"	3	"好[～坏]否-"
"xo"	"xɔ"	5	"好[喜～]耗孝-浩号=[～码]"
"xo"	"xɔ"	6	"号-[～码]厚-後-[前～]后-[皇～]候-"
"bio"	"piɔ"	1	"膘[肥～]标彪"
"bio"	"piɔ"	3	"表[～面]錶[鐘～]"
"pio"	"pʰiɔ"	1	"飘漂[～流]"
"pio"	"pʰiɔ"	3	"漂[～洗]"
"pio"	"pʰiɔ"	5	"票漂[～亮]"
"bio"	"biɔ"	2	"瓢嫖"
"mio"	"miɔ"	1	"猫-锚-苗描谋-"
"mio"	"miɔ"	3	"藐渺秒牡矛-[～子]某亩"
"mio"	"miɔ"	5	"庙=妙=茂=贸谬"
"mio"	"miɔ"	6	"庙-妙-茂-"
"dio"	"tiɔ"	1	"刁貂雕兜-蔸-"
"dio"	"tiɔ"	3	"鸟-斗-[升～]抖-陡-"
"dio"	"tiɔ"	5	"钓吊掉调[音～；～动]鬥-[～争]"
"tio"	"tʰiɔ"	1	"挑偷"
"tio"	"tʰiɔ"	3	"斢[换]"
"tio"	"tʰiɔ"	5	"跳粜"
"dio"	"diɔ"	2	"条调[～和]头-投-"
"dio"	"diɔ"	6	"豆-逗-"
"lio"	"liɔ"	1	"燎疗聊辽撩[～起]寥楼"
"lio"	"liɔ"	3	"了[～结]瞭篓-搂-[抱]"
"lio"	"liɔ"	5	"廖=[姓]"
"lio"	"liɔ"	6	"料漏-廖-[姓]撂"
"zio"	"tsiɔ"	1	"焦蕉椒邹-"
"zio"	"tsiɔ"	3	"剿走-"
"zio"	"tsiɔ"	5	"醮[打～]奏-皱-绉-"
"cio"	"tsʰiɔ"	1	"锹缲[～边]"
"cio"	"tsʰiɔ"	3	"悄"
"cio"	"tsʰiɔ"	5	"俏凑-"
"zio"	"dziɔ"	2	"樵瞧愁-"
"sio"	"siɔ"	1	"消宵霄硝销萧箫搜-飕-馊-"
"sio"	"siɔ"	3	"小"
"sio"	"siɔ"	5	"笑瘦"
"gio"	"ciɔ"	1	"交郊胶骄娇浇勾-钩-沟-"
"gio"	"ciɔ"	3	"绞狡铰搅缴[上～]饺狗-"
"gio"	"ciɔ"	5	"教=校[～对；学～，又]较觉=[睡～]叫轿=构-"
"kio"	"cʰiɔ"	1	"抠-"
"kio"	"cʰiɔ"	3	"巧口-"
"kio"	"cʰiɔ"	5	"窍叩-[～头]扣-寇-"
"gio"	"ɟiɔ"	2	"乔侨桥荞"
"gio"	"ɟiɔ"	6	"轿-"
"ngio"	"ɲiɔ"	1	"欧-"
"ngio"	"ɲiɔ"	2	"尧"
"ngio"	"ɲiɔ"	3	"鸟=藕-偶-[配～；～然]呕-"
"ngio"	"ɲiɔ"	5	"沤-[～粪]怄-[～气]"
"ngio"	"ɲiɔ"	6	"尿"
"xio"	"çiɔ"	1	"嚣"
"xio"	"çiɔ"	2	"侯-喉-猴-"
"xio"	"çiɔ"	3	"晓"
"xio"	"çiɔ"	5	"酵孝=效校[学～；上～]"
"xio"	"çiɔ"	6	"厚-後-[前～]后-[皇～]候-"
"io"	"iɔ"	1	"妖邀腰要[～求]夭幺[～二三]"
"io"	"iɔ"	2	"饶摇谣窑姚"
"io"	"iɔ"	3	"咬=扰绕舀"
"io"	"iɔ"	5	"要[重～]耀=鹞="
"io"	"iɔ"	6	"耀-鹞-"
"buh"	"pʊ"	1	"波菠玻跛="
"buh"	"pʊ"	5	"播簸[～箕]"
"buh"	"pʊ"	7	"钵拨泼[又]博剥驳伯="
"puh"	"pʰʊ"	1	"颇坡"
"puh"	"pʰʊ"	5	"破剖薄[厚～]"
"puh"	"pʰʊ"	7	"泼勃脖朴[～素，厚～]扑仆[倒]僕[～人]"
"buh"	"bʊ"	2	"婆="
"buh"	"bʊ"	6	"薄[～荷]"
"muh"	"mʊ"	1	"摸"
"muh"	"mʊ"	2	"魔磨[～刀]摩摹馍模[～子；～范]"
"muh"	"mʊ"	3	"母拇么[～子]"
"muh"	"mʊ"	5	"暮慕募墓=幕="
"muh"	"mʊ"	6	"磨[～面，石～]墓-幕-"
"muh"	"mʊ"	7	"莫膜寞木目穆牧"
"duh"	"tʊ"	1	"多"
