"调值：［1］53 ［2］223 ［3］433 ［5］44 ［6］13 ［7］5 ［8］12 "						
						
"支"	"支"	"tsɿ53"		"ts"	"ɿ"	53
"枝"	"枝"	"tsɿ53"		"ts"	"ɿ"	53
"肢"	"肢"	"tsɿ53"		"ts"	"ɿ"	53
"梔"	"栀"	"tsɿ53"		"ts"	"ɿ"	53
"資"	"资"	"tsɿ53"		"ts"	"ɿ"	53
"姿"	"姿"	"tsɿ53"		"ts"	"ɿ"	53
"咨"	"咨"	"tsɿ53"		"ts"	"ɿ"	53
"諮"	"咨"	"tsɿ53"		"ts"	"ɿ"	53
"脂"	"脂"	"tsɿ53"		"ts"	"ɿ"	53
"輜"	"辎"	"tsɿ53"	"〜重"	"ts"	"ɿ"	53
"之"	"之"	"tsɿ53"		"ts"	"ɿ"	53
"芝"	"芝"	"tsɿ53"		"ts"	"ɿ"	53
"紫"	"紫"	"tsɿ433"		"ts"	"ɿ"	433
"紙"	"纸"	"tsɿ433"		"ts"	"ɿ"	433
"只"	"只"	"tsɿ433"	"〜有"	"ts"	"ɿ"	433
"祇"	"只"	"tsɿ433"	"〜有"	"ts"	"ɿ"	433
"支"	"支"	"tsɿ433"		"ts"	"ɿ"	433
"枝"	"枝"	"tsɿ433"		"ts"	"ɿ"	433
"肢"	"肢"	"tsɿ433"		"ts"	"ɿ"	433
"梔"	"栀"	"tsɿ433"		"ts"	"ɿ"	433
"旨"	"旨"	"tsɿ433"		"ts"	"ɿ"	433
"指"	"指"	"tsɿ433"		"ts"	"ɿ"	433
"子"	"子"	"tsɿ433"		"ts"	"ɿ"	433
"梓"	"梓"	"tsɿ433"		"ts"	"ɿ"	433
"滓"	"滓"	"tsɿ433"		"ts"	"ɿ"	433
"止"	"止"	"tsɿ433"		"ts"	"ɿ"	433
"趾"	"趾"	"tsɿ433"		"ts"	"ɿ"	433
"址"	"址"	"tsɿ433"		"ts"	"ɿ"	433
"至"	"至"	"tsɿ44"		"ts"	"ɿ"	44
"志"	"志"	"tsɿ44"		"ts"	"ɿ"	44
"誌"	"誌"	"tsɿ44"		"ts"	"ɿ"	44
"痣"	"痣"	"tsɿ44"		"ts"	"ɿ"	44
"雌"	"雌"	"tsʰɿ53"		"tsʰ"	"ɿ"	53
"疵"	"疵"	"tsʰɿ53"		"tsʰ"	"ɿ"	53
"差"	"差"	"tsʰɿ53"	"参〜"	"tsʰ"	"ɿ"	53
"嗤"	"嗤"	"tsʰɿ53"		"tsʰ"	"ɿ"	53
"此"	"此"	"tsʰɿ433"		"tsʰ"	"ɿ"	433
"齒"	"齿"	"tsʰɿ433"		"tsʰ"	"ɿ"	433
"刺"	"刺"	"tsʰɿ44"		"tsʰ"	"ɿ"	44
"翅"	"翅"	"tsʰɿ44"		"tsʰ"	"ɿ"	44
"次"	"次"	"tsʰɿ44"		"tsʰ"	"ɿ"	44
"廁"	"厕"	"tsʰɿ44"		"tsʰ"	"ɿ"	44
"梳"	"梳"	"sɿ53"	"〜頭"	"s"	"ɿ"	53
"篩"	"筛"	"sɿ53"		"s"	"ɿ"	53
"師"	"师"	"sɿ53"		"s"	"ɿ"	53
"斯"	"斯"	"sɿ53"		"s"	"ɿ"	53
"廝"	"厮"	"sɿ53"		"s"	"ɿ"	53
"撕"	"撕"	"sɿ53"		"s"	"ɿ"	53
"施"	"施"	"sɿ53"		"s"	"ɿ"	53
"私"	"私"	"sɿ53"		"s"	"ɿ"	53
"獅"	"狮"	"sɿ53"		"s"	"ɿ"	53
"矢"	"矢"	"sɿ53"		"s"	"ɿ"	53
"尸"	"尸"	"sɿ53"		"s"	"ɿ"	53
"屍"	"尸"	"sɿ53"		"s"	"ɿ"	53
"司"	"司"	"sɿ53"		"s"	"ɿ"	53
"絲"	"丝"	"sɿ53"		"s"	"ɿ"	53
"思"	"思"	"sɿ53"		"s"	"ɿ"	53
"詩"	"诗"	"sɿ53"		"s"	"ɿ"	53
"豕"	"豕"	"sɿ433"		"s"	"ɿ"	433
"死"	"死"	"sɿ433"	"文"	"s"	"ɿ"	433
"屎"	"屎"	"sɿ433"		"s"	"ɿ"	433
"使"	"使"	"sɿ433"		"s"	"ɿ"	433
"史"	"史"	"sɿ433"		"s"	"ɿ"	433
"駛"	"驶"	"sɿ433"		"s"	"ɿ"	433
"始"	"始"	"sɿ433"		"s"	"ɿ"	433
"賜"	"赐"	"sɿ44"		"s"	"ɿ"	44
"四"	"四"	"sɿ44"		"s"	"ɿ"	44
"肆"	"肆"	"sɿ44"		"s"	"ɿ"	44
"試"	"试"	"sɿ44"		"s"	"ɿ"	44
