id	ini	fn	pt	单字	IPA	注释
1	t	ɔ	53	多	tɔ53	多少，多数
2	tʰ	ɔ	53	拖	tʰɔ53	拖车，（拉，拉长），吐舌头是否说拖，拖鞋，拖拉机
3	tʰ	a	53	他	tʰa53	其他
4	tʰ	ɔ	21	駝	tʰɔ21	驼背，骆驼
5	tʰ	ɔ	21	舵	tʰɔ21	船舵，舵手
6	t	ai	22	大	tai22	大小，大学
7	l	a	21	哪	la21	哪里，哪吒
8	l	a	13	那	la213	那里
9	l	ɔ	21	羅	lɔ21	姓
10	l	ɔ	21	鑼	lɔ21	锣鼓
11	l	ɔ	21	籮	lɔ21	箩筐，装稻谷用
12	l	ɔ	21	蘿	lɔ21	萝卜
13	ts	ɔ	213	左	tsɔ213	左手，左右
14	ts	ɔ	213	佐	tsɔ213	辅佐，佐料
16	k	ɔ	53	歌	kɔ53	唱歌，歌曲
17	k	ɔ	53	哥	kɔ53	哥哥，老哥，哥们儿
18	k	ɔ	33	個	kɔ33	一个，这个。个人，个体户。
19	h	ɔ	213	可	hɔ213	可以，许可证
20	ŋ	ɔ	21	蛾	ŋɔ21	飞蛾，夏天晚上集中到亮处的动物，似蝴蝶
21	ŋ	ɔ	21	鵝	ŋɔ21	一种家禽
22	ŋ	ɔ	21	俄	ŋɔ21	俄国，苏俄
23	ŋ	ɔ	21	我	ŋɔ21	
24	ŋ	ɔ	22	餓	ŋɔ22	肚子饿，饿他一顿，饿肚子
25	h	ɔ	21	荷	hɔ21	薄荷（有两种，做菜用、药用）
26	h	ɔ	21	何	hɔ21	姓，哪里
27	h	ɔ	21	河	hɔ21	一条河，黄河
28	h	ɔ	21	荷	hɔ21	荷花
29	h	ɔ	21	荷	hɔ21	挑担
30	h	ɔ	22	賀	hɔ22	姓，祝贺
31		ɔ	55	阿	ʔɔ55	阿胶，阿弥陀佛
32	k	ɛ	22	茄	kɛ22	茄子
33	p	ɔ	53	波	pɔ53	波浪，风波
34	p	ɔ	53	菠	pɔ53	菠菜
35	p	ui	22	簸	pui22	簸一簸
36	p	ai	53	跛	pai53	跛足
37	p	ɔ	33	播	pɔ33	传播，播种
39	p	ɔ	53	坡	pɔ53	山坡，山体滑坡
40	p	ɔ	53	玻	pɔ53	玻璃
41	pʰ	ɔ	33	破	pʰɔ33	东西破了，破鱼肚，破坏
42	p	ɔ	21	婆	pɔ21	外婆，老太婆
43	p	ɔk	22	薄	pɔk2	薄菏（有两种，做菜用、药用）
44	m	ɔ	53	魔	mɔ53	魔鬼，魔术
45	m	ɔ	21	磨	mɔ21	磨刀，磨墨
46	m	ɔ	53	摩	mɔ53	摩擦，按摩
47	m	ɔ	22	磨	mɔ22	石磨，磨豆腐
48	t	ɔ	213	朵	tɔ213	一朵花
49	t	ɔ	213	躲	tɔ213	躲起来，躲避
50	t	ɔk	55	剁	tɔk5	用刀向下砍
51	tʰ	uɔ	21	妥	tʰuɔ21	妥当，妥协
52	tʰ	uɔ	21	橢	tʰuɔ21	橢圆
54	l	ɔ	22	糯	lɔ22	糯米
55	l	ɔ	21	螺	lɔ21	螺蛳
56	l	ɔ	21	腡	lɔ21	手指纹，圆的
57	l	ɔ	55	囉	lɔ55	啰唆
58	tsʰ	ɔ	33	銼	tsʰɔ33	锉刀，木锉
59	tsʰ	ɔ	21	坐	tsʰɔ21	坐下来，请坐
60	ts	ɔ	22	座	tsɔ22	座位，上座
61	s	ɔ	55	蓑	sɔ55	蓑衣
62	s	ɔ	53	梭	sɔ53	织布梭
63	s	ɔ	53	唆	sɔ53	啰唆，唆使
64	s	ɔ	213	鎖	sɔ213	一把锁，锁匙
65	s	ɔ	213	瑣	sɔ213	琐碎，烦琐
66	v	ɔk	22	鍋	vɔk2	砂锅，锅铲
67	kʰ	ɔ	53	戈	kʰɔ53	大动干戈
68	k	uɔ	213	果	kuɔ213	水果，果冻
69	k	uɔ	213	裹	kuɔ213	包裹，裹东西（如棕子）
70	k	uɔ	33	過	kuɔ33	过去（走过去，从前）
71	f	ɔ	53	科	fɔ53	文科，科学
72	pʰ	ɔ	53	棵	pʰɔ53	一棵，棵子（植物的梗子，根茎）
73	kʰ	ɔ	53	顆	kʰɔ53	一颗珍珠，颗粒
74	f	ɔ	33	課	fɔ33	上课，课文
76	ŋ	ɔ	22	卧	ŋɔ22	卧倒，卧铺，卧薪尝胆
77	f	ɔ	213	火	fɔ213	着火，火车，火神庙
78	f	ɔ	213	夥	fɔ213	伙计（店里打杂工的），合伙
79	f	ɔ	213	伙	fɔ213	伙食
80	f	ɔ	33	貨	fɔ33	到货，货车，百货商店
81	v	ɔ	21	和	vɔ21	我和你,和牌，和平
82	v	ɔ	21	禾	vɔ21	水稻
83	v	ɔ	22	禍	vɔ22	闯祸，祸害
84	v	ɔ	21	和	vɔ21	和面，唱和，和诗
85	v	ɔ	55	倭	vɔ55	倭寇
86	v	ɔ	55	窩	vɔ55	窝藏，窝囊，窝火
89	h	œ	53	靴	hœ53	靴子，皮靴
90	p	a	53	巴	pa53	巴掌，巴结，巴黎
91	p	a	55	芭	pa55	芭蕉，芭蕾
92	p	a	53	疤	pa53	结疤，伤疤
93	p	a	213	把	pa213	把握，一把刀，把脉，抓一把
94	p	a	33	垻	pa33	平地
95	p	a	33	壩	pa33	大坝，堤坝
96	p	a	55	爸	pa55	父亲
97	pʰ	a	33	怕	pʰa33	害怕，怕生
98	pʰ	a	21	爬	pʰa21	爬树，爬行动物
99	pʰ	a	21	琶	pʰa21	琵琶
100	pʰ	a	21	杷	pʰa21	枇杷
101	p	a	21	耙	pa21	犁耙，用牛拉的碎土工具
102	m	a	21	麻	ma21	麻袋，天麻
104	m	a	53	媽	ma53	妈妈，后妈
105	m	a	21	痲	ma21	痳疹，痳疯
106	m	a	21	馬	ma21	骑马，马后砲，马虎
107	m	a	21	碼	ma21	码头，筹码
108	m	a	22	駡	ma22	骂人，咒骂
109	l	a	21	拿	la21	拿不出手，拿手，拿东西，推拿
110	ts	a	21	茶	tsa21	茶叶，喝茶
111	ts	ɛ	21	搽	tsɛ21	搽药，搽雪花膏
112	ts	a	53	楂	tsa53	山楂
113	ts	a	53	渣	tsa53	甘蔗渣，油渣，药渣，渣滓
114	ts	a	33	詐	tsa33	诈骗，敲诈
115	ts	a	33	榨	tsa33	榨油，榨菜，压榨
116	ts	a	33	炸	tsa33	轰炸，炸弹
117	tsʰ	a	53	叉	tsʰa53	鱼叉，叉腰
118	tsʰ	a	53	杈	tsʰa53	枝杈
119	tsʰ	a	53	差	tsʰa53	差别，时差，好的差的
120	tsʰ	a	53	岔	tsʰa53	三岔路口，《三岔口》（京剧）
121	tsʰ	a	21	查	tsʰa21	调查，查帐
122	s	a	53	沙	sa53	黄沙，泥沙，沙漠
123	s	a	53	紗	sa53	纱布，棉纱
124	s	a	53	痧	sa53	夏天中暑，刮痧
125	s	a	53	砂	sa53	朱砂，铁砂，砂纸
126	s	a	213	灑	sa213	洒水
127	k	a	53	家	ka53	成家，家教，老家
128	k	a	53	加	ka53	加法，加工，加油
129	k	a	53	痂	ka53	结痂，痂皮
130	k	a	53	嘉	ka53	嘉宾，嘉兴，嘉峪关
131	k	a	53	傢	ka53	傢伙，傢什（工匠用的），傢具
132	k	a	213	假	ka213	真假
133	k	a	213	賈	ka213	姓，贾宝玉
134	k	a	33	假	ka33	放假，假期
135	k	a	33	架	ka33	衣架，脚手架，摆架子
136	k	a	33	駕	ka33	驾驶，大驾光临
137	k	a	33	嫁	ka33	出嫁，嫁女儿
138	k	a	33	價	ka33	价钱，价值
139	ŋ	a	21	牙	ŋa21	牙齿，刷牙
140	ŋ	a	21	芽	ŋa21	豆芽
141	ŋ	a	21	衙	ŋa21	衙门
142	ŋ	a	21	蚜	ŋa21	蚜虫（木虱,生在豆类、棉花、稻等幼苗上）
143	ŋ	a	21	雅	ŋa21	文雅，雅座
144	h	a	55	蝦	ha55	鱼虾，虾公
145	h	a	55	?	ha55	虾腰，背虾起
146	h	ak	33	嚇	hak3	恐吓
147	h	a	21	霞	ha21	朝霞，晚霞，人名用字
148	h	a	21	瑕	ha21	瑕疵
149	h	a	55	蝦	ha55	鱼虾
150	h	a	22	下	ha22	下降
151	h	a	22	厦	ha22	高楼大厦
153	h	a	22	下	ha22	下面
154	h	a	22	夏	ha22	春夏，立夏
156		a	55	鴉	ʔa55	老鸦，乌鸦
157		a	33	丫	ʔa33	丫头
158		a	33	椏	ʔa33	桠杈
159		a	215	啞	ʔa35	哑巴，聋哑
160		a	33	亞	ʔa33	亚洲，亚军，东亚
161	ts	ei	215	姐	tsei35	姐姐，小姐
162	ts	ɛ	33	借	tsɛ33	借钱
163	s	ɛ	21	且	sɛ21	而且，况且
164	ts	ek	22	藉	tsek2	藉故，藉口
