字頭	呼	等	韻部	聲調	組	聲紐	攝	聲母	韻母	聲調	備註
莩								b	iu	5	同「殍」
荽								sl	ui	1	
荽								sl	ai	1	俗
蕕								j	au	4	
莘								s	an	1	
莞	合	一	桓	平	見	見	山	g	un	2	東~：地名，在廣東，毗鄰深圳
莞	合	二	刪	平	見	見	山	gw	on	1	~草：也稱「水草」，莎草屬中高稈者，可編席
莨								l	ong	4	
蒓								s	an	4	
蒞								l	i	6	
萁								g	yu	1	狼~：一种蕨類植物，常被用于佐料
菥								sl	ik	7	~蓂
萁								g	i	4	豆莖
菘								d	ung	4	
堇								g	an	2	
菝								b	ot	10	
菽								s	uk	7	
萑								w	un	4	一種蘆葦一類的植物
菥								sl	i	1	蒧~
墀								z	i	4	
萆								bb	i	1	草名
菔								f	uk	9	
萏								d	om	6	
艽								z	au	4	
菪								d	ong	6	
菅								g	on	1	
菀								j	yun	5	紫~：一種常綠草本植物；草木盛貌
菀								w	un	2	通「苑」
菀								w	at	7	通「鬱」
菰								g	u	1	
菡								0	om	6	
葜								h	op	8	
葑								f	ung	1	蔓菁、蕪菁
葑								f	ung	3	白茭根
荇								0	aa	6	
萆								b	i	6	通「蔽」
蕢								gw	ai	6	
郗								c	i	1	
萼								ng	ok	10	
葩								p	o	1	
葶								d	ing	4	
蔞								l	au	4	
萱								j	yun	1	
葭								g	o	1	
蓁								dd	an	1	
葸								sl	i	2	
蕘								nj	iu	4	
蒺								d	at	9	
蓍								s	i	1	
蒡								bb	ong	2	
蒹								g	im	1	
蒴								s	ok	8	
蒗								l	ong	6	
鎣								w	ing	4	
蕷								j	yu	6	
蔌								sl	uk	7	
甍								m	ang	4	
蓰								dd	ung	2	
蘞								l	im	6	
蔟								t	uk	7	
蕖								g	yu	4	
蓿								sl	uk	7	
蓼								l	iu	5	~藍
蓼								l	uk	7	長而大貌
蕈								sl	an	3	
荏								nj	am	5	
蕞								d	ui	6	
蕺								t	ap	7	
瞢								m	ung	4	
蘺								l	i	4	
蕻								0	ung	4	雪裏~
蕻								0	ung	6	
薤								0	oi	5	
蘄								g	i	4	
蕹								0	ung	3	~菜：空心菜
藪								sl	au	2	
薜								b	ai	6	~荔
薜								bb	ik	7	山~：當歸，一説野麻
薹								d	oi	4	
薷								s	yu	4	
藜								l	ai	4	
藿								k	ok	8	
蘧								g	yu	4	
葙								sl	aa	1	
蘩								f	on	4	
蘖								n	et	10	
蘖								n	ep	10	又讀
櫱								n	et	10	
櫱								n	ep	10	又讀
薏								j	i	3	
蔿								w	ai	5	
蒍								w	ai	5	
廾								g	ung	2	
弈								0	ik	9	
夼								kw	ang	2	
耷								dd	ap	7	
匏								b	ou	4	
尢								j	au	4	同「尤」
尢								w	ong	1	曲脛
尪								w	ong	1	曲脛
𡯪								w	ong	1	曲脛
𡯭								w	ong	1	曲脛
尣								w	ong	1	曲脛
尥								p	eu	1	
扌								s	au	2	
捫								m	un	4	
摶								d	yun	4	
芻								c	u	1	
拊								f	u	2	
拶								dd	ot	8	
挹								j	ap	7	
捋								l	yut	7	
捃								gw	an	3	
掭								t	im	3	
揶								j	e	4	
蘼								m	i	4	
蘅								0	aa	4	
捭								bb	ai	1	白讀。掌擊
捭								bb	oi	2	
掊								b	ou	4	
掮								g	in	4	
摜								gw	on	3	
揲								s	et	10	占卜；積累；取
揲								d	et	10	摺疊
揲								j	et	10	箕舌
蓐								nj	uk	9	
芨								z	ap	7	
蕤								nj	ui	4	
掎								g	i	2	
摣								nj	o	1	白讀。字或作「揸」「抯」
苴								z	o	4	浮草
撳								g	am	6	
揄								j	yu	4	
揞								0	am	2	
揎								sl	yun	1	
掾								j	yun	6	
芷								z	i	2	
攄								dd	yu	2	
摁								0	an	3	
摁								j	an	3	
揸								nj	o	1	白讀。字或作「摣」「抯」
茺								c	ung	1	
搛								g	im	1	
搠								s	ok	8	
葤								z	au	5	
萑								z	ui	1	指益母草；草多的樣子
搦								n	ik	7	
搡								sl	ong	2	
摞								l	oe	6	
攖								0	ing	1	
菹								z	u	1	
撖								0	om	5	
擷								k	it	7	
擼								l	u	5	
撙								dd	yun	2	勒住
攛								t	yun	1	
擀								g	on	2	
擐								0	on	6	
擗								p	ik	7	
攉								k	ok	8	
攥								dd	yun	3	
攮								n	ong	5	
弋								0	ik	9	
忒								t	ai	03	實際調值爲35，[千閪」的合音
甙								d	oi	6	
茌								z	i	4	
卟								bb	uk	7	
蕆								c	in	2	
叻								l	ik	7	
嘸								m	o	1	喃~
囈								ng	ai	6	
呔											
嚦								l	ik	9	
唄								b	oi	6	佛教經文中的贊偈，爲梵語 pāthaka(唄匿)音譯之略
咼								w	oi	1	同「歪」
咼								w	o	1	
咼								w	o	2	斜垂
唚								t	am	3	
咂								s	op	8	
哢								l	ung	6	
呷								h	op	8	
呤								l	ing	4	
呦								j	au	1	
呦								j	ou	1	
弑								s	i	3	
哐								kw	ang	1	
咭								k	et	8	笑聲
噅								kw	ai	1	
噠								d	at	9	
噠								dd	eot	7	
咧								l	e	5	
咧								l	e	1	
嘵								h	iu	1	
噝								s	i	1	
咣								gw	ong	1	
噦								0	oek	9	
呲								dd	i	3	
噲								kw	oi	3	
嚌								d	ai	6	
摣								z	o	1	文讀
噥								n	ong	4	
哏											
嘜								m	ak	7	
抻								c	an	1	
揸								z	o	1	文讀
嗩								sl	oe	2	
唣								d	eou	5	
咿								j	i	1	
唑								d	oe	5	
唪								f	ung	2	
喏								n	e	03	
啉								l	am	4	
抯								z	o	1	文讀
攄								z	yu	5	
唼								s	op	8	
啖								d	om	6	
啵								b	o	02	
啵								p	o	02	
啶								d	ing	6	
啷								l	ong	1	
唳								l	ai	6	
唰								s	oe	4	
嗒								t	op	8	
唏								h	i	1	
喈								g	oi	1	
抯								nj	o	1	
喑								0	am	1	
搋								c	oi	1	
嚳								k	uk	7	
嗪								d	an	4	
嗷								ng	eou	4	
叱								c	ik	7	
摑								gw	aa	2	
嗄								s	o	3	
嗥								0	eou	4	
嗲								dd	e	2	詐~
噯								0	ai	3	
嗌								0	ik	7	
嗍								s	ok	8	
嗵								t	ung	1	
喱								l	i	1	
嘞								l	eo	6	
嘌								p	iu	1	
嘁								t	ik	7	
嚶								0	ing	1	
嘣								b	ang	1	
嗾								sl	au	2	
嗾								ǂʷ		7	喚狗聲
嘭								b	ang	4	
噘								g	et	10	
噗								p	u	1	
搋								nj	oi	1	
搌								z	in	2	
搌								c	in	2	
哧								c	ik	7	
噔								dd	ang	1	
嚆								h	ou	1	
噤								g	am	3	
摭								z	ik	7	
嗝								g	aa	2	
轡								bb	i	3	
噫								j	i	1	
囔								n	ong	1	
囗								w	ai	4	
囝											
囹								l	ing	4	
囿								j	au	6	
喁								nj	ung	4	
圊								t	ing	1	
嘬								nj	oi	3	
圜								j	yun	4	
幃								w	ai	4	
咤								z	o	3	
啻								c	i	3	
帑								t	ong	2	
哳								z	ot	8	
幬								d	eou	6	覆盖
囀								z	yun	3	
幗								gw	ok	8	
幄								0	ak	7	
啐								z	yut	7	
襆								bb	uk	7	
幞								f	uk	9	
幡								f	on	1	
帔								b	i	6	
岍								j	in	1	
屺								h	i	2	
岈								h	o	1	㟏~
圄								nj	yu	5	
峴								j	in	5	
嶴								0	eou	3	
岑								s	am	4	
岜								bb	o	1	
岵								w	u	5	
岢								h	eo	2	
崬								dd	ung	1	
岬								g	op	8	
岫								d	au	6	
岣								g	au	2	
峁								m	ou	5	
嶧								0	ik	9	
峋								d	an	4	
嶗								l	eou	4	
崍								l	oi	4	
崧								sl	ung	1	
崦								j	im	1	
崮								g	u	3	
圉								nj	yu	5	
崞								kw	ok	8	
崆								h	ung	1	
崾								j	iu	5	
崴								w	ai	1	
崽								dd	ai	2	
崳								j	yu	4	
嵯								d	eo	4	
嶁								l	au	5	
岐								g	i	4	石~：地名，在廣東中山
嵫								dd	i	1	
嵊								s	ing	6	
噍								z	iu	6	
嶙								l	an	4	
嶝								dd	ang	3	
豳								bb	an	1	
岈								nj	o	4	嵖~
嶷								ng	ik	9	岐~
嗔								c	an	1	
徂								d	yu	4	
徇								d	an	6	
徠								l	oi	4	
徠								l	oi	6	慰勞
徭								j	iu	4	
衢								g	yu	4	
彡								s	om	1	
犭								j	yun	2	
噙								z	am	4	
犴								ng	on	6	
獁								m	o	1	
獁								m	o	5	
狃								n	au	5	
狁								j	an	5	
狎								0	op	10	
狍								b	ou	4	
麅								b	ou	4	
嵋								m	i	4	
狨								j	ung	4	
獪								gw	ai	3	
猻								sl	yun	1	
狒								f	i	6	
狷								g	yun	3	
狴								b	i	6	
狳								j	yu	4	
獫								j	im	2	
狺								ng	an	4	
狻								sl	yun	1	
猁								l	i	6	
猗								j	i	1	美好盛大的樣子；語尾助詞
猓								gw	eo	2	
玀								l	eo	4	
崤								nj	ou	4	
猞								s	e	1	
猝								dd	at	7	
猢								w	u	4	
噤								z	am	3	
猥								w	ui	2	
猬								w	ai	6	
猗								j	i	2	加，超越；倚靠；束而採之
猱								l	au	1	
帙								z	at	9	
獍								g	ing	3	
獠								l	iu	4	
獠								l	eou	5	古時中原對西南諸少數民族的蔑稱
獬								0	oi	5	
獯								w	an	1	
獾								w	un	1	
夤								j	an	4	
幬								z	au	4	帷幕
饣								s	ik	9	
飠								s	ik	9	
餳								d	ing	4	
飩								t	an	1	
猸								m	i	4	
飫								j	yu	3	
噌								c	ang	1	
藷	開	三	魚	去	章	常	遇	s	yu	4	
餑								b	eo	6	
餛								w	an	4	
犰								z	au	4	
餿								s	au	1	
饃								m	ok	10	
猹								z	o	4	
饊								sl	on	2	
餼								h	i	3	
饢								n	ong	4	
夂								z	i	2	
廡								f	u	5	
庋								gw	ai	2	
庖								b	ou	4	
庥								j	au	1	
庹								t	ok	8	
庾								j	yu	5	
庀								p	i	2	
噱								g	aa	6	
廒								ng	eou	4	
饉								z	an	2	
廑								k	an	3	剩餘
饌								z	yun	6	
廨								g	oi	3	
廩								l	am	5	
膺								0	ing	1	
忄								sl	am	1	
㣺								sl	am	1	
⺗								sl	am	1	
忉								dd	eou	1	
嚓								c	ot	8	
憮								f	u	5	
廑								z	an	2	
忤								0	ng	5	
忭								b	in	6	
忸								n	au	5	
怛								dd	ot	8	
賡								g	aa	1	
怍								d	ok	10	
庳								bb	i	1	
怫								f	at	9	憤怒、抑鬱的樣子
怩								n	i	4	
彳								c	ik	7	
懌								0	ik	9	
慟								d	ung	6	
懨								j	im	1	
愷								h	oi	2	
恪								k	ok	8	
惲								w	an	3	
慳								h	an	1	
悝								w	ui	1	嘲笑
怫								f	i	6	違反，逆亂
悃								kw	an	2	
悒								j	ap	7	
悛								t	yun	1	
怏								j	aa	2	
惝								t	ong	2	
慍								w	an	3	
憒								kw	ai	3	
愀								t	iu	2	
愎								b	ik	9	
愫								sl	u	3	
慊								j	im	3	不滿，怨恨
慊								k	ip	7	滿足，滿意
慵								j	ung	4	
懍								l	am	5	
忝								t	im	2	
隳								w	ai	1	
閂								s	on	1	
閆								j	im	4	
闈								w	ai	4	
閔								m	an	5	
閌								k	ong	3	
闥								t	ot	8	
閭								l	yu	4	
閫								kw	an	2	
廛								z	in	4	
閬								l	ong	6	
閾								w	ik	9	
飭								c	ik	7	
鬩								kw	ik	7	
閿								m	an	4	
閽								w	un	1	
閼								0	ot	8	阻塞
閼								j	in	1	~支：匈奴妻
闃								kw	ik	7	
闋								k	yut	7	
闞								h	om	3	
丬								b	on	4	
爿								b	on	4	
氵								s	ui	2	
汔								0	at	9	
悝								l	i	5	憂愁
懺								c	om	3	
灃								f	ung	1	
汜								d	i	5	
沔								m	in	5	
汨								m	ik	9	
汩								g	ut	9	
汶								m	an	6	
潙								gw	ai	1	
溈								gw	ai	1	
泐								l	ak	9	
泔								g	om	1	
沭								s	at	9	
瀧								s	ong	1	
瀘								l	u	4	
悻								0	aa	6	
沲								d	eo	4	
泠								l	ing	4	
泖								m	au	5	
濼								l	ok	10	
濼								p	ok	8	
泫								j	yun	4	
泮								p	un	3	
泓								0	ung	4	
泯								m	an	5	
洹								w	un	4	
洧								w	ai	5	
洌								l	et	10	
嶷								nj	i	4	
洇								j	an	1	
鬮								g	eou	1	
忮								z	i	3	
洎								g	i	6	
洫								kw	ik	7	
澮								gw	ai	3	
洮								d	eou	4	
洮								j	iu	4	
洵								d	an	4	
洚								g	ang	3	
洳								s	yu	6	
涑								sl	uk	7	
浯								0	ng	4	
淶								l	oi	4	
潿								w	ai	4	
洎								g	i	3	肉汁
浼								m	ui	5	
湞								z	ing	1	
淞								sl	ung	1	
涿								dd	uk	7	
浠								h	i	1	
淠								p	ai	3	舟行貌；茂盛貌
澠								m	in	5	澠池
澠								s	ing	4	
淦								g	om	3	
淠								p	i	3	河流名
瀋								s	am	2	
涫								gw	an	2	
淥								l	uk	9	
涮								s	on	3	刷洗：~淨｜出力~；清洁用具：牙~｜~掃
渫								sl	it	7	
湮								j	in	1	
湎								m	in	5	
湫								dd	au	1	
溲								s	au	1	
湟								w	ong	4	
漵								d	yu	5	
溆								d	yu	5	
潊								d	yu	5	
湓								b	un	4	
湔								dd	in	1	
淝								f	i	4	
灩								j	im	6	
溱								dd	an	1	
溘								h	op	8	
灄								s	ip	7	
漭								m	ong	5	
瀅								0	ing	4	
溥								p	u	2	
溧								l	et	10	
湄								m	i	4	
溻								t	op	8	
溷								w	an	6	
潷								bb	at	7	
滏								f	u	5	
溏								d	ong	4	
溟								m	ing	4	
瀠								w	ing	4	
漕								d	eou	4	
滹								w	u	1	
漯								t	op	8	古河名，在山東
漯								l	ui	5	古河名，發源于山西省神池縣東
漯								l	oe	6	市名，在河南省
漶								w	un	6	
瀲								l	im	6	
洙								z	yu	1	
澉								g	om	2	
澍								s	yu	6	時雨
渚								z	yu	2	
猊								nj	i	4	
潸								s	on	1	
潼								d	ung	4	
瀨								t	ot	8	
瀨								l	oi	6	
濉								sl	ui	1	
澧								l	ai	5	
澶								s	in	4	
濂								l	im	4	
濡								s	yu	4	
濮								bb	uk	7	
澌								sl	i	1	
濠								0	eou	4	
瀛								0	ing	4	
泱								j	aa	1	
瀵								f	an	3	
灝								0	eou	6	
灞								bb	o	3	
宀								m	in	4	
宄								gw	ai	2	
宓								m	at	9	
甯								n	ing	6	
搴								j	in	1	
褰								j	in	1	
蹇								g	in	2	
謇								g	in	2	
怊								c	iu	1	
汊								c	o	1	
沅								nj	yun	4	
迕								0	ng	5	
瀦								z	yu	1	
迨								d	oi	5	
逄								b	ang	4	
逋								bb	u	1	
逖								t	ik	7	
逡								t	an	1	
逭								g	un	6	
逯								l	uk	9	
遄								s	yun	4	
遑								w	ong	4	
遒								d	au	4	
遘								g	au	3	
遢								t	ot	8	
遛								l	au	3	
暹								sl	im	1	
邈								m	iu	5	
邋								l	ot	10	
彐								g	ai	3	
彑								g	ai	3	
彖								t	yun	3	
澍								z	yu	3	通「注」
尻								k	eu	3	
屐								g	ik	7	
濞								p	i	3	
屨								g	yu	3	
辶								c	ok	8	
弳								g	ing	3	
屣								s	i	2	
艴								f	at	7	
弼								b	at	9	
辵								c	ok	8	
弭								m	i	5	
嫵								f	u	5	
孱								z	on	4	
嬀								gw	ai	1	
媯								gw	ai	1	
妤								j	yu	5	
妲								dd	on	3	奎~閣
瀹								j	aa	2	
姗								s	on	1	
婭								0	o	3	
溽								nj	uk	9	
嬈								n	iu	5	戲弄
姝								s	yu	5	
孌								l	yun	2	
姣								g	ou	2	好
姣								0	ou	4	淫亂
姘								p	ing	1	
羼								c	ong	3	
彘								z	i	6	
娣								d	ai	5	
婧								d	ing	6	
婊								bb	iu	2	
婕								dd	ep	8	
屮								c	it	7	
嬋								s	im	4	
胬								n	u	5	
媼								0	eou	2	
嫫								m	u	4	
嬡								0	oi	5	
嬪								b	an	4	
姹								c	o	3	
娌								l	i	5	
妁								z	aa	2	
嫖								b	iu	4	
嫘								l	ui	4	
妗								z	am	5	
嬗								s	in	6	
嬖								bb	ai	3	
嬲								n	au	1	
孀								s	ong	1	
尕								n	ai	3	
尜											
孥								n	u	4	
嫠								l	i	4	
孓								k	yut	7	
駔								dd	ong	2	居中介紹買賣馬隻的人
駔								d	u	5	駿馬
騶								dd	au	1	
駑								n	u	4	
駘								d	oi	4	
驊								w	o	4	
駢								b	in	4	
孳								dd	i	1	
騍								w	eo	3	
妯								z	uk	9	
驂								dd	om	1	
嬙								d	aa	4	
騖								m	u	6	
驁								ng	eou	6	
騮								l	au	1	
騸								s	in	3	
驃								p	iu	3	
驄								t	ung	1	
騅								z	ui	1	
騏								g	i	4	
糸								m	ik	9	
糹								m	ik	9	
紆								j	yu	1	
紇								0	at	9	
紇								gw	at	7	
紈								j	yun	4	
纊								kw	ong	3	
紜								w	an	4	
驥								k	i	3	
紺								g	om	3	
紲								sl	it	7	
紱								f	at	7	
紼								f	at	7	
騭								z	at	7	
紿								d	oi	5	
絝								w	u	3	
嫜								z	aa	1	
絳								g	ang	3	
絎								0	aa	6	
綃								sl	iu	1	
綈								d	ai	4	
綾								l	ing	4	
紕								p	i	1	
綆								g	aa	2	
緄								gw	an	2	
綞								dd	oe	2	
綬								s	au	6	
綹								l	au	5	
綣								k	yun	2	
綰								w	on	5	
緔								s	aa	6	
緙								k	aa	2	
緹								d	ai	4	
緲								m	iu	5	
繢								w	ui	6	
緋								f	i	1	
緶								b	in	4	用針縫合
緶								b	in	5	同「辮」
緱								g	au	1	
驏								z	on	5	
縉								dd	an	3	
絀								z	at	7	
迓								nj	o	6	
縞								g	ou	2	
緦								sl	i	1	
縑								g	im	1	
縹								p	iu	1	
縵								m	on	6	
縲								l	ui	4	
繅								sl	eou	1	
纈								g	et	10	
繒								d	ang	4	
緗								sl	aa	1	
繾								j	in	2	
繰								dd	eou	2	
繯								w	on	4	
纘								dd	yun	2	
繨								l	at	7	
麽								m	eo	1	
縭								l	i	4	
畿								g	i	1	
邕								j	ung	1	
玎								dd	ing	1	
媸								c	i	1	
玢								bb	an	1	
玟								m	an	4	
玨								g	ak	7	
珂								k	eo	1	
玳								d	oi	6	
瑉								m	an	4	
珈								g	o	1	
嬈								nj	iu	4	
珙								g	ung	2	
頊								j	uk	7	
琊								j	e	4	
繮								k	aa	1	
珧								j	iu	4	
珞								l	ok	10	
璽								sl	ai	2	
琿								kw	ai	1	
璉								l	in	5	
琨								kw	an	1	
琰								j	im	5	
琮								d	ung	4	
琬								j	yun	2	
巛								c	yun	1	
琚								g	yu	1	
瑁								m	eou	6	
瑗								j	yun	6	
璦								0	oi	3	
瑭								d	ong	4	
璜								w	ong	4	
瓔								0	ing	1	
璁								t	ung	1	
璇								s	yun	4	
璩								g	yu	4	
璐								l	u	6	
瓚								dd	on	3	
璺								m	an	6	
韙								w	ai	5	
韞								w	an	1	
韜								t	eou	1	
杌								ng	at	9	
縋								z	ui	6	
琛								c	am	1	
榪								m	o	6	
櫪								l	ik	9	
杪								m	iu	5	
縟								nj	uk	9	
梘								g	on	2	
縝								z	an	2	
梟								h	iu	1	
枋								f	ong	1	
柰								n	oi	6	
杓								z	o	1	
櫳								l	ung	4	
珩								0	aa	4	
枰								b	ing	4	
柙								0	op	10	
枵								h	iu	1	
柝								t	ok	8	
柘								z	e	3	
柩								z	au	6	
柃								l	ing	4	
櫟								l	ik	9	
棖								z	aa	4	
柁								d	eo	4	
杈								c	o	1	
栲								h	ou	2	
栳								l	eou	5	
橈								n	ou	4	
璣								g	i	1	
桄								gw	ong	1	~榔
桄								gw	ong	3	
栀								z	i	1	
梃								d	ing	5	
栝								t	im	2	撥火棍
栝								gw	ot	8	
櫟								j	aa	6	~陽：地名
桀								g	et	10	
欒								l	yun	4	
棬								k	yun	1	
桉								0	on	1	
梏								g	uk	7	
桴								f	u	1	
桷								g	ak	7	
桫								sl	eo	1	
欞								l	ing	4	
檉								c	ing	1	
棼								f	an	4	
櫝								d	uk	9	
槧								t	im	3	
榿								h	i	1	
欏								l	eo	4	
桎								z	at	7	
桁								0	aa	4	
椁								gw	ok	8	
楗								g	in	6	
楗								g	yun	6	馬疲
棣								d	ai	6	~棠
棣								d	oi	6	~~：文雅安閒貌
棣								t	ai	3	通達
椐								g	yu	1	
楱								t	au	3	
棹								z	ou	6	
椹								s	am	6	同「葚」；木上生的菌
棰								z	ui	4	
楝								l	in	6	
楫								dd	ip	7	
榀								p	an	2	
榘								g	yu	2	
楸								t	au	1	
椴								d	yun	6	
楮								c	yu	2	
楦								j	yun	3	
楥								j	yun	3	
楹								ng	ing	4	
榛								dd	an	1	
梔								z	i	1	
榫								sl	an	2	
槔								g	eou	1	
櫬								c	an	3	
槁								g	eou	2	
槊								s	ok	8	
椹								z	am	1	同「砧」
榍								sl	it	7	
椋								l	aa	4	
槭								dd	uk	7	
檣								d	aa	4	
樗								s	yu	1	
樘								d	ong	4	門框或窗框
榱								c	ui	1	
楂								z	o	1	
槲								g	uk	7	
樾								j	oet	10	
檠								g	ing	4	
橐								t	ok	8	
櫧								z	yu	1	
樽								dd	yun	1	
樨								sl	ai	1	
櫞								j	yun	4	
檑								l	ui	4	
檐								j	im	4	
檐								j	em	4	頂部向外延伸；頭~（劉海）
檁								l	am	5	
檩								l	am	6	
槭								s	aa	2	木葉落
檗								bb	aa	2	
獒								ng	eou	4	
殁								m	ot	10	
歿								m	ot	10	
殂								d	u	4	
樘								c	aa	1	支柱，又用于人名
殞								w	an	5	
殍								p	iu	2	
殛								g	ik	7	
殯								bb	an	3	
榧								f	i	2	
殪								j	i	3	
殤								s	aa	1	
軲								g	u	1	
轤								l	u	4	
櫫								z	yu	1	
軼								j	at	9	
檎								z	am	4	
軤								w	u	1	
轢								l	ik	9	
軺								j	iu	4	
軹								z	yu	1	
輇								d	yun	4	
輅								l	u	6	
輦								l	in	2	
輞								m	ong	5	
珥								nj	i	5	
輳								t	au	3	
轆								l	uk	7	車~：車輪
轔								l	an	4	
轔								l	in	2	
軎								w	ai	6	
戔								dd	in	1	
檫								c	ot	8	
戛								g	ot	8	
戟								g	ik	7	
戢								t	ap	7	
戡								h	om	1	
戥								d	ang	6	
戤								g	oi	6	
戩								dd	in	2	
瓴								l	ing	4	
瓿								p	au	2	
甏											
甑								dd	ang	1	
甓								b	ik	9	
攴								p	uk	7	
旰								g	on	3	
昊								0	eou	6	
曇								d	om	4	
杲								g	eou	2	
軫								z	an	2	
昕								j	an	1	
昀								j	an	4	
炅								gw	ing	2	
炅								gw	ai	3	姓
曷								0	ot	10	
昝								dd	om	2	
昴								m	au	5	
昵								n	ik	9	
輜								dd	i	1	
晟								s	ing	6	
曄								j	ep	10	
晡								bb	u	1	
晗								0	om	4	
暌								w	ui	1	
曖								0	oi	3	
暝								m	ing	4	
暾								t	an	1	
曛								w	an	1	
曩								n	ong	5	
耆								g	i	4	
賁								f	an	4	大；三足龜；簡策
賁								bb	an	1	~門：同「奔」；姓
賁								f	an	6	通「忿」「奮」
賁								f	an	3	通「僨」
賁								bb	i	3	文飾；華美；六十四卦之一
貺								kw	ong	3	
貰								s	i	3	
贐								d	an	6	
賚								l	oi	6	
昃								z	ak	7	
賫								dd	ai	1	
齎								dd	ai	1	
賧								dd	om	2	
賻								f	u	6	
戧								c	ong	1	
覡								0	ik	9	
覿								d	ik	9	
覦								j	yu	6	
覯								g	au	3	
覲								g	an	6	
牮								dd	en	3	
軛								0	aa	2	
强								g	aa	4	
枘								nj	ui	6	
牝								b	an	5	
牦								m	eou	4	
輊								z	i	3	
牾								0	ng	5	
牿								g	uk	7	
犋								g	yu	6	
犍								g	in	6	
犏								p	in	1	
犒								h	eou	3	
挈								j	it	7	拿，提
挲								sl	eo	1	
掰								m	at	7	
搿								g	op	8	
强								g	aa	5	
毪								m	u	4	
毳								t	ui	3	
毿								sl	om	1	
毹								s	yu	1	
覘								c	im	1	
氌								l	u	5	
氆								p	u	2	
氍								g	yu	4	
氤								0	an	1	
氳								w	an	1	
攵								p	uk	7	
敫								g	iu	2	光閃耀
牘								d	uk	9	
牒								d	ep	10	
牖								j	au	5	
爰								j	yun	4	
虢								gw	ak	9	用手抓劃、扒拉
軔								nj	an	6	
肜								j	ung	4	
氅								c	ong	2	
肓								w	ong	1	
肭								n	at	7	肥
肭								n	uk	9	同「衄」
膁								j	im	2	
胩								k	o	1	
臚								l	oe	4	肚~（大肚子，肚腩）
臚								l	yu	4	皮膚；陳列；流傳
胛								g	op	8	
胂								s	an	1	
犛								l	i	4	
賕								z	au	4	
朐								g	yu	4	
脛								k	ing	3	
胴								d	ung	6	
胭								j	in	1	
胲								h	oi	2	有機化合物
胲								g	oi	1	大腳趾的毛
腡								l	oe	1	
脞								t	oe	2	
脬								p	ou	1	
脘								g	un	2	
腌								j	ip	7	
贄								z	i	3	
腴								j	yu	4	
腚								d	ing	6	
腱								g	in	6	
腠								t	au	3	
腩								n	om	5	
膃								w	ut	7	
腭								ng	ok	10	
腧								s	yu	3	
塍								s	yng	4	田~：田埂；江~：河堤
媵								0	ing	6	
擘								m	aa	2	
膂								l	yu	5	
滕								d	ang	4	
胙								z	o	6	
胗								z	an	5	
臌								g	u	2	
臊								sl	eou	1	
膻								s	in	1	
臁								l	im	4	
歟								j	yu	4	
腓								f	i	4	
欷								h	i	1	
歃								s	op	8	
歆								h	am	1	
歙								h	ap	7	
歙								s	ip	7	~縣
颮								bb	iu	1	
颶								g	yu	6	
殳								s	yu	4	
轂								g	uk	7	
觳								g	uk	7	
齏								dd	ai	1	
旆								p	ui	3	
旄								m	eou	4	
旄								m	eou	6	長毛；同「耋」
膣								z	at	9	
欹								g	i	5	陡
旒								l	au	4	
旎								n	i	5	
膈								g	aa	2	
煬								j	aa	4	鎔化金屬
煬								j	aa	6	烘烤；就火取暖；炎熱
炻								s	ik	9	
烀								w	u	1	
膪								z	o	3	
炱								d	oi	4	
燁								j	ep	10	
焐								0	ng	6	
焱								j	im	6	
煜								j	uk	7	
煨								w	ui	1	
煆								h	o	1	
煊								j	yun	1	
煸								p	in	1	
熳								m	on	6	
熠								j	op	10	
燔								f	on	4	
旃								z	in	1	
燹								sl	in	2	
熗								t	aa	3	
爨								t	yun	3	
灬								w	eo	2	
燾								d	eou	6	
戽								w	u	3	
户								w	u	5	
戸								w	u	5	
扃								gw	ing	1	
旖								j	i	2	
祆								j	in	1	
祛								k	yu	1	
祜								w	u	5	
祓								f	at	7	
炷								z	yu	3	
礻								s	i	6	
禰								m	i	5	
燧								z	ui	6	
祧								t	iu	1	
禊								0	ai	6	
祚								z	o	6	
牜								nj	au	4	
懟								d	ui	6	
恝								g	ot	8	
恚								w	ai	6	
恧								n	uk	9	
刖								nj	oet	10	
恁								n	am	2	想。俗作「諗」
恁								n	ung	2	這麼，那麼
愨								k	ak	7	
慤								k	ak	7	
愆								j	in	1	
湣								m	an	5	
湣								w	un	1	滑~：昏亂貌
慝								t	ik	7	
憝								d	ui	6	
懣								m	un	6	
戇								ng	ong	3	
戇								ng	yng	2	
肀								j	at	9	
聿								j	at	9	
澩								0	o	6	
淼								m	iu	5	
矸								g	on	1	
碭								d	ong	6	
爝								t	aa	2	
肜								c	am	1	船行貌
砘								d	an	6	
砉								w	aa	2	
禰								m	i	4	姓
砭								bb	in	1	
礪								l	ai	6	
礱								l	ung	4	
禳								nj	aa	4	
砟								d	ok	10	塊狀物
砼								d	ung	4	
砥								dd	ai	2	
砬								l	ap	9	
砩								f	at	9	~石：又作「氟石」，即螢石
祗								z	i	1	
硎								0	ing	4	
硭								m	ong	4	
硤								0	op	10	
磽								h	ou	1	
砦								s	oi	6	
硐								d	ung	6	
硇								n	ou	4	
硌								l	ok	10	
硌								g	ok	8	
硪								ng	eo	4	
硪								ng	eo	5	砐~：高大貌
磧								t	ik	7	
碓								dd	ui	3	
碚								b	ui	5	
碇								dd	ing	3	
硨								c	e	1	
禚								z	aa	2	
碣								g	et	10	
