音标	调类	调值	辖字
ŋaɪ	6	11	艾
ɣaɪ	6	11	害
pʰaɪ	6	11	斾
baɪ	6	11	斾
maɪ	6	11	昧
tʰaɪ	6	11	大
daɪ	6	11	大
naɪ	6	11	奈
tsʰaɪ	6	11	載
dzaɪ	6	11	載
laɪ	6	11	賴
kuaɪ	1	334	乖[實際音]
kʰuaɪ	1	334	咼[實際音]魁[實際音]
tʰuaɪ	1	334	胎[實際音]
tsuaɪ	1	334	哉[實際音]
pʰuaɪ	2	113	排[實際音]
buaɪ	2	113	排[實際音]
βuaɪ	2	113	誰[實際音]
tʰuaɪ	2	113	臺[實際音]
duaɪ	2	113	臺[實際音]
nuaɪ	2	113	來[實際音]
tsʰuaɪ	4	21	罪[實際音]
dzuaɪ	4	21	罪[實際音]
kuaɪ	5	55	怪[實際音]
kɒʊ	1	334	高
kʰɒʊ	1	334	尻
ʔɒʊ	1	334	熝
xɒʊ	1	334	蒿
pɒʊ	1	334	褒
pʰɒʊ	1	334	㯱
tɒʊ	1	334	刀
tʰɒʊ	1	334	饕
tsɒʊ	1	334	糟
tsʰɒʊ	1	334	操
sɒʊ	1	334	騷
t∫ɒʊ	1	334	昭[實際音]朝
t∫ʰɒʊ	1	334	超[實際音]怊
∫ɒʊ	1	334	燒[實際音]
ŋɒʊ	2	113	敖
ɣɒʊ	2	113	豪
pʰɒʊ	2	113	袍
bɒʊ	2	113	袍
mɒʊ	2	113	毛
tʰɒʊ	2	113	陶
dɒʊ	2	113	陶
nɒʊ	2	113	猱劳[實際音]
tsʰɒʊ	2	113	曹
dzɒʊ	2	113	曹
t∫ʰɒʊ	2	113	潮[實際音]鼂
dʒɒʊ	2	113	潮[實際音]鼂
ʒɒʊ	2	113	韶[實際音]
lɒʊ	2	113	勞[實際音]
ɹɒʊ	2	113	饒[實際音]
kɒʊ	3	41	暠稿[實際音]
kʰɒʊ	3	41	考
ʔɒʊ	3	41	襖
xɒʊ	3	41	好
pɒʊ	3	41	寶
pʰɒʊ	3	41	皫
tɒʊ	3	41	倒
tʰɒʊ	3	41	討
tsɒʊ	3	41	早
tsʰɒʊ	3	41	草
sɒʊ	3	41	㛮
t∫ɒʊ	3	41	沼[實際音]
t∫ʰɒʊ	3	41	巐□[來酋]
ŋɒʊ	4	21	□[艸午頁]𦽀[艸午頁]
ɣɒʊ	4	21	皓
pʰɒʊ	4	21	抱
bɒʊ	4	21	抱
mɒʊ	4	21	蓩
tʰɒʊ	4	21	道
dɒʊ	4	21	道
nɒʊ	4	21	懊
tsʰɒʊ	4	21	皁
dzɒʊ	4	21	皁
t∫ʰɒʊ	4	21	肇
dʒɒʊ	4	21	肇
lɒʊ	4	21	老
kɒʊ	5	55	誥
kʰɒʊ	5	55	鎬
ʔɒʊ	5	55	奧
xɒʊ	5	55	耗
pɒʊ	5	55	報
pʰɒʊ	5	55	犥
tɒʊ	5	55	到
tʰɒʊ	5	55	韜
tsɒʊ	5	55	竈
tsʰɒʊ	5	55	操
sɒʊ	5	55	喿
t∫ɒʊ	5	55	昭
t∫ʰɒʊ	5	55	超覞
kʰɒʊ	6	11	櫭
gɒʊ	6	11	櫭
ŋɒʊ	6	11	傲
ɣɒʊ	6	11	号
pʰɒʊ	6	11	暴
bɒʊ	6	11	暴
mɒʊ	6	11	□[忄冒]𢝌[忄冒]
tʰɒʊ	6	11	導
dɒʊ	6	11	導
nɒʊ	6	11	腝
tsʰɒʊ	6	11	漕
dzɒʊ	6	11	漕
t∫ʰɒʊ	6	11	召
dʒɒʊ	6	11	召
lɒʊ	6	11	嫪
kiɒʊ	1	334	驕
kʰiɒʊ	1	334	趫
ʔiɒʊ	1	334	妖
xiɒʊ	1	334	嚻
piɒʊ	1	334	鑣
tiɒʊ	1	334	貂[實際音]
tʰiɒʊ	1	334	挑[實際音]
tsiɒʊ	1	334	焦[實際音]
siɒʊ	1	334	蕭
kʰiɒʊ	2	113	喬
giɒʊ	2	113	喬
ɣiɒʊ	2	113	爻[實際音]
ɦiɒʊ	2	113	遙
pʰiɒʊ	2	113	漉
biɒʊ	2	113	漉
miɒʊ	2	113	苗
tʰiɒʊ	2	113	迢[實際音]
diɒʊ	2	113	迢[實際音]
niɒʊ	2	113	嬈[實際音]
tsʰiɒʊ	2	113	樵[實際音]
dziɒʊ	2	113	樵[實際音]
t∫ʰiɒʊ	2	113	潮[實際音]
dʒiɒʊ	2	113	潮[實際音]
ʒiɒʊ	2	113	韶
liɒʊ	2	113	燎
ɹiɒʊ	2	113	饒
kiɒʊ	3	41	矯
kʰiɒʊ	3	41	槁
ʔiɒʊ	3	41	夭
piɒʊ	3	41	表
pʰiɒʊ	3	41	麃
tsiɒʊ	3	41	勦[實際音]
siɒʊ	3	41	小[實際音]
kʰiɒʊ	4	21	□[長喬]𨲭[長喬]
giɒʊ	4	21	□[長喬]𨲭[長喬]
pʰiɒʊ	4	21	藨
biɒʊ	4	21	藨
ʒiɒʊ	4	21	紹
liɒʊ	4	21	繚
ɹiɒʊ	4	21	擾
kiɒʊ	5	55	驕
kʰiɒʊ	5	55	趫
piɒʊ	5	55	裱
tiɒʊ	5	55	吊[實際音]
tʰiɒʊ	5	55	糶[實際音]
tsiɒʊ	5	55	醮
siɒʊ	5	55	笑
kʰiɒʊ	6	11	嶠
giɒʊ	6	11	嶠
ŋiɒʊ	6	11	□[虛亢]𧇠[虛亢]
miɒʊ	6	11	廟
tʰiɒʊ	6	11	籊[實際音]
diɒʊ	6	11	籊[實際音]
niɒʊ	6	11	尿[實際音]
ʒiɒʊ	6	11	邵
liɒʊ	6	11	尞
ɹiɒʊ	6	11	饒
kan	1	334	間甘[實際音]干
kʰan	1	334	慳看
ʔan	1	334	□[黑頁]𪑸[黑頁]安
xan	1	334	羴頇
pan	1	334	班[實際音]
pʰan	1	334	攀
ʔwan	1	334	灣[實際音]
ɸan	1	334	翻[實際音]飜蕃
tan	1	334	丹[實際音]單
tʰan	1	334	灘
tsan	1	334	簪[實際音]籛
tsʰan	1	334	□[實際音]𭆞[實際音]餐
san	1	334	三[實際音]□[月册]𦙽[月册]
t∫an	1	334	㣶
t∫ʰan	1	334	㺗
∫an	1	334	山
ŋan	2	113	顏豻
ɣan	2	113	閑寒
pʰan	2	113	瓣
ban	2	113	瓣
man	2	113	蠻
βan	2	113	還[實際音]煩
ɦwan	2	113	頑[實際音]樠
tʰan	2	113	壇
dan	2	113	壇
nan	2	113	難
tsan	2	113	趲
tsʰan	2	113	殘[實際音]
dzan	2	113	殘[實際音]
t∫ʰan	2	113	□[犭耳絲]𤣆[犭耳絲]虥
dʒan	2	113	□[犭耳絲]𤣆[犭耳絲]虥
ȵan	2	113	□[肉犬灬]𤌔[肉犬灬]
lan	2	113	斕蘭
kan	3	41	簡笴
kʰan	3	41	齦侃
ʔan	3	41	軋侒
xan	3	41	罕
pan	3	41	版
pʰan	3	41	盼
ɸan	3	41	㽹反
tan	3	41	亶
tʰan	3	41	坦
san	3	41	散
t∫an	3	41	醆
t∫ʰan	3	41	㬄剗
∫an	3	41	產
ŋan	4	21	眼
ɣan	4	21	限旱
pʰan	4	21	版
ban	4	21	版
man	4	21	矕
βan	4	21	飯
ɦwan	4	21	晚
tʰan	4	21	但
dan	4	21	但
nan	4	21	攤
tsʰan	4	21	瓚
dzan	4	21	瓚
t∫ʰan	4	21	棧
dʒan	4	21	棧
ȵan	4	21	赧
lan	4	21	嬾
kan	5	55	諫旰
kʰan	5	55	侃
ʔan	5	55	晏按
xan	5	55	漢
pan	5	55	扮
pʰan	5	55	襻
ɸan	5	55	嬎販
tan	5	55	旦
tʰan	5	55	炭
tsan	5	55	贊
tsʰan	5	55	粲
san	5	55	繖
t∫ʰan	5	55	㬄羼
∫an	5	55	訕
ŋan	6	11	雁岸
ɣan	6	11	骭翰
pʰan	6	11	瓣
ban	6	11	瓣
man	6	11	慢
βan	6	11	飯
ɦwan	6	11	萬
tʰan	6	11	憚
dan	6	11	憚
nan	6	11	攤
tsʰan	6	11	㜺
dzan	6	11	㜺
t∫ʰan	6	11	袒[又作「䘺」「綻」]輚
dʒan	6	11	袒[又作「䘺」「綻」]輚
lan	6	11	爛
kuan	1	334	關
ʔuan	1	334	彎
xuan	1	334	豩
t∫uan	1	334	跧
∫uan	1	334	栓
kʰuan	2	113	䟒
guan	2	113	䟒
ŋuan	2	113	頑
ɣuan	2	113	湲
t∫ʰuan	2	113	□[犭匀]𤜼[犭匀]
dʒuan	2	113	□[犭匀]𤜼[犭匀]
luan	2	113	□[九嬴]
ʔuan	3	41	綰
t∫uan	3	41	蟤
t∫ʰuan	3	41	㦏
ɣuan	4	21	睆
t∫ʰuan	4	21	撰
dʒuan	4	21	撰
kuan	5	55	慣
ʔuan	5	55	綰
t∫uan	5	55	孨
t∫ʰuan	5	55	篡
∫uan	5	55	□[𥫗䡞]𨏉[𥫗䡞]
kʰuan	6	11	趯
guan	6	11	趯
ŋuan	6	11	薍
ɣuan	6	11	患
t∫ʰuan	6	11	饌
dʒuan	6	11	饌
ȵuan	6	11	奻
kɒŋ	1	334	岡
kʰɒŋ	1	334	康
ʔɒŋ	1	334	鴦
xɒŋ	1	334	炕
pɒŋ	1	334	幫
pʰɒŋ	1	334	滂
ʔwɒŋ	1	334	汪[實際音]
ɸɒŋ	1	334	芳方
tɒŋ	1	334	當
tʰɒŋ	1	334	湯
tsɒŋ	1	334	臧
tsʰɒŋ	1	334	倉
sɒŋ	1	334	桑
t∫ɒŋ	1	334	張[實際音]章[實際音]
t∫ʰɒŋ	1	334	昌[實際音]
∫ɒŋ	1	334	商[實際音]
ŋɒŋ	2	113	卬
ɣɒŋ	2	113	航
pʰɒŋ	2	113	傍
bɒŋ	2	113	傍
mɒŋ	2	113	茫
βɒŋ	2	113	房
ɦwɒŋ	2	113	王亡
tʰɒŋ	2	113	堂
dɒŋ	2	113	堂
nɒŋ	2	113	唐
tsʰɒŋ	2	113	藏
dzɒŋ	2	113	藏
t∫ʰɒŋ	2	113	長[實際音]
dʒɒŋ	2	113	長[實際音]
ʒɒŋ	2	113	裳[實際音]
ȵɒŋ	2	113	娘[實際音]
lɒŋ	2	113	郎
ɹɒŋ	2	113	穰[實際音]
kɒŋ	3	41	䴚
kʰɒŋ	3	41	慷
ʔɒŋ	3	41	坱
xɒŋ	3	41	汻
pɒŋ	3	41	榜
pʰɒŋ	3	41	髈
ʔwɒŋ	3	41	徃[實際音]往[實際音]
ɸɒŋ	3	41	髣眆
tɒŋ	3	41	黨
tʰɒŋ	3	41	矘
tsɒŋ	3	41	駔
tsʰɒŋ	3	41	蒼
sɒŋ	3	41	顙
t∫ɒŋ	3	41	長[實際音]
t∫ʰɒŋ	3	41	昶[實際音]
ŋɒŋ	4	21	駠
ɣɒŋ	4	21	沆
mɒŋ	4	21	莽
ɦwɒŋ	4	21	网
tʰɒŋ	4	21	蕩
dɒŋ	4	21	蕩
nɒŋ	4	21	曩
tsʰɒŋ	4	21	奘
dzɒŋ	4	21	奘
t∫ʰɒŋ	4	21	丈[實際音]
dʒɒŋ	4	21	丈[實際音]
lɒŋ	4	21	朗
kɒŋ	5	55	鋼
kʰɒŋ	5	55	抗
ʔɒŋ	5	55	盎
pɒŋ	5	55	螃
pʰɒŋ	5	55	□[月放]𦜍[月放]
ʔwɒŋ	5	55	望
ɸɒŋ	5	55	訪放
tɒŋ	5	55	讜
tʰɒŋ	5	55	儻
tsɒŋ	5	55	葬
tsʰɒŋ	5	55	䅮
sɒŋ	5	55	喪
t∫ɒŋ	5	55	帳[實際音]
t∫ʰɒŋ	5	55	悵[實際音]
ŋɒŋ	6	11	枊
ɣɒŋ	6	11	吭
pʰɒŋ	6	11	傍
bɒŋ	6	11	傍
mɒŋ	6	11	漭
βɒŋ	6	11	防
ɦwɒŋ	6	11	妄
tʰɒŋ	6	11	宕
dɒŋ	6	11	宕
nɒŋ	6	11	儾
tsʰɒŋ	6	11	藏
dzɒŋ	6	11	藏
t∫ʰɒŋ	6	11	仗[實際音]
dʒɒŋ	6	11	仗[實際音]
ȵɒŋ	6	11	釀
lɒŋ	6	11	浪
kuɒŋ	1	334	光
kʰuɒŋ	1	334	䯑
ʔuɒŋ	1	334	汪
xuɒŋ	1	334	荒
tuɒŋ	1	334	當
ɣuɒŋ	2	113	黃
kuɒŋ	3	41	廣
kʰuɒŋ	3	41	懬
ʔuɒŋ	3	41	㳹
xuɒŋ	3	41	慌
ɣuɒŋ	4	21	晃
kʰuɒŋ	5	55	桄
guɒŋ	5	55	曠
ʔuɒŋ	5	55	汪
xuɒŋ	5	55	荒
ɣuɒŋ	6	11	攩
βuɒŋ	6	11	防
ɦwuɒŋ	6	11	妄
kiɒŋ	1	334	薑
kʰiɒŋ	1	334	羌
ʔiɒŋ	1	334	央
xiɒŋ	1	334	香
tsiɒŋ	1	334	將
tsʰiɒŋ	1	334	瑲
siɒŋ	1	334	襄
kʰiɒŋ	2	113	強
giɒŋ	2	113	強
ŋiɒŋ	2	113	卬
ɦiɒŋ	2	113	陽
niɒŋ	2	113	良
tsʰiɒŋ	2	113	牆
dziɒŋ	2	113	牆
ziɒŋ	2	113	詳
liɒŋ	2	113	良
kiɒŋ	3	41	繦
kʰiɒŋ	3	41	□[石羌]𥓌[石羌]
ʔiɒŋ	3	41	鞅
xiɒŋ	3	41	響
tsiɒŋ	3	41	獎
tsʰiɒŋ	3	41	搶
siɒŋ	3	41	想
kʰiɒŋ	4	21	勥
giɒŋ	4	21	勥
ŋiɒŋ	4	21	仰
ɦiɒŋ	4	21	養
tsʰiɒŋ	4	21	䉃
dziɒŋ	4	21	䉃
ziɒŋ	4	21	像
liɒŋ	4	21	兩
kiɒŋ	5	55	疆
kʰiɒŋ	5	55	羌
ʔiɒŋ	5	55	怏
xiɒŋ	5	55	向
tsiɒŋ	5	55	醬
tsʰiɒŋ	5	55	蹡
siɒŋ	5	55	相
kʰiɒŋ	6	11	弶
giɒŋ	6	11	弶
ŋiɒŋ	6	11	□[車卬]𨋕[車卬]
ɦiɒŋ	6	11	漾
tsʰiɒŋ	6	11	匠
dziɒŋ	6	11	匠
liɒŋ	6	11	亮
kyɒŋ	1	334	□[忄㞷]𢚇[忄㞷]
kʰyɒŋ	1	334	匡
t∫yɒŋ	1	334	莊[實際音]
t∫ʰyɒŋ	1	334	創
∫yɒŋ	1	334	霜
kʰyɒŋ	2	113	狂
gyɒŋ	2	113	狂
ɦyɒŋ	2	113	王
t∫ʰyɒŋ	2	113	牀
dʒyɒŋ	2	113	牀
kyɒŋ	3	41	獷
kʰyɒŋ	3	41	恇
ʔyɒŋ	3	41	忹
xyɒŋ	3	41	怳
t∫yɒŋ	3	41	□[忄壯]𢙳[忄壯]
t∫ʰyɒŋ	3	41	磢
∫yɒŋ	3	41	爽[實際音]
kʰyɒŋ	4	21	俇
gyɒŋ	4	21	俇
ɦyɒŋ	4	21	往
kyɒŋ	5	55	誑
kʰyɒŋ	5	55	□[月匡]𦚞[月匡]
xyɒŋ	5	55	況
t∫yɒŋ	5	55	壯
t∫ʰyɒŋ	5	55	剏
∫yɒŋ	5	55	霜
kʰyɒŋ	6	11	狂
gyɒŋ	6	11	狂
ɦyɒŋ	6	11	迋
t∫ʰyɒŋ	6	11	狀
dʒyɒŋ	6	11	狀
kaʔ	7	4	□[薛鳥]𪈟[薛鳥]
kʰaʔ	7	4	□[竹木葛]𥴭[竹木葛]
ʔaʔ	7	4	軋
xaʔ	7	4	瞎
paʔ	7	4	捌
pʰaʔ	7	4	汃
ɸaʔ	7	4	㤄髪
taʔ	7	4	怛
tʰaʔ	7	4	闥
tsaʔ	7	4	䰖
tsʰaʔ	7	4	擦
saʔ	7	4	躠
t∫aʔ	7	4	𠹗札
t∫ʰaʔ	7	4	獺殺
∫aʔ	7	4	殺
ŋaʔ	8	5	䀨
ɣaʔ	8	5	黠
pʰaʔ	8	5	拔
baʔ	8	5	拔
maʔ	8	5	㑻
βaʔ	8	5	伐
ɦwaʔ	8	5	韈
tʰaʔ	8	5	達
daʔ	8	5	達
naʔ	8	5	捺
tsʰaʔ	8	5	巀
dzaʔ	8	5	巀
t∫ʰaʔ	8	5	噠𨰉
dʒaʔ	8	5	噠𨰉
ȵaʔ	8	5	痆
laʔ	8	5	剌
ɹaʔ	8	5	□[髟背]𩭿[髟背]
kuaʔ	7	4	劀刮[實際音]
kʰuaʔ	7	4	䯇
ʔuaʔ	7	4	婠
xuaʔ	7	4	聒
t∫uaʔ	7	4	鵽
t∫ʰuaʔ	7	4	䫄茁
dʒuaʔ	7	4	䵵
∫uaʔ	7	4	刷
ŋuaʔ	8	5	刖
ɣuaʔ	8	5	頢
ȵuaʔ	8	5	妠
xie	1	334	苛
tie	1	334	爹
tsie	1	334	嗟
tsʰie	1	334	□[石虘]𥕑[石虘]
sie	1	334	些
t∫ie	1	334	遮[實際音]
t∫ʰie	1	334	車[實際音]
ɦie	2	113	耶
mie	2	113	□[口芋]𭇻[口芋]
nie	2	113	□[月吅里]𦡃[月吅里]
tsʰie	2	113	㚗
dzie	2	113	㚗
zie	2	113	衺
tsie	3	41	姐
tsʰie	3	41	且
sie	3	41	寫
ɦie	4	21	野
mie	4	21	乜
tie	4	21	哆
tsʰie	4	21	姐
dzie	4	21	姐
zie	4	21	灺
kʰie	5	55	㰤
tsie	5	55	唶
tsʰie	5	55	笡
sie	5	55	蝑
ɦie	6	11	夜
tsʰie	6	11	褯
dzie	6	11	褯
zie	6	11	謝
kien	1	334	甄堅[實際音]
kʰien	1	334	牽
ʔien	1	334	煙
xien	1	334	祆
pien	1	334	鞭
pʰien	1	334	篇
ʔwien	1	334	淵[實際音]
ɸien	1	334	萱[實際音]
tien	1	334	顛
tʰien	1	334	天
tsien	1	334	箋
tsʰien	1	334	千
sien	1	334	仙
t∫ien	1	334	餰
t∫ʰien	1	334	脠[實際音]
ȵien	1	334	拈[實際音]
kʰien	2	113	乾[實際音]
gien	2	113	乾[實際音]
ɣien	2	113	賢
ɦien	2	113	延
pʰien	2	113	便
bien	2	113	便
mien	2	113	眠
βien	2	113	懸[實際音]
ɦwien	2	113	員[實際音]
tʰien	2	113	田
dien	2	113	田
nien	2	113	年連[實際音]
tsʰien	2	113	前
dzien	2	113	前
zien	2	113	㳄
t∫ʰien	2	113	纏[實際音]
dʒien	2	113	纏[實際音]
ʒien	2	113	蟬
lien	2	113	蓮
ɹien	2	113	然
kien	3	41	繭
kʰien	3	41	遣
ʔien	3	41	蝘
xien	3	41	顯
pien	3	41	褊
pʰien	3	41	萹
ʔwien	3	41	遠[實際音]
tien	3	41	典
tʰien	3	41	腆
tsien	3	41	剪
tsʰien	3	41	淺
sien	3	41	獮
t∫ien	3	41	展[實際音]
ŋien	4	21	□[齒欠]𮯀[齒欠]
ɣien	4	21	峴
ɦien	4	21	演
mien	4	21	緬
tʰien	4	21	殄
dien	4	21	殄
nien	4	21	撚
tsʰien	4	21	踐
dzien	4	21	踐
zien	4	21	□[絲羨]𦆀[絲羨]
kien	5	55	見
kʰien	5	55	譴
ʔien	5	55	宴
xien	5	55	韅
pien	5	55	徧
pʰien	5	55	鶣
ʔwien	5	55	怨[實際音]
tien	5	55	殿
tʰien	5	55	瑱
tsien	5	55	箭
tsʰien	5	55	蒨
sien	5	55	霰
t∫ien	5	55	戰[實際音]
ŋien	6	11	硯
ɣien	6	11	見
ɦien	6	11	衍
pʰien	6	11	便
bien	6	11	便
mien	6	11	麫
tʰien	6	11	電
dien	6	11	電
nien	6	11	睍
tsʰien	6	11	賤
dzien	6	11	賤
zien	6	11	羨
lien	6	11	練
kyen	1	334	勬專[實際音]
kʰyen	1	334	弮
ʔyen	1	334	𡣬[娟]
xyen	1	334	暄
tsyen	1	334	鐫
tsʰyen	1	334	詮
syen	1	334	宣
t∫yen	1	334	□[九雚]𡰝[九雚]專
t∫ʰyen	1	334	猭穿
kʰyen	2	113	權
gyen	2	113	權
ŋyen	2	113	元
ɦyen	2	113	員
tsʰyen	2	113	全
dzyen	2	113	全
zyen	2	113	旋
t∫ʰyen	2	113	椽船
dʒyen	2	113	椽船
ʒyen	2	113	遄
lyen	2	113	攣
ɹyen	2	113	堧
kyen	3	41	卷
kʰyen	3	41	棬
ʔyen	3	41	宛
xyen	3	41	□[目恆]
tyen	3	41	典[實際音]
syen	3	41	選
t∫yen	3	41	轉剸
t∫ʰyen	3	41	腞舛
kʰyen	4	21	圈
gyen	4	21	圈
ŋyen	4	21	阮
ɦyen	4	21	遠
t∫ʰyen	4	21	篆
dʒyen	4	21	篆
ʒyen	4	21	膞
ȵyen	4	21	䞂
lyen	4	21	臠
ɹyen	4	21	輭
kyen	5	55	眷
kʰyen	5	55	□[祟巴]𥛁[祟巴]
ʔyen	5	55	怨
xyen	5	55	楦
tsyen	5	55	恮
tsʰyen	5	55	縓
t∫yen	5	55	囀剸
t∫ʰyen	5	55	猭釧
∫yen	5	55	縳
kʰyen	6	11	倦
gyen	6	11	倦
ŋyen	6	11	願
ɦyen	6	11	瑗
tsʰyen	6	11	泉
dzyen	6	11	泉
t∫ʰyen	6	11	傳
dʒyen	6	11	傳
ʒyen	6	11	□[扌十日山]𢰁[扌十日山]
lyen	6	11	戀
ɹyen	6	11	□[田耎]𤲬[田耎]
keʔ	7	4	裓扢
kʰeʔ	7	4	刻
ʔeʔ	7	4	餩
xeʔ	7	4	黑
peʔ	7	4	北
pʰeʔ	7	4	覆
teʔ	7	4	德
tʰeʔ	7	4	忒
tseʔ	7	4	則
tsʰeʔ	7	4	墄
seʔ	7	4	塞
ŋeʔ	8	5	□[牙豈]𤘑[牙豈]
ɣeʔ	8	5	劾麧
pʰeʔ	8	5	菔
beʔ	8	5	菔
meʔ	8	5	墨
tʰeʔ	8	5	特
deʔ	8	5	特
neʔ	8	5	䘅
tsʰeʔ	8	5	賊
dzeʔ	8	5	賊
kieʔ	7	4	結孑
kʰieʔ	7	4	猰朅
ʔieʔ	7	4	噎䋵
xieʔ	7	4	娎□[大旨]𡘐[大旨]
pieʔ	7	4	鷩䇷
pʰieʔ	7	4	撆
tieʔ	7	4	窒
tʰieʔ	7	4	鐵
tsieʔ	7	4	節
tsʰieʔ	7	4	切
sieʔ	7	4	屑
t∫ieʔ	7	4	哲折[實際音]晢
t∫ʰieʔ	7	4	屮掣
∫ieʔ	7	4	設
kʰieʔ	8	5	傑
gieʔ	8	5	傑
ŋieʔ	8	5	齧孽
ɣieʔ	8	5	纈紇
ɦieʔ	8	5	枻
pʰieʔ	8	5	蹩別
bieʔ	8	5	蹩別
mieʔ	8	5	蔑
tʰieʔ	8	5	姪
