id	ini	fn	pt	单字	IPA	注释
1	t	ɔ	55	多	tɔ55	多少，多数
2	tʰ	ɔ	55	拖	tʰɔ55	拖车，（拉，拉长），吐舌头是否说拖，拖鞋，拖拉机
3	tʰ	a	55	他	tʰa55	其他
4	tʰ	ɔ	21	駝	tʰɔ21	驼背，骆驼
5	tʰ	ɔ	21	舵	tʰɔ21	船舵，舵手
6	t	ai	22	大	tai22	大小，大学
7	l	a	13	哪	la13	哪里，哪吒
8	l	a	13	那	la13	那里
9	l	ɔ	21	羅	lɔ21	姓
10	l	ɔ	21	鑼	lɔ21	锣鼓
11	l	ɔ	21	籮	lɔ21	箩筐，装稻谷用
12	l	ɔ	21	蘿	lɔ21	萝卜
13	ts	ɔ	35	左	tsɔ35	左手，左右
14	ts	ɔ	22	佐	tsɔ22	辅佐，佐料
16	k	ɔ	55	歌	kɔ55	唱歌，歌曲
17	k	ɔ	55	哥	kɔ55	哥哥，老哥，哥们儿
18	k	ɔ	33	個	kɔ33	一个，这个。个人，个体户。
19	h	ɔ	35	可	hɔ35	可以，许可证
20	ŋ	ɔ	21	蛾	ŋɔ21	飞蛾，夏天晚上集中到亮处的动物，似蝴蝶
21	ŋ	ɔ	21	鵝	ŋɔ21	一种家禽
22	ŋ	ɔ	21	俄	ŋɔ21	俄国，苏俄
23	ŋ	ɔ	13	我	ŋɔ13	注意文白读
24	ŋ	ɔ	22	餓	ŋɔ22	肚子饿，饿他一顿，饿肚子
25	h	ɔ	21	荷	hɔ21	薄荷（有两种，做菜用、药用）
26	h	ɔ	21	何	hɔ21	姓，哪里
27	h	ɔ	21	河	hɔ21	一条河，黄河
28	h	ɔ	21	荷	hɔ21	荷花
29	h	ɔ	21	荷	hɔ21	挑担
30	h	ɔ	22	賀	hɔ22	姓，祝贺
31		ɔ	55	阿	ʔɔ55	阿胶，阿弥陀佛
32	kʰ	ɛ	35	茄	kʰɛ35	茄子
33	p	ɔ	55	波	pɔ55	波浪，风波
34	p	ɔ	55	菠	pɔ55	菠菜
35	p	ui	33	簸	pui33	簸一簸
36	p	ei	55	跛	pei55	跛足
37	p	ɔ	33	播	pɔ33	传播，播种
38	pʰ	ɔ	35	頗	pʰɔ35	颇有心得，偏颇，廉颇
39	p	ɔ	55	坡	pɔ55	山坡，山体滑坡
40	p	ɔ	55	玻	pɔ55	玻璃
41	pʰ	ɔ	33	破	pʰɔ33	东西破了，破鱼肚，破坏
42	pʰ	ɔ	21	婆	pʰɔ21	外婆，老太婆
43	p	ɔk	22	薄	pɔk2	薄菏（有两种，做菜用、药用）
44	m	ɔ	55	魔	mɔ55	魔鬼，魔术
45	m	ɔ	21	磨	mɔ21	磨刀，磨墨
46	m	ɔ	55	摩	mɔ55	摩擦，按摩
47	m	ɔ	22	磨	mɔ22	石磨，磨豆腐
48	t	ɔ	35	朵	tɔ35	一朵花
49	t	ɔ	35	躲	tɔ35	躲起来，躲避
50	t	œk	53	剁	tœk53	用刀向下砍
51	tʰ	ɔ	13	妥	tʰɔ13	妥当，妥协
52	tʰ	ɔ	13	橢	tʰɔ13	橢圆
53	s	oi	21	唾	soi21	唾液（吐出来的口水）唾沫
54	l	ɔ	22	糯	lɔ22	糯米
55	l	ɔ	21	螺	lɔ21	螺蛳
56	l	ɔ	21	腡	lɔ21	手指纹，圆的
57	l	ɔ	53	囉	lɔ53	啰唆
58	tsʰ	ɔ	33	銼	tsʰɔ33	锉刀，木锉
59	ts	ɔ	22	坐	tsɔ22	坐下来，请坐
60	ts	ɔ	22	座	tsɔ22	座位，上座
61	s	ɔ	55	蓑	sɔ55	蓑衣
62	s	ɔ	55	梭	sɔ55	织布梭
63	s	ɔ	55	唆	sɔ55	啰唆，唆使
64	s	ɔ	35	鎖	sɔ35	一把锁，锁匙
65	s	ɔ	35	瑣	sɔ35	琐碎，烦琐
66	v	ɔ	55	鍋	vɔ55	砂锅，锅铲
67	kʰ	ɔ	55	戈	kʰɔ55	大动干戈
68	k	uɔ	35	果	kuɔ35	水果，果冻
69	k	uɔ	35	裹	kuɔ35	包裹，裹东西（如棕子）
70	k	uɔ	33	過	kuɔ33	过去（走过去，从前）
71	f	ɔ	55	科	fɔ55	文科，科学
72	pʰ	ɔ	55	棵	pʰɔ55	一棵，棵子（植物的梗子，根茎）
73	f	ɔ	35	顆	fɔ35	一颗珍珠，颗粒
74	f	ɔ	33	課	fɔ33	上课，课文
75	ŋ	ɔ	22	訛	ŋɔ22	讹诈，讹传，以讹传讹
76	ŋ	ɔ	22	卧	ŋɔ22	卧倒，卧铺，卧薪尝胆
77	f	ɔ	35	火	fɔ35	着火，火车，火神庙
78	f	ɔ	35	夥	fɔ35	伙计（店里打杂工的），合伙
79	f	ɔ	35	伙	fɔ35	伙食
80	f	ɔ	33	貨	fɔ33	到货，货车，百货商店
81	v	ɔ	21	和	vɔ21	我和你,和牌，和平
82	v	ɔ	21	禾	vɔ21	水稻
83	v	ɔ	22	禍	vɔ22	闯祸，祸害
85	v	ɔ	55	倭	vɔ55	倭寇
86	v	ɔ	55	窩	vɔ55	窝藏，窝囊，窝火
88	p	ai	55	瘸	pai55	瘸手，瘸腿
89	h	œ	55	靴	hœ55	靴子，皮靴
90	p	a	55	巴	pa55	巴掌，巴结，巴黎
91	p	a	55	芭	pa55	芭蕉，芭蕾
92	p	a	55	疤	pa55	结疤，伤疤
93	p	a	35	把	pa35	把握，一把刀，把脉，抓一把
94	p	a	33	垻	pa33	平地
95	p	a	33	壩	pa33	大坝，堤坝
96	p	a	55	爸	pa55	父亲
97	pʰ	a	33	怕	pʰa33	害怕，怕生
98	pʰ	a	21	爬	pʰa21	爬树，爬行动物
99	pʰ	a	21	琶	pʰa21	琵琶
100	pʰ	a	21	杷	pʰa21	枇杷
101	pʰ	a	21	耙	pʰa21	犁耙，用牛拉的碎土工具
102	m	a	21	麻	ma21	麻袋，天麻
103	m	ɔ	55	蟆	mɔ55	蛤蟆（青蛙、蛙类、蝌蚪），癞蛤蟆
104	m	a	55	媽	ma55	妈妈，后妈
105	m	a	21	痲	ma21	痳疹，痳疯
106	m	a	13	馬	ma13	骑马，马后砲，马虎
107	m	a	13	碼	ma13	码头，筹码
108	m	a	22	駡	ma22	骂人，咒骂
109	l	a	21	拿	la21	拿不出手，拿手，拿东西，推拿
110	tsʰ	a	21	茶	tsʰa21	茶叶，喝茶
111	tsʰ	a	21	搽	tsʰa21	搽药，搽雪花膏
112	ts	a	55	楂	tsa55	山楂
114	ts	a	33	詐	tsa33	诈骗，敲诈
115	ts	a	33	榨	tsa33	榨油，榨菜，压榨
116	ts	a	33	炸	tsa33	轰炸，炸弹
117	tsʰ	a	55	叉	tsʰa55	鱼叉，叉腰
118	tsʰ	a	55	杈	tsʰa55	枝杈
119	tsʰ	a	55	差	tsʰa55	差别，时差，好的差的
120	tsʰ	a	55	岔	tsʰa55	三岔路口，《三岔口》（京剧）
121	tsʰ	a	21	查	tsʰa21	调查，查帐
122	s	a	55	沙	sa55	黄沙，泥沙，沙漠
123	s	a	55	紗	sa55	纱布，棉纱
124	s	a	55	痧	sa55	夏天中暑，刮痧
125	s	a	55	砂	sa55	朱砂，铁砂，砂纸
126	s	a	35	灑	sa35	洒水
127	k	a	55	家	ka55	成家，家教，老家
128	k	a	55	加	ka55	加法，加工，加油
129	k	a	55	痂	ka55	结痂，痂皮
130	k	a	55	嘉	ka55	嘉宾，嘉兴，嘉峪关
131	k	a	55	傢	ka55	傢伙，傢什（工匠用的），傢具
132	k	a	35	假	ka35	真假
133	k	a	35	賈	ka35	姓，贾宝玉
134	k	a	33	假	ka33	放假，假期
135	k	a	33	架	ka33	衣架，脚手架，摆架子
136	k	a	33	駕	ka33	驾驶，大驾光临
137	k	a	33	嫁	ka33	出嫁，嫁女儿
138	k	a	33	價	ka33	价钱，价值
139	ŋ	a	21	牙	ŋa21	牙齿，刷牙
140	ŋ	a	21	芽	ŋa21	豆芽
142	ŋ	a	21	蚜	ŋa21	蚜虫（木虱,生在豆类、棉花、稻等幼苗上）
143	ŋ	a	13	雅	ŋa13	文雅，雅座
144	h	a	55	蝦	ha55	鱼虾，虾公
145	h	a	55	?	ha55	虾腰，背虾起
146	h	ak	33	嚇	hak3	恐吓
147	h	a	21	霞	ha21	朝霞，晚霞，人名用字
148	h	a	21	瑕	ha21	瑕疵
149	h	a	55	蝦	ha55	鱼虾
150	h	a	22	下	ha22	下降
151	h	a	22	厦	ha22	高楼大厦
152	h	a	22	厦	ha22	姓
153	h	a	22	下	ha22	下面
154	h	a	22	夏	ha22	春夏，立夏
156	ʔ	a	55	鴉	ʔa55	老鸦，乌鸦
157		a	55	丫	ʔa55	丫头
158	ʔ	a	55	椏	ʔa55	桠杈
159	ʔ	a	35	啞	ʔa35	哑巴，聋哑
160	ʔ	a	33	亞	ʔa33	亚洲，亚军，东亚
161	ts	ɛ	35	姐	tsɛ35	姐姐，小姐
162	ts	ɛ	33	借	tsɛ33	借钱
163	s	ɛ	35	且	sɛ35	而且，况且
164	ts	ek	22	藉	tsek2	藉故，藉口
165	ts	ek	22	褯	tsek2	褯子（小儿尿布，或包裹婴儿的衣被）
166	s	ɛ	55	些	sɛ55	一些
167	s	ɛ	35	寫	sɛ35	写字，写信
168	s	ɛ	33	瀉	sɛ33	腹泻，泻肚子
169	s	ɛ	33	卸	sɛ33	装卸，卸货
170	tsʰ	ɛ	21	邪	tsʰɛ21	邪气，邪门歪道
171	tsʰ	ɛ	21	斜	tsʰɛ21	不正
172	ts	ɛ	22	謝	tsɛ22	谢谢，姓
173	t	ɛ	55	爹	tɛ55	父亲
174	ts	ɛ	55	遮	tsɛ55	遮住，遮挡
175	ts	ɛ	35	者	tsɛ35	记者，作者，之乎者也。
176	ts	ɛ	33	蔗	tsɛ33	甘蔗，蔗糖
177	tsʰ	ɛ	55	車	tsʰɛ55	火车
178	tsʰ	ɛ	35	扯	tsʰɛ35	拉扯，扯钻
179	s	ɛ	21	蛇	sɛ21	一条蛇
180	s	ɛ	22	射	sɛ22	发射，射箭
181	s	ɛ	22	麝	sɛ22	麝香
182	tsʰ	ɛ	55	賒	tsʰɛ55	赊帐
183	tsʰ	ɛ	55	奢	tsʰɛ55	奢侈
184	s	ɛ	35	捨	sɛ35	舍不得，割舍
185	s	ɛ	33	赦	sɛ33	大赦，十恶不赦，赦免
186	s	ɛ	33	舍	sɛ33	宿舍
187	s	ɛ	21	佘	sɛ21	姓，佘太君
188	s	ɛ	13	社	sɛ13	公社，社会
189	j	ɛ	35	惹	jɛ35	招惹，小孩惹事，传染
190	j	ɛ	21	耶	jɛ21	耶酥
191	j	ɛ	21	爺	jɛ21	爷爷，父亲
192	j	ɛ	21	椰	jɛ21	椰子
193	j	a	13	也	ja13	之乎者也，也是
194	j	ɛ	13	野	jɛ13	野兔
195	j	ɛ	22	夜	jɛ22	走夜路，夜班，夜晚
196	s	ɔ	21	傻	sɔ21	傻瓜
197	s	a	35	耍	sa35	玩耍，耍人
199	v	ɔ	55	蝸	vɔ55	蜗牛
200	k	ua	35	寡	kua35	寡妇，守寡
201	k	ua	35	剮	kua35	千刀万剐
202	kʰ	ua	55	誇	kʰua55	夸奖，夸张
203	kʰ	ua	55	垮	kʰua55	垮台
204	kʰ	ua	55	跨	kʰua55	跨过障碍物，跨步，跨度
205	ŋ	a	13	瓦	ŋa13	名词，瓦片
206	f	a	55	花	fa55	一朵花，开花
207	f	a	33	化	fa33	变化
208	v	a	21	華	va21	中华
209	v	ak	22	划	vak2	划船
210	v	a	21	華	va21	华山，姓
211	v	a	55	蛙	va55	青蛙，蛙跳，蛙泳
212	v	a	55	窪	va55	洼地，低洼
213	p	ɐu	35	補	pɐu35	补衣服
