音标	调类	调值	辖字
tɕɔŋ	1	334	張[實際音]
tɕʰɔŋ	1	334	昌[實際音]
tsɔŋ	1	334	臧
tsʰɔŋ	1	334	倉
sɔŋ	1	334	桑
tʂɔŋ	1	334	章[實際音]
tʂʰɔŋ	1	334	昌[實際音]
ʂɔŋ	1	334	商[實際音]
ŋɔŋ	2	113	卬
ɣɔŋ	2	113	航
pʰɔŋ	2	113	傍
bɔŋ	2	113	傍
mɔŋ	2	113	茫
βɔŋ	2	113	房
ɦwɔŋ	2	113	王
tʰɔŋ	2	113	堂
dɔŋ	2	113	堂
nɔŋ	2	113	唐
tɕʰɔŋ	2	113	長[實際音]
dʑɔŋ	2	113	長[實際音]
ȵɔŋ	2	113	娘[實際音]
tsʰɔŋ	2	113	藏
dzɔŋ	2	113	藏
ʐɔŋ	2	113	裳[實際音]
lɔŋ	2	113	郎
ɻɔŋ	2	113	穰[實際音]
kɔŋ	3	41	䴚
kʰɔŋ	3	41	慷
ʔɔŋ	3	41	坱
xɔŋ	3	41	汻
pɔŋ	3	41	榜
pʰɔŋ	3	41	髈
ʔwɔŋ	3	41	徃[實際音]往[實際音]
tɔŋ	3	41	黨
tʰɔŋ	3	41	矘
tɕɔŋ	3	41	長[實際音]
tɕʰɔŋ	3	41	昶[實際音]
tsɔŋ	3	41	駔
tsʰɔŋ	3	41	蒼
sɔŋ	3	41	顙
ŋɔŋ	4	21	駠
ɣɔŋ	4	21	沆
mɔŋ	4	21	莽
tʰɔŋ	4	21	蕩
dɔŋ	4	21	蕩
nɔŋ	4	21	曩
tɕʰɔŋ	4	21	丈[實際音]
dʑɔŋ	4	21	丈[實際音]
tsʰɔŋ	4	21	奘
dzɔŋ	4	21	奘
lɔŋ	4	21	朗
kɔŋ	5	55	鋼
kʰɔŋ	5	55	抗
ʔɔŋ	5	55	盎
pɔŋ	5	55	螃
pʰɔŋ	5	55	□[月放]𦜍[月放]
ʔwɔŋ	5	55	望
tɔŋ	5	55	讜
tʰɔŋ	5	55	儻
tɕɔŋ	5	55	帳[實際音]
tɕʰɔŋ	5	55	悵[實際音]
tsɔŋ	5	55	葬
tsʰɔŋ	5	55	䅮
sɔŋ	5	55	喪
ŋɔŋ	6	11	枊
ɣɔŋ	6	11	吭
pʰɔŋ	6	11	傍
bɔŋ	6	11	傍
mɔŋ	6	11	漭
tʰɔŋ	6	11	宕
dɔŋ	6	11	宕
nɔŋ	6	11	儾
tɕʰɔŋ	6	11	仗[實際音]
dʑɔŋ	6	11	仗[實際音]
ȵɔŋ	6	11	釀
tsʰɔŋ	6	11	藏
dzɔŋ	6	11	藏
lɔŋ	6	11	浪
kok	7	4	各
kʰok	7	4	恪
ʔok	7	4	惡
xok	7	4	□[月寉]𦞦[月寉]
pok	7	4	博
pʰok	7	4	□[革頁]𩔈[革頁]
tok	7	4	沰
tʰok	7	4	託
tɕok	7	4	芍
tɕʰok	7	4	□[召比]
tsok	7	4	作
tsʰok	7	4	錯
sok	7	4	索
ŋok	8	5	咢
ɣok	8	5	涸
pʰok	8	5	泊
bok	8	5	泊
mok	8	5	莫
tʰok	8	5	鐸
dok	8	5	鐸
nok	8	5	諾
tɕʰok	8	5	著
dʑok	8	5	著
ȵok	8	5	逽
tsʰok	8	5	昨
dzok	8	5	昨
lok	8	5	落
kuŋ	1	334	公
kʰuŋ	1	334	空
ʔuŋ	1	334	翁
xuŋ	1	334	烘
pʰuŋ	1	334	□[彳夅]𢓤[彳夅]
tuŋ	1	334	東
tʰuŋ	1	334	通
tɕuŋ	1	334	中[實際音]
tɕʰuŋ	1	334	踵[實際音]
tsuŋ	1	334	葼
tsʰuŋ	1	334	悤
suŋ	1	334	檧
tʂuŋ	1	334	鐘[實際音]
tʂʰuŋ	1	334	衝[實際音]
ʂuŋ	1	334	舂[實際音]
guŋ	2	113	□[丸頁]𩑖[丸頁]
ŋuŋ	2	113	㟅
ɣuŋ	2	113	洪
pʰuŋ	2	113	蓬
buŋ	2	113	蓬
muŋ	2	113	蒙
tʰuŋ	2	113	同
duŋ	2	113	同
nuŋ	2	113	齈
tɕʰuŋ	2	113	重[實際音]
dʑuŋ	2	113	重[實際音]
ȵuŋ	2	113	醲
tsʰuŋ	2	113	叢
dzuŋ	2	113	叢
tʂʰuŋ	2	113	崇[實際音]蟲[實際音]
dʐuŋ	2	113	崇[實際音]蟲[實際音]
ʐuŋ	2	113	鱅[實際音]
luŋ	2	113	籠
ɻuŋ	2	113	戎
kuŋ	3	41	□[革貢]𩌌[革貢]
kʰuŋ	3	41	孔
ʔuŋ	3	41	蓊
xuŋ	3	41	嗊
puŋ	3	41	琫
tuŋ	3	41	董
tʰuŋ	3	41	侗
tsuŋ	3	41	總
suŋ	3	41	□[甬攵]
ŋuŋ	4	21	湡
ɣuŋ	4	21	澒
pʰuŋ	4	21	菶
buŋ	4	21	菶
muŋ	4	21	蠓
tʰuŋ	4	21	動
duŋ	4	21	動
tsʰuŋ	4	21	嵸
dzuŋ	4	21	嵸
luŋ	4	21	贚
kuŋ	5	55	贡
kʰuŋ	5	55	控
ʔuŋ	5	55	瓮
xuŋ	5	55	烘
tuŋ	5	55	凍
tʰuŋ	5	55	痛
tɕuŋ	5	55	仲[實際音]
tsuŋ	5	55	糉
tsʰuŋ	5	55	謥
suŋ	5	55	送
ɣuŋ	6	11	哄
pʰuŋ	6	11	□[木蓬]𣟀[木蓬]
buŋ	6	11	□[木蓬]𣟀[木蓬]
muŋ	6	11	懞
tʰuŋ	6	11	洞
duŋ	6	11	洞
nuŋ	6	11	齈
tsʰuŋ	6	11	□[聚攴]𣀒[聚攴]
dzuŋ	6	11	□[聚攴]𣀒[聚攴]
luŋ	6	11	弄
kuk	7	4	穀
kʰuk	7	4	哭
ʔuk	7	4	屋
xuk	7	4	□[吉殳]𭮪[吉殳]
puk	7	4	卜
pʰuk	7	4	扑
tuk	7	4	豰篤
tʰuk	7	4	禿
tɕuk	7	4	竹[實際音]
tsuk	7	4	簇
tsʰuk	7	4	瘯
suk	7	4	速
ŋuk	8	5	㹊
ɣuk	8	5	□[索殳]𭮹[索殳]
pʰuk	8	5	僕
buk	8	5	僕
muk	8	5	木
tʰuk	8	5	獨
duk	8	5	獨
nuk	8	5	耨
tsʰuk	8	5	族
dzuk	8	5	族
luk	8	5	祿
ɻuk	8	5	辱
kɔʊ	1	334	高
kʰɔʊ	1	334	尻
ʔɔʊ	1	334	熝
xɔʊ	1	334	蒿
pɔʊ	1	334	褒
pʰɔʊ	1	334	㯱
tɔʊ	1	334	刀
tʰɔʊ	1	334	饕
tɕɔʊ	1	334	昭[實際音]
tɕʰɔʊ	1	334	超[實際音]
tsɔʊ	1	334	糟
tsʰɔʊ	1	334	操
sɔʊ	1	334	騷
tʂɔʊ	1	334	昭[實際音]
ʂɔʊ	1	334	燒[實際音]
ŋɔʊ	2	113	敖
ɣɔʊ	2	113	豪
pʰɔʊ	2	113	袍
bɔʊ	2	113	袍
mɔʊ	2	113	毛
tʰɔʊ	2	113	陶
dɔʊ	2	113	陶
nɔʊ	2	113	猱劳[實際音]
tɕʰɔʊ	2	113	潮[實際音]
dʑɔʊ	2	113	潮[實際音]
tsʰɔʊ	2	113	曹
dzɔʊ	2	113	曹
ʐɔʊ	2	113	韶[實際音]
lɔʊ	2	113	勞[實際音]
ɻɔʊ	2	113	饒[實際音]
kɔʊ	3	41	暠稿[實際音]
kʰɔʊ	3	41	考
ʔɔʊ	3	41	襖
xɔʊ	3	41	好
pɔʊ	3	41	寶
pʰɔʊ	3	41	皫
tɔʊ	3	41	倒
tʰɔʊ	3	41	討
tɕɔʊ	3	41	沼[實際音]
tsɔʊ	3	41	早
tsʰɔʊ	3	41	草
sɔʊ	3	41	㛮
ŋɔʊ	4	21	□[艸午頁]𦽀[艸午頁]
ɣɔʊ	4	21	皓
pʰɔʊ	4	21	抱
bɔʊ	4	21	抱
mɔʊ	4	21	蓩
tʰɔʊ	4	21	道
dɔʊ	4	21	道
nɔʊ	4	21	懊
tsʰɔʊ	4	21	皁
dzɔʊ	4	21	皁
lɔʊ	4	21	老
kɔʊ	5	55	誥
kʰɔʊ	5	55	鎬
ʔɔʊ	5	55	奧
xɔʊ	5	55	耗
pɔʊ	5	55	報
pʰɔʊ	5	55	犥
tɔʊ	5	55	到
tʰɔʊ	5	55	韜
tsɔʊ	5	55	竈
tsʰɔʊ	5	55	操
sɔʊ	5	55	喿
kʰɔʊ	6	11	櫭
gɔʊ	6	11	櫭
ŋɔʊ	6	11	傲
ɣɔʊ	6	11	号
pʰɔʊ	6	11	暴
bɔʊ	6	11	暴
mɔʊ	6	11	□[忄冒]𢝌[忄冒]
tʰɔʊ	6	11	導
dɔʊ	6	11	導
nɔʊ	6	11	腝
tsʰɔʊ	6	11	漕
dzɔʊ	6	11	漕
lɔʊ	6	11	嫪
kuən	1	334	昆胘[實際音]
kʰuən	1	334	坤
ʔuən	1	334	昷
xuən	1	334	昏
puən	1	334	奔
pʰuən	1	334	濆
ʔwuən	1	334	贇[實際音]
ɸuən	1	334	薰[實際音]
tuən	1	334	敦
tʰuən	1	334	㬿吞[實際音]
tɕuən	1	334	貞[實際音]
tsuən	1	334	尊
tsʰuən	1	334	村
suən	1	334	孫
ŋuən	2	113	㑮
ɣuən	2	113	魂
ɦuən	2	113	文[實際音]
pʰuən	2	113	盆
buən	2	113	门
tʰuən	2	113	屯
duən	2	113	屯
nuən	2	113	黁能[實際音]
tsʰuən	2	113	存
dzuən	2	113	存
luən	2	113	論
kuən	3	41	鯀
kʰuən	3	41	閫
ʔuən	3	41	穩
xuən	3	41	□[糹㤻]𦃕[糹㤻]
puən	3	41	本
pʰuən	3	41	翉
ʔwuən	3	41	永[實際音]
tuən	3	41	崸
tʰuən	3	41	畽
tsuən	3	41	□[尊刂]𠟃[尊刂]
tsʰuən	3	41	忖
suən	3	41	損
ɣuən	4	21	混
pʰuən	4	21	獖
buən	4	21	獖
muən	4	21	懣
tʰuən	4	21	囤
duən	4	21	囤
nuən	4	21	㶧
tsʰuən	4	21	鱒
dzuən	4	21	鱒
luən	4	21	㤻
kuən	5	55	㫻
kʰuən	5	55	困
ʔuən	5	55	揾
xuən	5	55	惛
puən	5	55	奔
pʰuən	5	55	噴
ʔwuən	5	55	詠[實際音]
tuən	5	55	頓
tʰuən	5	55	□[黑享]𪑒[黑享]
tsuən	5	55	焌
tsʰuən	5	55	寸
suən	5	55	巽
ŋuən	6	11	顐
ɣuən	6	11	慁
pʰuən	6	11	坌
buən	6	11	坌
muən	6	11	悶
tʰuən	6	11	鈍
duən	6	11	鈍
nuən	6	11	嫩
tsʰuən	6	11	罇
dzuən	6	11	罇
luən	6	11	輪
kuət	7	4	骨
kʰuət	7	4	窟
ʔuət	7	4	□[殳頁]𩑦[殳頁]
xuət	7	4	忽
puət	7	4	不
pʰuət	7	4	䪬
ʔwuət	7	4	入[實際音]
tuət	7	4	咄
tʰuət	7	4	宊
tsuət	7	4	卒
tsʰuət	7	4	猝
suət	7	4	窣
ŋuət	8	5	兀
ɣuət	8	5	搰
pʰuət	8	5	勃
buət	8	5	勃
muət	8	5	沒
tʰuət	8	5	突
duət	8	5	突
nuət	8	5	訥
tsʰuət	8	5	椊
dzuət	8	5	椊
luət	8	5	□[束犮]
kiɔʊ	1	334	驕
kʰiɔʊ	1	334	趫
ʔiɔʊ	1	334	妖
xiɔʊ	1	334	嚻
piɔʊ	1	334	鑣
tiɔʊ	1	334	貂[實際音]
tʰiɔʊ	1	334	挑[實際音]
tɕiɔʊ	1	334	朝
tɕʰiɔʊ	1	334	超
tsiɔʊ	1	334	焦[實際音]
siɔʊ	1	334	蕭
tʂiɔʊ	1	334	昭
tʂʰiɔʊ	1	334	怊
ʂiɔʊ	1	334	燒
kʰiɔʊ	2	113	喬
giɔʊ	2	113	喬
ɣiɔʊ	2	113	爻[實際音]
ɦiɔʊ	2	113	遙
pʰiɔʊ	2	113	漉
biɔʊ	2	113	漉
miɔʊ	2	113	苗
tʰiɔʊ	2	113	迢[實際音]
diɔʊ	2	113	迢[實際音]
niɔʊ	2	113	嬈[實際音]
tɕʰiɔʊ	2	113	鼂
dʑiɔʊ	2	113	鼂
tsʰiɔʊ	2	113	樵[實際音]
dziɔʊ	2	113	樵[實際音]
tʂʰiɔʊ	2	113	潮[實際音]
dʐiɔʊ	2	113	潮[實際音]
ʐiɔʊ	2	113	韶
liɔʊ	2	113	燎
ɻiɔʊ	2	113	饒
kiɔʊ	3	41	矯
kʰiɔʊ	3	41	槁
ʔiɔʊ	3	41	夭
piɔʊ	3	41	表
pʰiɔʊ	3	41	麃
tɕʰiɔʊ	3	41	巐
tsiɔʊ	3	41	勦[實際音]
siɔʊ	3	41	小[實際音]
tʂiɔʊ	3	41	沼
tʂʰiɔʊ	3	41	□[來酋]
ʂiɔʊ	3	41	少
kʰiɔʊ	4	21	□[長喬]𨲭[長喬]
giɔʊ	4	21	□[長喬]𨲭[長喬]
pʰiɔʊ	4	21	藨
biɔʊ	4	21	藨
tɕʰiɔʊ	4	21	肇
dʑiɔʊ	4	21	肇
ʐiɔʊ	4	21	紹
liɔʊ	4	21	繚
ɻiɔʊ	4	21	擾
kiɔʊ	5	55	驕
kʰiɔʊ	5	55	趫
piɔʊ	5	55	裱
tiɔʊ	5	55	吊[實際音]
tʰiɔʊ	5	55	糶[實際音]
tɕʰiɔʊ	5	55	超
tsiɔʊ	5	55	醮
siɔʊ	5	55	笑
tʂiɔʊ	5	55	昭
tʂʰiɔʊ	5	55	覞
ʂiɔʊ	5	55	少
kʰiɔʊ	6	11	嶠
giɔʊ	6	11	嶠
ŋiɔʊ	6	11	□[虛亢]𧇠[虛亢]
miɔʊ	6	11	廟
tʰiɔʊ	6	11	籊[實際音]
diɔʊ	6	11	籊[實際音]
niɔʊ	6	11	尿[實際音]
tɕʰiɔʊ	6	11	召
dʑiɔʊ	6	11	召
ʐiɔʊ	6	11	邵
liɔʊ	6	11	尞
ɻiɔʊ	6	11	饒
ki	1	334	饑
kʰi	1	334	㩻欺[實際音]
ʔi	1	334	醫
xi	1	334	□[扌羲]𢸤[扌羲]
pi	1	334	卑[實際音]
pʰi	1	334	鈹批[實際音]
ʔwi	1	334	威[實際音]
ɸi	1	334	霏[實際音]
ti	1	334	低[實際音]
tʰi	1	334	梯[實際音]
tɕi	1	334	知
tɕʰi	1	334	絺
tsi	1	334	躋[實際音]
tsʰi	1	334	妻[實際音]
si	1	334	西[實際音]
tʂi	1	334	支
tʂʰi	1	334	鴟
ʂi	1	334	詩
kʰi	2	113	奇
gi	2	113	奇
ŋi	2	113	狋誼[實際音]
ɣi	2	113	奚[實際音]攜[實際音]
ɦi	2	113	移
pʰi	2	113	皮
bi	2	113	皮
mi	2	113	迷[實際音]
βi	2	113	誰[實際音]
tʰi	2	113	題[實際音]
di	2	113	題[實際音]
ni	2	113	泥[實際音]離[實際音]
tɕʰi	2	113	馳
dʑi	2	113	馳
ȵi	2	113	尼
tsʰi	2	113	齊[實際音]
dzi	2	113	齊[實際音]
tʂʰi	2	113	遲
dʐi	2	113	遲
ʐi	2	113	時
li	2	113	離
ɻi	2	113	而
ki	3	41	几
kʰi	3	41	起
ʔi	3	41	倚
xi	3	41	喜
pi	3	41	比[實際音]
tɕi	3	41	徵
tɕʰi	3	41	褫
tʂi	3	41	止
tʂʰi	3	41	齒
ʂi	3	41	始
kʰi	4	21	技
gi	4	21	技
ŋi	4	21	擬
ɦi	4	21	矣
mi	4	21	米[實際音]
tɕʰi	4	21	豸
dʑi	4	21	豸
ȵi	4	21	狔
tʂʰi	4	21	舓
dʐi	4	21	舓
ʐi	4	21	視
li	4	21	邐
ɻi	4	21	爾
ki	5	55	冀計[實際音]
kʰi	5	55	器
ʔi	5	55	懿
xi	5	55	戲
pi	5	55	賁
pʰi	5	55	帔
ti	5	55	帝[實際音]
tɕi	5	55	智
tɕʰi	5	55	杘
tʂi	5	55	志
tʂʰi	5	55	卶
ʂi	5	55	屍
kʰi	6	11	芰
gi	6	11	芰
ŋi	6	11	䰯
pʰi	6	11	備
bi	6	11	備
mi	6	11	縻
tɕʰi	6	11	緻
dʑi	6	11	緻
ȵi	6	11	膩
tʂʰi	6	11	示
dʐi	6	11	示
ʐi	6	11	嗜
li	6	11	吏
ɻi	6	11	二
kit	7	4	暨吉[實際音]
kʰit	7	4	乞
ʔit	7	4	乙
xit	7	4	肸
pit	7	4	筆
pʰit	7	4	拂
tit	7	4	的[實際音]
tɕit	7	4	窒
tɕʰit	7	4	抶
tsit	7	4	即[實際音]
tsʰit	7	4	七[實際音]
tʂit	7	4	質
tʂʰit	7	4	叱
ʂit	7	4	失
kʰit	8	5	姞
git	8	5	姞
ŋit	8	5	□[耳乚]𦔮[耳乚]
pʰit	8	5	弼
bit	8	5	弼
mit	8	5	密
tɕʰit	8	5	秩
dʑit	8	5	秩
ȵit	8	5	暱
tʂʰit	8	5	實
dʐit	8	5	實
lit	8	5	栗
ɻit	8	5	日
tsɿ	1	334	貲
tsʰɿ	1	334	雌
sɿ	1	334	思
tʂɿ	1	334	菑[實際音]之[實際音]
tʂʰɿ	1	334	差[實際音]
ʂɿ	1	334	師[實際音]施[實際音]
tsʰɿ	2	113	慈
dzɿ	2	113	慈
zɿ	2	113	詞
tʂʰɿ	2	113	茌[實際音]池[實際音]
dʐɿ	2	113	茌[實際音]池[實際音]
ʐɿ	2	113	時[實際音]
lɿ	2	113	離[實際音]
ɻɿ	2	113	兒[實際音]
tsɿ	3	41	姊
tsʰɿ	3	41	此
sɿ	3	41	呆[騃]騃
tsʰɿ	4	21	鮆
dzɿ	4	21	鮆
zɿ	4	21	似
tsɿ	5	55	恣
tsʰɿ	5	55	次
sɿ	5	55	四
tʂɿ	5	55	□[此衣，實際音]𧙁[此衣，實際音]
tʂʰɿ	5	55	廁[實際音]
ʂɿ	5	55	駛[實際音]
tsʰɿ	6	11	自
dzɿ	6	11	自
zɿ	6	11	寺
tʂɿt	7	4	櫛[實際音]
ʂɿt	7	4	瑟[實際音]
tʂʰɿt	8	5	㓼
dʐɿt	8	5	㓼
kyu	1	334	居
kʰyu	1	334	墟區[實際音]
ʔyu	1	334	於迂
xyu	1	334	虛
pyu	1	334	逋[實際音]
pʰyu	1	334	鋪[實際音]
ʔwyu	1	334	跗嗚[實際音]
ɸyu	1	334	敷
tyu	1	334	豬[實際音]
tɕyu	1	334	豬
tɕʰyu	1	334	攄
tsyu	1	334	且[實際音]
tsʰyu	1	334	疽[實際音]疸[實際音，可能為「疽」]
syu	1	334	胥[實際音]
tʂyu	1	334	諸朱[實際音]
tʂʰyu	1	334	樞[實際音]
ʂyu	1	334	書舒[實際音]
kʰyu	2	113	渠
gyu	2	113	渠
ŋyu	2	113	魚愚[實際音]
ɦyu	2	113	亐余[實際音]
pʰyu	2	113	蒲[實際音]
byu	2	113	蒲[實際音]
myu	2	113	模[實際音]
βyu	2	113	扶
ɦwyu	2	113	無巫[實際音]
tɕʰyu	2	113	除
dʑyu	2	113	除
ȵyu	2	113	袽
tsʰyu	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
dzyu	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
zyu	2	113	徐[實際音]
ʐyu	2	113	蜍殊[實際音]
lyu	2	113	驢
ɻyu	2	113	如
kyu	3	41	舉
kʰyu	3	41	去
ʔyu	3	41	□[扌於]𢮁[扌於]
xyu	3	41	許
pyu	3	41	補[實際音]
ʔwyu	3	41	甫
ɸyu	3	41	撫
tɕyu	3	41	貯
tɕʰyu	3	41	楮
tsyu	3	41	苴[實際音]
tsʰyu	3	41	跛[實際音]
syu	3	41	諝[實際音]
tʂyu	3	41	鬻
tʂʰyu	3	41	杵
ʂyu	3	41	暑
kʰyu	4	21	巨
gyu	4	21	巨
ŋyu	4	21	語
ɦyu	4	21	羽
βyu	4	21	父
ɦwyu	4	21	武
tɕʰyu	4	21	佇
dʑyu	4	21	佇
ȵyu	4	21	女
tsʰyu	4	21	咀[實際音]
dzyu	4	21	咀[實際音]
zyu	4	21	敘[實際音]
tʂʰyu	4	21	紓
dʐyu	4	21	紓
ʐyu	4	21	野
lyu	4	21	呂
ɻyu	4	21	汝
kyu	5	55	據
kʰyu	5	55	㰦
ʔyu	5	55	飫
xyu	5	55	噓
pyu	5	55	布[實際音]
ʔwyu	5	55	付
ɸyu	5	55	赴
tɕyu	5	55	著
tɕʰyu	5	55	絮
tsyu	5	55	怚[實際音]
tsʰyu	5	55	覷[實際音]
syu	5	55	絮[實際音]
tʂyu	5	55	翥
tʂʰyu	5	55	處
ʂyu	5	55	恕
kʰyu	6	11	遽
gyu	6	11	遽
ŋyu	6	11	御
ɦyu	6	11	芋
βyu	6	11	附
ɦwyu	6	11	務
tɕʰyu	6	11	箸
dʑyu	6	11	箸
ȵyu	6	11	女
tsʰyu	6	11	埾[實際音]
dzyu	6	11	埾[實際音]
zyu	6	11	屐[實際音，存疑]
ʐyu	6	11	署
lyu	6	11	慮
ɻyu	6	11	洳
kyuk	7	4	□[艸大車]𫈹[艸大車]
kʰyuk	7	4	曲
ʔyuk	7	4	郁
xyuk	7	4	旭
pyuk	7	4	不[實際音]
ʔwyuk	7	4	匚
