#調值	[1]213 [2]42 [3]55 [5]21		
47	yã	陽平42	園, 員, 袁, 源, 元, 原, 援, 緣, 轅, 圓, 猿, 垣
48	yã	上聲55	遠, 阮
49	yã	去聲21	院, 願, 怨
50	iẽ	陰平213	吟, 姻, 因, 陰, 音, 殷
51	iẽ	陽平42	寅, 銀, 淫
52	iẽ	上聲55	吟, 尹, 癮, 引, 飲, 隱
53	iẽ	去聲21	印, 窨, 飲
54	yẽ	陰平213	暈
55	yẽ	陽平42	芸, 云, 勻, 雲
56	yẽ	上聲55	允
57	yẽ	去聲21	韻, 熨, 孕, 運, 鄆, 潤, 閏
58	iɑŋ	陰平213	秧, 殃, 央
59	iɑŋ	陽平42	仰, 羊, 洋, 楊, 陽, 揚
60	iɑŋ	上聲55	癢, 仰, 養
61	iɑŋ	去聲21	恙, 樣
62	iɑŋ	輕聲	鴦
63	iŋ	陰平213	鷹, 英, 櫻, 嬰, 鸚, 鶯, 纓, 應
64	iŋ	陽平42	贏, 盈, 營, 凝, 蠅, 穎, 迎, 塋, 螢
65	iŋ	上聲55	影
66	iŋ	去聲21	應, 硬
67	iuŋ	陰平213	雍, 擁
68	iuŋ	上聲55	詠, 甬, 泳, 湧, 永, 勇, 踴
69	iuŋ	去聲21	傭, 用
70	pə	陰平213	播, 簸, 玻, 波, 勃, 粕, 撥, 菠, 剝, 博, 泊, 搏, 渤
71	pə	陽平42	箔, 鈸, 鵓, 駁, 薄, 脖, 笸
72	pə	去聲21	簸
73	pi	陰平213	屄
74	pi	陽平42	鼻, 荸, 逼
75	pi	上聲55	秕, 比, 鄙, 必
76	pi	去聲21	碧, 璧, 潷, 鄙, 避, 臂, 畢, 幣, 弊, 斃, 陛, 壁, 閉, 蔽, 敝, 篦, 闢
77	pu	陰平213	撥, 不
78	pu	陽平42	醭, 不
79	pu	上聲55	卜, 補, 鴇
80	pu	去聲21	布, 佈, 簿, 怖, 步, 部
81	pu	輕聲	埠
82	pa	陰平213	芭, 巴, 八, 疤, 扒, 剝, 吧
83	pa	陽平42	雹, 拔, 跋
84	pa	上聲55	把, 靶
85	pa	去聲21	壩, 霸, 欛, 罷, 垻, 爸, 耙
86	pa	輕聲	叭, 琶
87	piə	陰平213	鼈, 憋, 癟
88	piə	陽平42	別
89	piə	上聲55	蹩
90	piə	去聲21	別
91	pɛ	陰平213	伯
92	pɛ	陽平42	白, 別
93	pɛ	上聲55	擺
94	pɛ	去聲21	稗, 敗, 拜
95	pei	陰平213	卑, 筆, 擘, 彼, 泊, 柏, 百, 北, 碑, 杯, 悲, 伯
96	pei	陽平42	白, 帛
97	pei	去聲21	被, 臂, 背, 備, 倍, 輩, 貝
98	pei	輕聲	壁, 珀
99	pɔ	陰平213	包, 褒, 鮑, 雹
100	pɔ	上聲55	保, 寶, 鴇, 飽, 堡
101	pɔ	去聲21	暴, 瀑, 報, 抱, 豹, 趵, 飽, 爆
102	piɔ	陰平213	標, 臕, 彪
103	piɔ	上聲55	裱, 表, 錶
104	piɔ	去聲21	鰾
105	pã	陰平213	般, 扳, 班, 搬, 斑, 頒
106	pã	上聲55	板, 版
107	pã	去聲21	瓣, 柈, 絆, 辦, 半, 扮, 拌
108	piã	陰平213	邊, 蝙, 鞭, 編
109	piã	上聲55	貶, 匾, 扁
110	piã	去聲21	變, 遍, 辮, 辯, 辨, 便
111	pẽ	陰平213	奔, 錛
112	pẽ	陽平42	甭
113	pẽ	上聲55	本
114	pẽ	去聲21	逩, 笨
115	piẽ	陰平213	斌, 彬, 濱, 賓
116	piẽ	去聲21	殯, 鬢
117	pɑŋ	陰平213	幫, 梆, 邦
118	pɑŋ	上聲55	膀, 綁, 榜
119	pɑŋ	去聲21	謗, 磅, 棒, 蚌
120	pəŋ	陰平213	嘣, 繃, 崩
121	pəŋ	陽平42	甭
122	pəŋ	去聲21	蹦, 泵, 迸
123	piŋ	陰平213	冰, 兵, 丙
124	piŋ	上聲55	餅, 稟, 秉
125	piŋ	去聲21	並, 併, 摒, 病
126	pʰə	陰平213	潑, 坡, 頗, 膊
127	pʰə	陽平42	婆
128	pʰə	去聲21	破
129	pʰə	輕聲	膊
130	pʰi	陰平213	劈, 僻, 霹, 匹, 疋, 蚍, 批, 闢
131	pʰi	陽平42	枇, 啤, 琵, 脾, 疲, 皮
132	pʰi	上聲55	癖, 劈, 脾, 譬, 痞
133	pʰi	去聲21	屁
134	pʰu	陰平213	捕, 撲, 樸, 朴, 鋪
135	pʰu	陽平42	蒲, 菩, 葡, 撲
136	pʰu	上聲55	璞, 脯, 浦, 蒲, 哺, 埠, 普, 圃, 仆, 堡, 譜, 僕
137	pʰu	去聲21	鋪, 堡
138	pʰa	陰平213	乓, 趴, 啪
139	pʰa	陽平42	耙, 爬, 扒
140	pʰa	去聲21	怕, 帕
141	pʰiə	陰平213	瞥, 撇
142	pʰiə	上聲55	撇, 苤
143	pʰɛ	陽平42	牌, 排
144	pʰɛ	上聲55	排
145	pʰɛ	去聲21	派
146	pʰei	陰平213	不, 迫, 魄, 胚, 拍, 披, 坯
147	pʰei	陽平42	賠, 培, 陪, 裴
148	pʰei	去聲21	佩, 沛, 配, 轡
149	pʰɔ	陰平213	剖, 拋, 泡, 胞
150	pʰɔ	陽平42	袍, 刨
151	pʰɔ	上聲55	跑
152	pʰɔ	去聲21	泡, 炮
153	pʰiɔ	陰平213	漂, 飄
154	pʰiɔ	陽平42	嫖, 瓢
155	pʰiɔ	去聲21	票, 漂
156	pʰã	陰平213	攀, 潘
157	pʰã	陽平42	蟠, 盤
158	pʰã	去聲21	盼, 叛, 判, 襻
159	pʰiã	陰平213	偏, 篇
160	pʰiã	陽平42	緶, 便
161	pʰiã	上聲55	諞
162	pʰiã	去聲21	騙, 片
163	pʰiã	輕聲	腆
164	pʰẽ	陰平213	噴
165	pʰẽ	陽平42	盆
166	pʰẽ	去聲21	噴
167	pʰiẽ	陰平213	姘, 拼, 拚
168	pʰiẽ	陽平42	頻, 貧
169	pʰiẽ	上聲55	品
170	pʰiẽ	去聲21	聘, 姘, 牝
171	pʰɑŋ	陰平213	滂, 乓
172	pʰɑŋ	陽平42	旁, 螃, 龐
173	pʰɑŋ	上聲55	耪
174	pʰɑŋ	去聲21	判, 肨
175	pʰəŋ	陰平213	烹, 嘭, 怦, 澎
176	pʰəŋ	陽平42	篷, 鵬, 蓬, 朋, 彭, 膨, 棚
177	pʰəŋ	上聲55	捧
178	pʰəŋ	去聲21	碰
179	pʰiŋ	陰平213	乒
180	pʰiŋ	陽平42	評, 平, 萍, 屏, 憑, 坪, 瓶, 蘋
181	mə	陰平213	摸
182	mə	陽平42	摩, 魔, 漠, 模, 膜, 饃, 磨, 蘑, 摹, 麼
183	mə	上聲55	模, 抹
184	mə	去聲21	茉, 沫, 沒, 陌, 末, 磨, 莫
185	mi	陰平213	覓, 瞇
186	mi	陽平42	彌, 謎, 糜, 瞇, 靡, 迷
187	mi	上聲55	蟻, 靡, 米
188	mi	去聲21	蜜, 覓, 祕, 泌, 密, 膩
189	mu	陰平213	木
190	mu	陽平42	歿, 模, 沒, 謀
191	mu	上聲55	模, 某, 畝, 牡, 母, 拇
192	mu	去聲21	幕, 募, 木, 牧, 牟, 目, 慕, 穆, 墓, 侔, 暮, 沐, 苜, 睦
193	ma	陰平213	嬤, 媽, 麻, 抹
194	ma	陽平42	麻, 蟆, 痳, 嘛
195	ma	上聲55	馬, 螞, 碼, 嗎
196	ma	去聲21	螞, 罵
197	ma	輕聲	蟆
198	miə	陰平213	咩
199	miə	陽平42	篾
200	miə	去聲21	滅, 蔑
201	mɛ	陽平42	埋
202	mɛ	上聲55	買
203	mɛ	去聲21	邁, 賣
204	mei	陰平213	沒
205	mei	陽平42	枚, 黴, 煤, 梅, 沒, 玫, 媒, 眉
206	mei	上聲55	每, 美
207	mei	去聲21	麥, 脈, 謎, 邁, 默, 昧, 妹, 墨
208	mɔ	陰平213	貓
209	mɔ	陽平42	錨, 茅, 髦, 貓, 矛, 毛
210	mɔ	上聲55	卯, 毛
211	mɔ	去聲21	帽, 冒, 貿, 貌, 茂
212	miɔ	陰平213	喵
213	miɔ	陽平42	瞄, 描, 苗
214	miɔ	上聲55	藐, 渺, 秒, 淼
215	miɔ	去聲21	廟, 妙
216	mã	陽平42	埋, 鰻, 蠻, 饅, 瞞
217	mã	上聲55	滿
218	mã	去聲21	蔓, 慢, 幔, 漫, 曼
219	miã	陽平42	棉, 眠, 綿
220	miã	上聲55	娩, 勉, 免, 靦
221	miã	去聲21	麵, 面
222	mẽ	陰平213	悶, 燜
223	mẽ	陽平42	門
224	mẽ	去聲21	悶
225	miẽ	陽平42	民
226	miẽ	上聲55	抿, 憫, 閩, 泯, 敏
227	mɑŋ	陰平213	牤
228	mɑŋ	陽平42	盲, 茫, 芒, 忙
229	mɑŋ	上聲55	莽, 蟒, 盲, 氓
230	məŋ	陰平213	蒙
231	məŋ	陽平42	萌, 濛, 矇, 檬, 盟, 蒙
232	məŋ	上聲55	虻, 蒙, 猛, 蠓
233	məŋ	去聲21	孟, 夢
234	miŋ	陽平42	明, 鳴, 名, 溟, 盟, 冥, 銘
235	miŋ	去聲21	命
236	fə	陽平42	縛, 彿, 佛
237	fu	陰平213	福, 佛, 彿, 幅, 複, 腹, 蝮, 復, 夫, 麩, 伕, 膚, 拂
238	fu	陽平42	覆, 俘, 孵, 符, 芙, 扶, 弗, 服, 伏, 訃, 腐, 附, 浮, 敷
239	fu	上聲55	脯, 輔, 撫, 腑, 斧, 甫, 俯, 府
240	fu	去聲21	洑, 付, 富, 服, 負, 父, 賦, 傅, 婦, 副, 赴
241	fu	輕聲	咐
242	fa	陰平213	髮, 發, 法
243	fa	陽平42	乏, 閥, 筏, 罰, 伐
244	fei	陰平213	菲, 匪, 翡, 妃, 飛, 非
245	fei	陽平42	肥
246	fei	上聲55	榧
247	fei	去聲21	沸, 費, 廢, 疿, 肺, 吠
248	fɔ	上聲55	否
249	fã	陰平213	幡, 帆, 番, 翻
250	fã	陽平42	繁, 凡, 範, 煩, 番, 藩
251	fã	上聲55	反, 返
252	fã	去聲21	販, 泛, 犯, 飯, 范
253	fẽ	陰平213	紛, 芬, 吩, 分
254	fẽ	陽平42	墳
255	fẽ	上聲55	焚, 粉
256	fẽ	去聲21	奮, 憤, 份, 忿, 糞
257	fẽ	輕聲	噴
258	fɑŋ	陰平213	妨, 方, 坊, 芳
259	fɑŋ	陽平42	肪, 房
260	fɑŋ	上聲55	倣, 紡, 防, 妨, 仿, 彷, 訪
261	fɑŋ	去聲21	放
262	fɑŋ	輕聲	縫
263	fəŋ	陰平213	瘋, 豐, 蜂, 風, 諷, 封, 烽
264	fəŋ	陽平42	鋒, 峯, 馮, 縫, 逢
265	fəŋ	去聲21	俸, 鳳, 縫, 奉
266	və	陰平213	窩, 沃, 握, 倭, 蝸
267	və	上聲55	我
268	və	去聲21	臥
269	va	陰平213	挖, 窪, 哇
270	va	陽平42	娃, 蝸, 蛙
271	va	上聲55	瓦
272	va	去聲21	瓦, 襪
273	vɛ	陰平213	歪, 餧
274	vɛ	去聲21	外
275	vɛ	輕聲	味
276	vei	陰平213	威, 偎
277	vei	陽平42	為, 圍
278	vei	上聲55	偉, 委, 僞, 唯, 慰, 尾, 違, 危, 惟, 葦, 維, 桅, 微, 薇
279	vei	去聲21	餧, 魏, 衛, 為, 蝟, 胃, 畏, 未, 味, 位, 緯, 渭
280	vã	陰平213	豌, 灣, 彎, 剜
281	vã	陽平42	頑, 丸, 玩, 完
282	vã	上聲55	惋, 晚, 挽, 婉, 碗, 皖, 綰
283	vã	去聲21	蔓, 萬, 腕
284	vẽ	陰平213	溫, 瘟
285	vẽ	陽平42	蚊, 聞, 文, 紋
286	vẽ	上聲55	吻, 刎, 穩
287	vẽ	去聲21	㼂, 問
288	vɑŋ	陰平213	汪
289	vɑŋ	陽平42	王, 亡, 芒
290	vɑŋ	上聲55	往, 網, 枉
291	vɑŋ	去聲21	妄, 旺, 往, 忘, 望
292	vəŋ	陰平213	翁
293	vəŋ	去聲21	甕
294	tə	陰平213	德, 得, 嘚
295	tə	陽平42	得
296	tə	去聲21	嘚
297	ti	陰平213	滴, 低, 堤, 提
298	ti	陽平42	嘀, 提, 滌, 迪, 荻, 笛, 的, 嫡, 敵, 糴, 狄
299	ti	上聲55	的, 底, 抵, 牴
300	ti	去聲21	地, 蒂, 遞, 弟, 帝, 第
301	tu	陰平213	篤, 嘟, 突, 都, 督
302	tu	陽平42	牘, 毒, 讀, 獨
303	tu	上聲55	堵, 睹, 肚, 賭
304	tu	去聲21	㞘, 妬, 肚, 渡, 鍍, 杜, 度
305	ta	陰平213	嗒, 搭, 答, 耷
306	ta	陽平42	達, 沓, 瘩, 打
307	ta	上聲55	打
308	ta	去聲21	大
309	tiə	陰平213	爹, 跌
310	tiə	陽平42	迭, 諜, 疊, 蝶, 牒, 碟
311	tuə	陰平213	啄, 哆, 多, 掇
312	tuə	陽平42	奪, 鐸
313	tuə	上聲55	朶, , 躱
314	tuə	去聲21	惰, 墮, 馱, 舵, 跺, , 刴
315	tuə	輕聲	朶
316	tɛ	陰平213	待, 獃
317	tɛ	上聲55	在, 歹, 逮
318	tɛ	去聲21	袋, 貸, 戴, 帶, 大, 代, 待, 怠
319	tei	陰平213	德, 得
320	tei	陽平42	特
321	tuei	陰平213	堆
322	tuei	去聲21	對, 兌, 隊
323	tɔ	陰平213	刀, 叨
324	tɔ	上聲55	搗, 導, 島, 倒, 禱, 悼
325	tɔ	去聲21	到, 盜, 道, 稻, 倒
326	tɔ	輕聲	朶, 掇
327	tiɔ	陰平213	貂, 雕, 刁
328	tiɔ	上聲55	屌
329	tiɔ	去聲21	掉, 釣, 弔, 調
330	tou	陰平213	都, 哆, 兜
331	tou	上聲55	斗, 抖, 陡
332	tou	去聲21	逗, 豆, 痘, 鬥
333	tiou	陰平213	丟
334	tã	陰平213	丹, 耽, 擔, 單
335	tã	上聲55	膽, 撣
336	tã	去聲21	蛋, 淡, 擔, 彈, 誕, 但, 旦
337	tiã	陰平213	掂, 巔, 顛
338	tiã	上聲55	典, 碘, 點
339	tiã	去聲21	佃, 店, 墊, 殿, 電
340	tuã	陰平213	端
341	tuã	上聲55	短
342	tuã	去聲21	斷, 緞, 段, 鍛
343	tuẽ	陰平213	墩, 蹲, 敦, 噸
344	tuẽ	上聲55	躉, 盹
345	tuẽ	去聲21	囤, 盾, 燉, 頓, 遁, 鈍
346	tuẽ	輕聲	飩
347	tɑŋ	陰平213	襠, 當, 噹
348	tɑŋ	上聲55	擋, 黨
349	tɑŋ	去聲21	擋, 當, 檔, 蕩, 宕
350	təŋ	陰平213	燈, 噔, 登
351	təŋ	上聲55	等
352	təŋ	去聲21	瞪, 鄧, 凳
353	tiŋ	陰平213	丁, 釘
354	tiŋ	上聲55	頂, 鼎
355	tiŋ	去聲21	錠, 腚, 定, 釘, 訂
356	tuŋ	陰平213	冬, 凍, 東
357	tuŋ	陽平42	咚
358	tuŋ	上聲55	董, 懂
359	tuŋ	去聲21	棟, 動, 洞, 凍, 侗
360	tʰə	陽平42	特
361	tʰi	陰平213	踢, 梯, 剔, 體
362	tʰi	陽平42	涕, 蹄, 啼, 提, 題
363	tʰi	上聲55	體
364	tʰi	去聲21	涕, 惕, 剔, 屉, 替, 嚏
365	tʰu	陰平213	禿
366	tʰu	陽平42	徒, 途, 屠, 圖, 塗
367	tʰu	上聲55	吐, 土
368	tʰu	去聲21	吐, 兔
369	tʰa	陰平213	榻, 獺, 塔, 褟, 趿, 塌, 溻
370	tʰa	上聲55	它, 他, 她
371	tʰiə	陰平213	鐵, 貼, 帖
372	tʰuə	陰平213	託, 拓, 庹, 托, 拖, 脫
373	tʰuə	陽平42	馱, 砣, 駝, 唾, 鴕, 陀, 橢
374	tʰuə	上聲55	妥
375	tʰɛ	陰平213	苔, 胎, 態
376	tʰɛ	陽平42	抬, 臺, 苔
377	tʰɛ	去聲21	泰, 太
378	tʰei	陽平42	頹
379	tʰuei	陰平213	忒, 推
380	tʰuei	陽平42	頹
381	tʰuei	上聲55	腿
382	tʰuei	去聲21	退, 蛻, 褪
383	tʰɔ	陰平213	掏, 濤, 滔
384	tʰɔ	陽平42	陶, 逃, 桃, 討
385	tʰɔ	去聲21	套
386	tʰɔ	輕聲	萄
387	tʰiɔ	陰平213	挑
388	tʰiɔ	陽平42	條, 笤, 調
389	tʰiɔ	上聲55	挑
390	tʰiɔ	去聲21	眺, 糶, 跳
391	tʰou	陰平213	偷
392	tʰou	陽平42	投, 頭
393	tʰou	上聲55	㪗
394	tʰou	去聲21	透
395	tʰou	輕聲	斗
396	tʰã	陰平213	坍, 灘, 貪, 攤, 癱
397	tʰã	陽平42	壇, 彈, 曇, 檀, 覃, 罈, 談, 譚, 痰, 潭, 糰
398	tʰã	上聲55	毯, 袒, 坦
399	tʰã	去聲21	炭, 探, 嘆
400	tʰiã	陰平213	天, 添
401	tʰiã	陽平42	塡, 田, 甜
402	tʰiã	上聲55	舔
403	tʰuã	陰平213	湍
404	tʰuã	陽平42	團
405	tʰuẽ	陰平213	吞
406	tʰuẽ	陽平42	囤, 豚, 臀, 屯
407	tʰuẽ	去聲21	褪
408	tʰɑŋ	陰平213	蹚, 湯
409	tʰɑŋ	陽平42	堂, 棠, 唐, 塘, 搪, 糖
410	tʰɑŋ	上聲55	躺, 淌
411	tʰɑŋ	去聲21	趟, 燙
412	tʰəŋ	陰平213	熥, 騰
413	tʰəŋ	陽平42	疼, 謄, 騰, 藤
414	tʰiŋ	陰平213	汀, 聽, 廳
415	tʰiŋ	陽平42	庭, 亭, 停, 廷
416	tʰiŋ	上聲55	梃, 艇, 挺
417	tʰiŋ	輕聲	蜓
418	tʰuŋ	陰平213	通
419	tʰuŋ	陽平42	桐, 瞳, 童, 同, 銅
420	tʰuŋ	上聲55	統, 桶, 筒
421	tʰuŋ	去聲21	痛
422	nu	陽平42	努, 奴, 農
423	nu	去聲21	怒
424	na	陰平213	納, 呐
425	na	陽平42	拿
426	na	上聲55	哪
427	na	去聲21	納, 娜, 那, 捺
428	nuə	陽平42	糯, 挪, 諾, 懦
429	nɛ	上聲55	奶, 乃
430	nɛ	去聲21	耐, 奈
431	nei	上聲55	餒
432	nei	去聲21	內
433	nɔ	陰平213	孬
434	nɔ	陽平42	撓
435	nɔ	上聲55	腦, 惱
436	nɔ	去聲21	鬧
437	nã	陽平42	難, 南, 男
438	nã	上聲55	暖
439	nã	去聲21	難
440	nuã	上聲55	暖
441	nɑŋ	陰平213	齉
442	nɑŋ	陽平42	囊
443	nɑŋ	上聲55	暖, 攘
444	nəŋ	陽平42	能
445	nəŋ	去聲21	那, 弄
446	nuŋ	陽平42	農, 膿, 濃
447	nuŋ	去聲21	弄
448	lə	陰平213	勒
449	lə	輕聲	了
450	li	陽平42	離, 梨, 璃, 籬, 黎, 釐, 劙, 犁, 狸, 藜
451	li	上聲55	李, 鯉, 里, 裏, 理, 履, 禮
452	li	去聲21	立, 莉, 荔, 吏, 離, 笠, 粒, 痢, 例, 蒞, 厲, 隸, 礫, 利, 栗, 棣, 勵, 靂, 歷, 力, 曆, 麗
453	lu	陰平213	擼
454	lu	陽平42	如, 顱, 盧, 蘆, 爐, 廬
455	lu	上聲55	櫓, 儒, 戮, 虜, 魯, 乳, 汝, 滷, 辱
456	lu	去聲21	陸, 褥, 鷺, 轆, 露, 賂, 路, 祿, 鹿, 入, 綠, 錄, 碌
457	lu	輕聲	嚕
458	ly	陰平213	捋
459	ly	陽平42	驢
460	ly	上聲55	理, 屢, 陸, 縷, 捋, 侶, 閭, 旅, 呂, 鋁
461	ly	去聲21	率, 碌, 律, 綠, 慮, 濾
462	la	陰平213	垃, 啦, 邋, 拉
463	la	陽平42	落, 拉, 旯
464	la	上聲55	喇
465	la	去聲21	辣, 臘, 落, 蠟
466	la	輕聲	啦, 蜊
467	lia	上聲55	倆
468	lia	輕聲	啢
469	liə	陰平213	咧
470	liə	陽平42	咧
471	liə	上聲55	咧, 裂
472	liə	去聲21	劣, 獵, 烈, 趔, 列, 裂
473	liə	輕聲	咧
474	luə	陰平213	籮, 掠, 烙, 囉
475	luə	陽平42	羅, 籮, 鑼, 螺, 騾
476	luə	上聲55	囉, 裸
477	luə	去聲21	洛, 絡, 若, 弱, 樂, 烙, 落, 螺, 略, 駱, 酪
478	lɛ	陰平213	賴
479	lɛ	陽平42	來
480	lɛ	去聲21	賴
481	lei	陰平213	勒
482	luei	陽平42	雷
483	luei	上聲55	壘, 擂, 蘂, 累, 磊, 儡
484	luei	去聲21	勒, 肋, 擂, 類, 淚, 銳, 累, 瑞
485	lɔ	陰平213	嘮
486	lɔ	陽平42	撈, 牢, 嘮, 勞
487	lɔ	上聲55	老
488	lɔ	去聲21	酪, 澇
489	lɔ	輕聲	了
490	liɔ	陽平42	聊, 療, 繚, 撩, 遼, 嘹, 燎, 寥, 僚
491	liɔ	上聲55	燎, 了
492	liɔ	去聲21	料, 鐐
493	lou	陰平213	摟
494	lou	陽平42	螻, 耬, 樓
495	lou	上聲55	摟, 簍
496	lou	去聲21	漏, 陋, 露
497	liou	陰平213	溜, 餾
498	liou	陽平42	流, 琉, 硫, 劉, 留, 榴
499	liou	上聲55	柳, 絡
500	liou	去聲21	溜, 六, 餾, 遛
501	lã	陽平42	藍, 蘭, 攔, 欄, 籃, 嵐
502	lã	上聲55	懶, 攬, 漤, 覽, 欖
503	lã	去聲21	濫, 爛
504	liã	陽平42	鰱, 憐, 連, 廉, 聯, 鐮, 簾, 蓮
505	liã	上聲55	斂, 臉
506	liã	去聲21	瀲, 戀, 楝, 練, 鏈, 鍊, 殮
507	luã	陽平42	鸞
508	luã	上聲55	軟, 卵
509	luã	去聲21	亂
510	liẽ	陽平42	鄰, 燐, 臨, 淋, 林, 鱗
511	liẽ	上聲55	凜, 廩, 檁
512	liẽ	去聲21	賃, 吝
513	luẽ	陽平42	論, 崙, 淋, 滄, 倫, 掄, 輪
514	luẽ	去聲21	論, 嫩
515	luẽ	輕聲	圇
516	lɑŋ	陽平42	鎯, 狼, 廊, 螂, 郎
517	lɑŋ	去聲21	朗, 浪
518	liɑŋ	陽平42	梁, 良, 涼, 粱, 量, 糧
519	liɑŋ	上聲55	兩
520	liɑŋ	去聲21	輛, 亮, 晾, 涼, 量, 諒
521	liɑŋ	輕聲	梁
522	ləŋ	陰平213	稜
523	ləŋ	上聲55	冷
524	ləŋ	去聲21	愣, 稜, 睖
525	liŋ	陽平42	伶, 翎, 齡, 玲, 鈴, 零, 陵, 羚, 凌, 菱, 靈
526	liŋ	上聲55	領, 嶺
527	liŋ	去聲21	另, 令
528	luŋ	陽平42	戎, 融, 隆, 聾, 籠, 龍, 茸, 溶, 熔, 庸, 蓉, 容, 榮, 絨
529	luŋ	上聲55	蛹, 攏, 壟, 隴
530	luŋ	去聲21	弄
531	ʦə	陰平213	仄, 則, 責
532	ʦɿ	陰平213	資, 輜, 茲, 恣, 吱, 咨, 姿, 滋
533	ʦɿ	陽平42	自, 只
534	ʦɿ	上聲55	紫, 滓, 子, 姊
535	ʦɿ	去聲21	自, 字, 恣, 漬
536	ʦu	陰平213	租, 阻, 詛, 沮, 組
537	ʦu	陽平42	卒, 足, 族
538	ʦu	上聲55	組, 祖, 阻
539	ʦa	陰平213	咂
540	ʦa	陽平42	雜, 砸
541	ʦuə	陰平213	作
542	ʦuə	陽平42	琢, 鑿, 捽, 昨
543	ʦuə	上聲55	佐, 撮
544	ʦuə	去聲21	作, 做, 座, 坐, 左
545	ʦɛ	陰平213	再, 災, 栽
546	ʦɛ	上聲55	仔, 宰, 載, 在
547	ʦɛ	去聲21	載, 在
548	ʦei	陰平213	則
549	ʦei	陽平42	賊
550	ʦuei	陰平213	堆
551	ʦuei	上聲55	嘴
552	ʦuei	去聲21	罪, 最, 醉
553	ʦɔ	陰平213	糟, 遭
554	ʦɔ	上聲55	早, 澡, 棗
555	ʦɔ	去聲21	躁, 糙, 皂, 竃, 燥, 造
556	ʦou	上聲55	走
557	ʦou	去聲21	揍, 做, 奏
558	ʦã	陰平213	簪
559	ʦã	上聲55	攢, 咱
560	ʦã	去聲21	贊, 暫
561	ʦuã	陰平213	鑽, 躦
562	ʦuã	上聲55	纂
563	ʦuã	去聲21	攥, 鑽
564	ʦẽ	上聲55	怎
565	ʦuẽ	陰平213	遵, 尊
566	ʦɑŋ	陰平213	髒, 贓, 臧
567	ʦɑŋ	去聲21	葬, 藏, 臟
568	ʦəŋ	陰平213	增, 曾
569	ʦəŋ	上聲55	怎
570	ʦəŋ	去聲21	贈, 憎, 鋥
