#汉字	读音	注释	声母	韵母	声调
#名称	/	汝城方言字表			
#日期	/	2025/12/28			
#作者	/	岭东客			
番	fa1		f	a	1
幡	fa1	做大~：做法事	f	a	1
翻	fa1		f	a	1
□	fa1	复原体标记，表示“再、又”	f	a	1
帆	fa2	一~风顺	f	a	2
凡	fa2		f	a	2
烦	fa2		f	a	2
繁	fa2		f	a	2
反	fa3		f	a	3
返	fa3		f	a	3
贩	fa5		f	a	5
犯	fa6		f	a	6
饭	fa6		f	a	6
范	fa6		f	a	6
尴	ka1	~尬	k	a	1
干	ka1	~净	k	a	1
奸	ka1		k	a	1
间	ka1	屋~：房间	k	a	1
肩	ka1	~头：肩膀	k	a	1
艰	ka1	~苦	k	a	1
监	ka1	~狱	k	a	1
□	ka2	这（后多接詈语）	k	a	2
感	ka3	~冒，~觉	k	a	3
夹	ka3		k	a	3
甲	ka3		k	a	3
笕	ka3	用于通水的竹管	k	a	3
减	ka3		k	a	3
揀	ka3	~日子：挑日子	k	a	3
简	ka3		k	a	3
间	ka5	~隔	k	a	5
监	ka5	~督	k	a	5
悭	kʰa1	吝啬	kʰ	a	1
卡	kʰa3		kʰ	a	3
砍	kʰa3		kʰ	a	3
掐	kʰa3		kʰ	a	3
□	kʰa5	动词，勾肩（搭背）	kʰ	a	5
拉	la1	货~~	l	a	1
喇	la1	~叭	l	a	1
腊	la1		l	a	1
蜡	la1		l	a	1
辣	la1		l	a	1
懒	la1		l	a	1
□	la1	火烧去毛	l	a	1
兰	la2		l	a	2
拦	la2		l	a	2
栏	la2		l	a	2
蓝	la2		l	a	2
篮	la2		l	a	2
览	la3		l	a	3
榄	la3		l	a	3
□	la3	火好~：火势很大	l	a	3
□	la3	~□[kua²¹]：脏	l	a	3
烂	la6		l	a	6
□	la6	~□[tɕi²⁴]：丝瓜	l	a	6
妈	ma1		m	a	1
吗	ma1	语气词，食喥饭~	m	a	1
帕	ma1	动词，用衣服兜东西	m	a	1
蛮	ma2		m	a	2
㩢	ma3	动词，抹	m	a	3
馒	ma6		m	a	6
慢	ma6		m	a	6
那	na2	连词	n	a	2
男	na2		n	a	2
南	na2		n	a	2
难	na2		n	a	2
□	na2	皮肤印痕	n	a	2
呐	na3		n	a	3
纳	na3		n	a	3
□	na3	拇指和中指两端最大距离	n	a	3
□	na3	动词，湿透、浸透	n	a	3
□	na3	皱~~：形容很皱	n	a	3
□	na3	毒虫刺咬	n	a	3
难	na6	动词，受苦；灾~	n	a	6
□	na6	指示叹词，相当于“给你”	n	a	6
安	ŋa1	~心，~全	ŋ	a	1
岩	ŋa2	名词，溶洞	ŋ	a	2
颜	ŋa2		ŋ	a	2
□	ŋa2	动词，砍	ŋ	a	2
眼	ŋa3		ŋ	a	3
案	ŋa5		ŋ	a	5
暗	ŋa5	黑~	ŋ	a	5
岸	ŋa6		ŋ	a	6
雁	ŋa6		ŋ	a	6
叭	pa1	喇~	p	a	1
爸	pa1		p	a	1
班	pa1		p	a	1
板	pa2	棺材；~唧：木板	p	a	2
八	pa3		p	a	3
板	pa3		p	a	3
版	pa3		p	a	3
钹	pa3	铙~	p	a	3
□	pa5	哥哥的面称	p	a	5
办	pa6		p	a	6
辨	pa6	分~	p	a	6
□	pʰa1	（鸡鸭等）挥舞翅膀	pʰ	a	1
□	pʰa5	背，~书包；~肚：怀孕	pʰ	a	5
拔	pʰa1	~尖	pʰ	a	6
三	sa1		s	a	1
叁	sa1		s	a	1
山	sa1		s	a	1
删	sa1		s	a	1
衫	sa1	~领：衣领	s	a	1
鳝	sa1	黄~	s	a	1
□	sa1	两腿叉开	s	a	1
□	sa1	~眼屐：木屐	s	a	1
衫	sa2	衣服	s	a	2
疝	sa2		s	a	2
洒	sa3		s	a	3
萨	sa3		s	a	3
伞	sa3		s	a	3
散	sa3		s	a	3
杀	sa3		s	a	3
煞	sa3		s	a	3
陕	sa3		s	a	3
耍	sa3		s	a	3
散	sa5		s	a	5
扇	sa5		s	a	5
骟	sa5		s	a	5
□	sa5	~柴：劈柴	s	a	5
善	sa6		s	a	6
缮	sa6		s	a	6
□	sa6	飞溅、飞散	s	a	6
担	ta1	挑	t	a	1
单	ta1		t	a	1
□	ta1	蚊子叮咬起的包	t	a	1
□	ta1	~怕：恐怕	t	a	1
弹	ta2		t	a	2
坛	ta2		t	a	2
谈	ta2		t	a	2
痰	ta2		t	a	2
谭	ta2		t	a	2
潭	ta2		t	a	2
搭	ta3		t	a	3
达	ta3		t	a	3
答	ta3		t	a	3
胆	ta3		t	a	3
□	ta3	动词，跨	t	a	3
担	ta5	量词	t	a	5
旦	ta6		t	a	6
但	ta6		t	a	6
弹	ta6	子~	t	a	6
蛋	ta6		t	a	6
□	ta6	□[a³³]~：唢呐	t	a	6
淡	tʰa1		tʰ	a	1
贪	tʰa1		tʰ	a	1
摊	tʰa1		tʰ	a	1
瘫	tʰa1		tʰ	a	1
塌	tʰa3		tʰ	a	3
塔	tʰa3		tʰ	a	3
踏	tʰa3		tʰ	a	3
坦	tʰa3		tʰ	a	3
毯	tʰa3		tʰ	a	3
□	tʰa3	拖着鞋走的动作	tʰ	a	3
炭	tʰa5		tʰ	a	5
探	tʰa5		tʰ	a	5
碳	tʰa5		tʰ	a	5
□	tsa1	撕开（包装袋）	ts	a	1
□	tsa2	捂着脸突然打开露出脸来逗小孩	ts	a	2
匝	tsa3		ts	a	3
杂	tsa3		ts	a	3
攒	tsa3		ts	a	3
扎	tsa3		ts	a	3
闸	tsa3		ts	a	3
眨	tsa3		ts	a	3
盏	tsa3		ts	a	3
展	tsa3		ts	a	3
崭	tsa3		ts	a	3
□	tsa3	~米：碾米	ts	a	3
□	tsa3	用勺子舀	ts	a	3
□	tsa3	动词，（老鼠）啮	ts	a	3
□	tsa3	□[sau²⁴]~：漂亮	ts	a	3
□	tsa3	把上衣塞进裤子	ts	a	3
赞	tsa5		ts	a	5
盏	tsa5	灯~	ts	a	5
占	tsa5		ts	a	5
战	tsa5		ts	a	5
站	tsa5		ts	a	5
□	tsa5	~骨：刺骨般冷	ts	a	5
□	tsa5	动词，炒菜时加水	ts	a	5
参	tsʰa1		tsʰ	a	1
餐	tsʰa1		tsʰ	a	1
差	tsʰa1		tsʰ	a	1
掺	tsʰa1		tsʰ	a	1
□	tsʰa1	□[kʰuæ³³]~：蟑螂	tsʰ	a	1
□	tsʰa1	门~：门槛	tsʰ	a	1
残	tsʰa2		tsʰ	a	2
蚕	tsʰa2		tsʰ	a	2
缠	tsʰa2		tsʰ	a	2
潜	tsʰa2		tsʰ	a	2
□	tsʰa2	动词，刺	tsʰ	a	2
□	tsʰa2	口~：痰	tsʰ	a	2
擦	tsʰa3		tsʰ	a	3
插	tsʰa3		tsʰ	a	3
察	tsʰa3		tsʰ	a	3
产	tsʰa3		tsʰ	a	3
铲	tsʰa3		tsʰ	a	3
缠	tsʰa6		tsʰ	a	6
暂	tsʰa6		tsʰ	a	6
栈	tsʰa6		tsʰ	a	6
狭	xa1	窄	x	a	1
□	xa1	拿凳子压人	x	a	1
还	xa2	~有	x	a	2
韩	xa2		x	a	2
闲	xa2		x	a	2
咸	xa2		x	a	2
恰	xa3		x	a	3
瞎	xa3		x	a	3
峡	xa3		x	a	3
辖	xa3		x	a	3
□	xa3	大口地吃	x	a	3
喊	xa5		x	a	5
限	xa6		x	a	6
陷	xa6		x	a	6
阿	a1	~姨		a	1
□	a1	~□[ta⁴⁴]：唢呐		a	1
压	a3			a	3
押	a3			a	3
鸭	a3			a	3
晏	a5	迟、晚		a	5
□	a6	指示叹词，相当于“给你”		a	6
□	kæ2	屎	k	æ	2
□	kæ2	用指甲扣或者刮	k	æ	2
□	kæ3	~死人：急死人	k	æ	3
革	kæ5		k	æ	5
阁	kæ5		k	æ	5
格	kæ5		k	æ	5
隔	kæ5		k	æ	5
咳	kʰæ2	~嗽	kʰ	æ	2
□	kʰæ2	~打火机：按打火机	kʰ	æ	2
克	kʰæ5		kʰ	æ	5
刻	kʰæ5		kʰ	æ	5
客	kʰæ5	~气	kʰ	æ	5
□	læ2	~子肉：淋巴肉	l	æ	2
垃	læ3	~圾	l	æ	3
拉	læ3	~链；动词，~拉链	l	æ	3
□	læ3	~水：指小鸭子戏水	l	æ	3
□	læ3	扔	l	æ	3
粒	læ5		l	æ	5
□	læ5	名词，刺	l	æ	5
勒	læ6		l	æ	6
□	mæ2	痣	m	æ	2
□	mæ3	动词，抿	m	æ	3
脉	mæ5		m	æ	5
麦	mæ6	~片	m	æ	6
墨	mæ6		m	æ	6
默	mæ6		m	æ	6
□	næ1	啰嗦	n	æ	1
□	næ3	一~：一些	n	æ	3
□	næ5	指示叹词，相当于“那儿”	n	æ	5
额	ŋæ5	~外	ŋ	æ	5
□	ŋæ5	界线	ŋ	æ	5
巴	pæ2	哑~（在该词中的读音）	p	æ	2
□	pæ2	~烟：抽烟	p	æ	2
□	pæ2	咽气	p	æ	2
□	pæ2	~□[nɔŋ²⁴]：很软	p	æ	2
百	pæ5	~分~	p	æ	5
柏	pæ5		p	æ	5
北	pæ5		p	æ	5
白	pæ6	清~	p	æ	6
□	pʰæ3	秕谷	pʰ	æ	3
□	pʰæ3	瘪	pʰ	æ	3
迫	pʰæ5		pʰ	æ	5
舌	sæ1		s	æ	1
十	sæ1		s	æ	1
实	sæ1		s	æ	1
拾	sæ1		s	æ	1
折	sæ1	~本	s	æ	1
涩	sæ3	羞~	s	æ	3
设	sæ3		s	æ	3
涉	sæ3		s	æ	3
摄	sæ3		s	æ	3
失	sæ3		s	æ	3
虱	sæ3		s	æ	3
湿	sæ3		s	æ	3
室	sæ3		s	æ	3
□	sæ3	~□[æ⁴⁵]：打嗝	s	æ	3
□	sæ3	声音嘶哑	s	æ	3
□	sæ3	垫、塞，~帐：把蚊帐脚扎进床垫下	s	æ	3
塞	sæ5	~唧：塞子	s	æ	5
色	sæ5		s	æ	5
特	tæ1		t	æ	1
□	tæ1	动词，压	t	æ	1
□	tæ2	说个不停	t	æ	2
得	tæ3	~罪；做~：可以	t	æ	3
得	tæ5	~奖，获~	t	æ	5
德	tæ5		t	æ	5
□	tsæ1	表惊叹	ts	æ	1
摘	tsæ2		ts	æ	2
□	tsæ2	~唧：蒸片	ts	æ	2
折	tsæ3		ts	æ	3
哲	tsæ3		ts	æ	3
者	tsæ3		ts	æ	3
浙	tsæ3		ts	æ	3
汁	tsæ3		ts	æ	3
执	tsæ3		ts	æ	3
质	tsæ3		ts	æ	3
侧	tsæ5		ts	æ	5
则	tsæ5		ts	æ	5
责	tsæ5		ts	æ	5
□	tsʰæ1	嬉戏	tsʰ	æ	1
扯	tsʰæ3	~皮	tsʰ	æ	3
彻	tsʰæ3		tsʰ	æ	3
撤	tsʰæ3		tsʰ	æ	3
秩	tsʰæ3	~序	tsʰ	æ	3
□	tsʰæ3	训斥	tsʰ	æ	3
册	tsʰæ5		tsʰ	æ	5
厕	tsʰæ5	~所	tsʰ	æ	5
测	tsʰæ5	~试	tsʰ	æ	5
策	tsʰæ5		tsʰ	æ	5
择	tsʰæ6	选~	tsʰ	æ	6
泽	tsʰæ6		tsʰ	æ	6
贼	tsʰæ6		tsʰ	æ	6
侄	tsʰæ6	子~：侄子	tsʰ	æ	6
□	xæ3	扔	x	æ	3
核	xæ5	审~	x	æ	5
赫	xæ5	显~	x	æ	5
黑	xæ5		x	æ	5
儿	æ2			æ	2
而	æ2			æ	2
□	æ2	□[sæ²¹]~：打嗝		æ	2
尔	æ3			æ	3
耳	æ3	~机		æ	3
□	æ5	打饱~：打饱嗝		æ	5
该	kai1		k	ai	1
阶	kai1		k	ai	1
皆	kai1		k	ai	1
街	kai1		k	ai	1
□	kai1	动词，系、打结	k	ai	1
改	kai3		k	ai	3
解	kai3		k	ai	3
尬	kai5	尴~	k	ai	5
丐	kai5		k	ai	5
钙	kai5		k	ai	5
介	kai5		k	ai	5
戒	kai5		k	ai	5
芥	kai5		k	ai	5
届	kai5		k	ai	5
