id	ini	fn	pt	单字	IPA	注释
602	ŋ	ai	21	崖	ŋai21	悬崖
603	ŋ	ai	21	捱	ŋai21	捱苦，捱打
604	h	ai	21	鞋	hai21	布鞋
605	k	ai	35	解	kai35	理解（知道，懂了）
606	h	ai	13	蟹	hai13	螃蟹
607		ɐi	35	矮	ɐi35	高矮
608	p	ai	22	敗	pai22	失败
609	m	an	22	邁	man22	迈步
610	tʃ	ai	22	寨	tʃai22	山寨
611	p	ɐi	33	蔽	pɐi33	隐蔽
612	p	ɐi	33	弊	pɐi33	作弊
613	p	ɐi	22	幣	pɐi22	人民币
614	p	ɐi	22	斃	pɐi22	枪毙
615	l	ɐi	22	例	lɐi22	例子
616	l	ɐi	22	厲	lɐi22	厉害
617	l	ɐi	22	勵	lɐi22	鼓励
618	tʃ	ɐi	33	祭	tʃɐi33	祭祀
619	tʃ	ɐi	33	際	tʃɐi33	国际
620	tʃ	ɐi	22	滯	tʃɐi22	停滞
621	tʃ	ɐi	33	制	tʃɐi33	制度
622	tʃ	ɐi	33	製	tʃɐi33	制造
623	ʃ	ɐi	33	世	ʃɐi33	世界
624	ʃ	ɐi	33	勢	ʃɐi33	势力
625	ʃ	ɐi	22	誓	ʃɐi22	发誓
626	ʃ	ɐi	22	逝	ʃɐi22	逝去，逝世
627	ŋ	ɐi	22	藝	ŋɐi22	艺术
628	p	ɐi	52	蓖	pɐi52	蓖麻
629	p	ɐi	33	閉	pɐi33	关闭
630	pʰ	ɐi	52	批	pʰɐi52	批评
631	m	ɐi	21	迷	mɐi21	迷路
632	m	ɐi	13	米	mɐi13	大米
633	m	ɐi	21	謎	mɐi21	谜语
634	t	ɐi	52	低	tɐi52	高低
635	tʰ	ɐi	21	堤	tʰɐi21	河堤
636	t	ɐi	35	底	tɐi35	水底
637	t	ɐi	35	抵	tɐi35	抵押
638	t	ɐi	33	帝	tɐi33	皇帝
639	t	ɐi	33	蒂	tɐi33	瓜蒂，并蒂莲
640	tʰ	ɐi	52	梯	tʰɐi52	楼梯
641	tʰ	ɐi	35	體	tʰɐi35	身体
642	tʰ	ɐi	33	替	tʰɐi33	代替
643	tʰ	ɐi	33	涕	tʰɐi33	鼻涕
644	tʰ	ɐi	33	剃	tʰɐi33	剃头
645	tʰ	ɐi	21	題	tʰɐi21	题目
646	tʰ	ɐi	21	提	tʰɐi21	提问
647	tʰ	ɐi	21	蹄	tʰɐi21	猪蹄
648	tʰ	ɐi	21	啼	tʰɐi21	鸡啼
649	tʰ	ɐi	13	弟	tʰɐi13	弟弟
650	t	ɐi	21	第	tɐi21	第一
651	t	ɐi	22	遞	tɐi22	传递
652	l	ɐi	21	泥	lɐi21	水泥
653	l	ɐi	21	犁	lɐi21	犁地
654	l	ɐi	21	黎	lɐi21	黎明；姓
655	l	ɐi	13	禮	lɐi13	礼貌
656	l	ɐi	22	麗	lɐi22	美丽
657	t	ɐi	22	隸	tɐi22	奴隶；隶属
658	l	ɐi	22	莉	lɐi22	茉莉
659	tʃ	ɐi	52	擠	tʃɐi52	拥挤
660	tʃ	ɐi	33	濟	tʃɐi33	经济
661	tʃʰ	ɐi	52	妻	tʃʰɐi52	妻子
662	tʃʰ	ɐi	33	砌	tʃʰɐi33	砌墙
663	tʃʰ	ɐi	21	齊	tʃʰɐi21	整齐
664	tʃʰ	i	21	臍	tʃʰi21	肚脐
665	tʃ	ɐi	52	劑	tʃɐi52	药剂
666	ʃ	ɐi	52	西	ʃɐi52	东西南北
667	tʃʰ	ɐi	52	棲	tʃʰɐi52	栖息，两栖
668	ʃ	ɐi	52	犀	ʃɐi52	犀牛
669	ʃ	ai	35	洗	ʃai35	洗衣服
670	ʃ	ɛ	33	細	ʃɛ33	粗细；大细
671	ʃ	ɐi	33	婿	ʃɐi33	女婿
672	k	ɐi	55	雞	kɐi55	公鸡
673	kʰ	ɐi	55	稽	kʰɐi55	稽查
674	k	ɐi	33	計	kɐi33	会计
675	k	ɐi	33	繼	kɐi33	继续
676	h	ɐi	22	繫	hɐi22	联系
677	k	ɐi	33	髻	kɐi33	发髻
678	kʰ	ɐi	55	溪	kʰɐi55	小溪
679	kʰ	ai	35	啓	kʰai35	启发
680	kʰ	ɐi	33	契	kʰɐi33	地契
682	h	ɐi	22	系	hɐi22	系统；中文系
683	h	ai	22	繫	hai22	系鞋带
684	h	ɐi	22	係	hɐi22	是
685	p	ui	55	杯	pui55	茶杯
686	p	ui	33	輩	pui33	长辈
687	p	ui	22	背	pui22	背书
688	pʰ	ɐi	33	胚	pʰɐi33	胚胎
690	pʰ	ui	33	配	pʰui33	分配
691	pʰ	ui	21	培	pʰui21	培训
692	pʰ	ui	21	陪	pʰui21	陪伴
693	pʰ	ui	21	賠	pʰui21	赔钱
694	pʰ	ui	21	裴	pʰui21	姓
695	pʰ	ui	13	倍	pʰui13	倍数
696	pʰ	ui	33	佩	pʰui33	佩服
697	p	ui	33	背	pui33	后背
698	p	ui	22	焙	pui22	焙干
699	p	ui	21	梅	pui21	梅花
700	p	ui	21	枚	pui21	一枚
701	p	ui	21	媒	pui21	媒人
702	p	ui	21	煤	pui21	煤矿
703	p	ui	21	玫	pui21	玫瑰
704	p	ui	21	莓	pui21	草莓
705	p	ui	13	每	pui13	每天
706	p	ui	35	妹	pui35	*妹妹
707	m	ɐi	13	昧	mɐi13	拾金不昧
708	t	ui	52	堆	tui52	堆放
709	t	ui	33	對	tui33	对错
710	tʰ	ui	52	推	tʰui52	推动
711	tʰ	ui	35	腿	tʰui35	腿部
712	tʰ	ui	33	退	tʰui33	退后
713	t	ui	22	隊	tui22	队伍
714	l	oi	22	内	loi22	内外
715	l	oi	21	雷	loi21	雷公；姓
716	l	oi	22	累	loi22	极困；劳累
717	tʃʰ	oi	52	催	tʃʰoi52	催眠
718	tʃʰ	oi	52	崔	tʃʰoi52	姓
719	tʃ	oi	22	罪	tʃoi22	犯罪
720	ʃ	oi	33	碎	ʃoi33	破碎
721	kʰ	uɐi	55	盔	kʰuɐi55	头盔
722	kʰ	uɐi	13	魁	kʰuɐi13	魁悟
723	f	ui	52	恢	fui52	恢复
724	kʰ	uai	33	塊	kʰuai33	块状
726	f	ui	52	灰	fui52	灰色
727	kʰ	ui	33	賄	kʰui33	贿赂
728	f	ui	33	悔	fui33	后悔
729	f	ui	33	晦	fui33	晦气
730		ui	21	回	ui21	回去
731		ui	21	茴	ui21	茴香
732		ui	22	匯	ui22	汇报
733	kʰ	uɐi	35	潰	kʰuɐi35	溃疡
734		ui	52	煨	ui52	煨番薯
735	tʰ	ɐn	33	蜕	tʰɐn33	蜕变
736	tʰ	oi	33	兑	tʰoi33	兑换
737	tʃ	oi	33	最	tʃoi33	最好
738		ui	13	會	ui13	会不会
739	kʰ	oi	33	劊	kʰoi33	刽子手
740	kʰ	oi	33	檜	kʰoi33	秦桧
741	ŋ	oi	22	外	ŋoi22	外面
742		ui	22	會	ui22	会计
743		ui	35	會	ui35	开会
744	kʰ	oi	33	繪	kʰoi33	绘画
745	k	uai	52	乖	kuai52	小孩听话
746	k	uai	33	怪	kuai33	奇怪
747		uai	21	懷	uai21	胸怀
748		uɐi	21	槐	uɐi21	槐树
749		uɐi	21	淮	uɐi21	淮河
750		uɐi	22	壞	uɐi22	好坏
751	k	uɐi	35	拐	kuɐi35	拐卖
752	k	ua	33	掛	kua33	挂钩
753	k	ua	33	卦	kua33	卜卦；八卦
754		uai	52	歪	uai52	歪斜
755		ua	33	畫	ua33	油画
756		ua	55	蛙	ua55	青蛙
757	f	ai	33	快	fai33	快点；快车
758	kʰ	uai	33	筷	kʰuai33	筷子
759		ua	22	話	ua22	说话
760	tʃʰ	oi	33	脆	tʃʰoi33	干脆
761	ʃ	oi	33	歲	ʃoi33	万岁
762	tʃ	oi	22	贅	tʃoi22	入赘
763	ʃ	oi	33	税	ʃoi33	税收
764	k	uɐi	33	鱖	kuɐi33	鳜鱼
765		uɐi	22	衛	uɐi22	卫生
766		ioi	22	鋭	ioi22	尖锐
767	f	ɐi	33	廢	fɐi33	废品
768	f	ɐi	33	肺	fɐi33	猪肺
769	p	ui	22	吠	pui22	狗叫、狗吠
770		ioi	22	穢	ioi22	污秽
771	k	uɐi	55	圭	kuɐi55	人名用字
772	k	uɐi	52	閨	kuɐi52	闺房
773	k	uɐi	33	桂	kuɐi33	桂花
774	k	uɐi	55	奎	kuɐi55	人名用字
775	kʰ	uɐi	21	携	kʰuɐi21	携带
776		uɐi	22	惠	uɐi22	优惠
777		uɐi	33	慧	uɐi33	智慧
778	p	ɐi	52	碑	pɐi52	石碑
779	p	ɐi	52	卑	pɐi52	卑鄙
780	pʰ	ɐi	35	彼	pʰɐi35	彼此
781	p	ɐi	22	俾	pɐi22	俾使
782	p	ɐi	33	臂	pɐi33	手臂
783	pʰ	iə̯ŋ	52	披	pʰiə̯ŋ52	披上
784	p	ɐi	35	譬	pɐi35	譬如；譬喻
785	pʰ	ɐi	21	皮	pʰɐi21	果皮
786	pʰ	ɐi	21	疲	pʰɐi21	疲劳
787	pʰ	ɐi	21	脾	pʰɐi21	脾气
788	p	ɐi	13	被	pɐi13	被动
789	pʰ	ɐi	13	婢	pʰɐi13	婢女
790	p	ɐi	13	被	pɐi13	棉被
791	p	ɐi	13	避	pɐi13	避开
792	m	ɐi	21	糜	mɐi21	糜烂；粥
793		i	21	彌	i21	弥补
794	l	ɐi	21	離	lɐi21	离别
795	l	ɐi	21	籬	lɐi21	篱笆
796	l	ɐi	55	璃	lɐi55	玻璃
797	l	ɐi	22	荔	lɐi22	荔枝
798	l	ɐi	21	離	lɐi21	离开
799	tʃʰ	i	35	紫	tʃʰi35	紫色
800	tʃʰ	i	52	雌	tʃʰi52	雌雄
801	tʃʰ	i	35	此	tʃʰi35	此地
802	tʃʰ	i	33	刺	tʃʰi33	鱼刺
803	ʃ	i	52	斯	ʃi52	斯大林
804	ʃ	i	52	撕	ʃi52	撕破
805	ʃ	ai	35	璽	ʃai35	玉玺
806	ʃ	ɐi	35	徙	ʃɐi35	迁徙
807	tʃʰ	i	33	賜	tʃʰi33	赏赐
808	tʃ	i	52	知	tʃi52	知道
809	tʃ	i	52	蜘	tʃi52	蜘蛛
810	tʃ	i	33	智	tʃi33	智慧
811	tʃʰ	i	21	池	tʃʰi21	池塘
812	tʃʰ	i	21	馳	tʃʰi21	奔驰
813	ʃ	ɐi	55	篩	ʃɐi55	筛子
814	tʃ	i	52	支	tʃi52	支持
815	tʃ	i	55	枝	tʃi55	荔枝
816	tʃ	i	52	肢	tʃi52	四肢
817	tʃ	i	35	紙	tʃi35	白纸
818	tʃ	i	35	只	tʃi35	只有
819	tʃʰ	i	35	侈	tʃʰi35	奢侈
820	p	an	33	舐	pan33	舔
821	ʃ	i	52	施	ʃi52	施肥
822	tʃʰ	i	33	翅	tʃʰi33	鱼翅
823	ʃ	i	21	匙	ʃi21	钥匙；匙羹
824	ʃ	i	22	是	ʃi22	是不是
825	ʃ	i	22	氏	ʃi22	姓氏
826	ʃ	i	22	豉	ʃi22	豆豉
827		i	21	兒	i21	儿童
828		i	21	爾	i21	尔虞我诈
829	k	i	33	寄	ki33	寄信
830	kʰ	i	13	企	kʰi13	企业
831	kʰ	i	21	奇	kʰi21	奇怪
832	kʰ	i	21	騎	kʰi21	骑马
833	k	i	22	岐	ki22	岐山
834	kʰ	i	13	徛	kʰi13	站立
835	k	i	22	技	ki22	技术
836	k	i	22	妓	ki22	妓女
837		i	21	宜	i21	便宜
838		i	22	儀	i22	礼仪
839	ŋ	ɐi	55	蟻	ŋɐi55	蚂蚁
840		i	21	誼	i21	友谊
841		i	22	義	i22	情义
842		i	22	議	i22	会议
843	h	i	52	犧	hi52	牺牲
844	h	i	33	戲	hi33	大戏
845		i	52	倚	i52	倚靠
846		i	35	椅	i35	椅子
847		i	21	移	i21	移动
848		i	13	易	i13	容易
849	p	ɐi	52	悲	pɐi52	悲伤
850	pʰ	ɐi	35	鄙	pʰɐi35	卑鄙
851	p	ɐi	35	比	pɐi35	对比
853	p	ɐi	33	秘	pɐi33	秘密
854	p	ɐi	33	泌	pɐi33	分泌
855	p	ɐi	33	庇	pɐi33	包庇
856	p	ɐi	33	痹	pɐi33	麻痹
857	pʰ	ɐi	33	丕	pʰɐi33	曹丕
858	pʰ	ɐi	33	屁	pʰɐi33	放屁
859	pʰ	ɐi	21	琵	pʰɐi21	琵琶
860	pʰ	ɐi	21	枇	pʰɐi21	枇杷
861	p	ɐi	22	備	pɐi22	准备
862	p	ɐi	22	鼻	pɐi22	鼻涕
863	p	ɐi	22	篦	pɐi22	篦子（可抓虱子的很密的梳子）
864	m	ɐi	21	眉	mɐi21	眉毛
865	m	ɐi	21	楣	mɐi21	门楣
866	m	ui	52	霉	mui52	发霉
867	m	ɐi	13	美	mɐi13	美化
868	m	ɐi	21	媚	mɐi21	妩媚
869	t	ɐi	22	地	tɐi22	土地
870	l	ɐi	21	尼	lɐi21	尼姑
871	l	ɐi	33	膩	lɐi33	肥腻
872	l	ɐi	21	梨	lɐi21	雪梨
873	l	ɐi	22	履	lɐi22	履行
874	l	ɐi	22	利	lɐi22	有利
875	l	ɐi	22	痢	lɐi22	痢疾
876	tʃ	i	52	資	tʃi52	资本
877	tʃ	i	52	姿	tʃi52	姿势
878	tʃ	i	52	咨	tʃi52	咨询
879	tʃ	i	35	姊	tʃi35	姊妹
880	tʃʰ	i	33	次	tʃʰi33	名次
881	tʃʰ	i	21	瓷	tʃʰi21	陶瓷
882	tʃʰ	ɐi	21	糍	tʃʰɐi21	糍粑；糯米糍
883	tʃ	i	22	自	tʃi22	自己
884	ʃ	i	52	私	ʃi52	自私
885	ʃ	ɐi	35	死	ʃɐi35	死亡
886	ʃ	ɐi	33	四	ʃɐi33	四个
887	ʃ	ɐi	33	肆	ʃɐi33	放肆
888	tʃ	i	33	致	tʃi33	导致
889	tʃʰ	i	21	遲	tʃʰi21	迟到
890	tʃʰ	i	52	稚	tʃʰi52	幼稚
891	ʃ	i	52	師	ʃi52	老师
892	ʃ	i	52	獅	ʃi52	狮子
893	tʃ	i	52	脂	tʃi52	脂肪
894	tʃ	i	35	旨	tʃi35	奉旨
895	tʃ	i	35	指	tʃi35	手指
896	tʃ	i	33	至	tʃi33	至少
897	ʃ	i	22	示	ʃi22	启示
898	ʃ	i	52	尸	ʃi52	死尸
899	tʃ	i	33	矢	tʃi33	有的放矢
900	ʃ	i	35	屎	ʃi35	狗屎
901	ʃ	i	22	視	ʃi22	近视
902	tʃʰ	i	33	嗜	tʃʰi33	嗜好
903		i	22	二	i22	第二
904		i	22	貳	i22	二心
905	k	i	52	飢	ki52	饥饿
906	k	i	52	肌	ki52	肌肉
907	k	i	55	几	ki55	茶几
908	h	i	33	器	hi33	武器
909	h	i	33	棄	hi33	放弃
910		i	52	伊	i52	伊犁
911		i	21	夷	i21	化险为夷
912		i	55	姨	i55	阿姨
913		i	21	姨	i21	姨丈
914	l	ɐi	13	你	lɐi13	你们
915	l	ɐi	21	厘	lɐi21	厘米
916	l	ɐi	21	狸	lɐi21	狐狸
917	l	ɐi	13	李	lɐi13	姓
918	l	ɐi	13	里	lɐi13	公里
919	l	ɐi	13	裏	lɐi13	里面
920	l	ɐi	13	理	lɐi13	道理
921	l	ɐi	13	鯉	lɐi13	鲤鱼
922	l	ɐi	22	吏	lɐi22	官吏
923	tʃ	i	52	兹	tʃi52	公文用语
924	tʃ	i	52	滋	tʃi52	滋润
925	tʃ	i	35	子	tʃi35	孔子；子孙
926	tʃ	i	35	梓	tʃi35	桑梓
927	tʃʰ	i	21	慈	tʃʰi21	慈悲
928	tʃʰ	i	21	磁	tʃʰi21	磁铁
929	tʃ	i	22	字	tʃi22	文字
930	ʃ	i	55	司	ʃi55	公司
931	ʃ	i	55	絲	ʃi55	丝绸
932	ʃ	i	52	思	ʃi52	思念
933	tʃʰ	i	33	伺	tʃʰi33	伺机应变
934	ʃ	i	52	思	ʃi52	意思
935	tʃʰ	i	21	辭	tʃʰi21	告辞
936	tʃʰ	i	21	詞	tʃʰi21	歌词
937	tʃ	i	22	祠	tʃi22	祠堂
938	tʃʰ	i	13	似	tʃʰi13	相似
940	tʃ	i	13	巳	tʃi13	地支第六
941	tʃ	i	22	寺	tʃi22	寺庙
942		ioi	13	嗣	ioi13	后嗣
943	tʃʰ	i	22	飼	tʃʰi22	饲养
944	tʃ	i	33	置	tʃi33	布置
945	tʃʰ	i	52	癡	tʃʰi52	痴呆
946	tʃʰ	i	35	耻	tʃʰi35	耻辱
947	tʃʰ	i	21	持	tʃʰi21	坚持
948	tʃ	i	22	痔	tʃi22	痔疮
949	tʃ	i	22	治	tʃi22	治安
950	tʃʰ	i	33	厠	tʃʰi33	厕所
951	ʃ	i	22	士	ʃi22	士兵
952	ʃ	i	22	仕	ʃi22	仕途
953	ʃ	i	13	柿	ʃi13	柿子
954	ʃ	i	22	事	ʃi22	事情
955	ʃ	i	35	使	ʃi35	大使馆
956	ʃ	ai	35	使	ʃai35	使用
957	ʃ	i	35	史	ʃi35	历史
958	ʃ	ai	35	駛	ʃai35	驾驶
959	tʃ	i	52	之	tʃi52	之前
960	tʃ	i	52	芝	tʃi52	灵芝
961	tʃ	i	35	止	tʃi35	停止
962	tʃ	i	35	趾	tʃi35	脚趾
963	tʃ	i	35	址	tʃi35	地址
964	tʃ	i	33	志	tʃi33	志气
965	tʃ	i	33	誌	tʃi33	标志
966	tʃ	i	33	痣	tʃi33	与胎记不同
967	tʃʰ	i	35	齒	tʃʰi35	牙齿
968	ʃ	i	55	詩	ʃi55	诗人
969	tʃ	i	35	始	tʃi35	开始
970	ʃ	i	13	試	ʃi13	考试
971	ʃ	i	21	時	ʃi21	时间
972	ʃ	i	13	市	ʃi13	市场
973	tʃʰ	i	22	恃	tʃʰi22	有恃无恐，自恃
974	ʃ	i	22	侍	ʃi22	服侍
975		i	21	而	i21	而且
976		i	13	耳	i13	耳朵
978	k	i	52	基	ki52	基本
979	k	i	52	箕	ki52	粪箕
980	k	i	35	己	ki35	自己
981	k	i	35	紀	ki35	纪律
982	k	i	33	紀	ki33	纪念
983	k	i	33	記	ki33	记号
984	h	i	52	欺	hi52	欺负
985	h	i	35	起	hi35	起床
986	k	i	35	杞	ki35	枸杞
987	kʰ	i	21	其	kʰi21	其他
988	kʰ	i	21	棋	kʰi21	下棋
989	kʰ	i	21	期	kʰi21	日期
990	kʰ	i	21	旗	kʰi21	红旗
991	k	i	22	忌	ki22	禁忌
992		i	21	疑	i21	怀疑
993		i	13	擬	i13	拟人
994	h	i	52	嬉	hi52	嬉戏
995	h	i	52	熙	hi52	康熙
996	h	i	35	喜	hi35	喜欢
997		i	52	醫	i52	医生
998		i	33	意	i33	大意
999		i	21	飴	i21	饴糖
1000		i	13	已	i13	已经
1001		i	13	以	i13	可以
1002		i	13	異	i13	异同
1003	k	i	13	幾	ki13	几乎
1004	k	i	52	機	ki52	机器
1005	k	i	52	譏	ki52	讥笑
1006	k	i	52	饑	ki52	饥荒
1007	k	i	35	幾	ki35	几个
1008	k	i	33	既	ki33	既然
1009	h	ɐi	35	豈	hɐi35	岂有此理
1010	h	i	33	氣	hi33	空气
1011	h	i	33	汽	hi33	汽车
1012	kʰ	i	21	祈	kʰi21	祈祷
1013	ŋ	ɐi	22	毅	ŋɐi22	毅力
1014	h	i	52	希	hi52	希望
1015	h	i	52	稀	hi52	稀有
1016		i	52	衣	i52	衣服
1017		i	52	依	i52	依靠
1018	l	oi	13	累	loi13	累积
1019	l	oi	13	累	loi13	连累
1020	tʃ	oi	35	嘴	tʃoi35	嘴巴
1021	ʃ	oi	21	髓	ʃoi21	骨髓
1022	ʃ	oi	21	隨	ʃoi21	随便
1023	tʃʰ	oi	52	吹	tʃʰoi52	吹牛
1024	tʃʰ	oi	52	炊	tʃʰoi52	炊烟
1025	ʃ	oi	21	垂	ʃoi21	下垂
1026	ʃ	oi	22	睡	ʃoi22	午睡
1027	ʃ	oi	22	瑞	ʃoi22	瑞雪
1028		ioi	13	蕊	ioi13	花蕊
1029	kʰ	uɐi	52	規	kʰuɐi52	规矩
1030	k	uɐi	35	詭	kuɐi35	诡计
1031	kʰ	uɐi	52	虧	kʰuɐi52	吃亏
1032	kʰ	uɐi	52	窺	kʰuɐi52	偷窥
1033	kʰ	uɐi	22	跪	kʰuɐi22	下跪
1034	ŋ	ɐi	21	危	ŋɐi21	危险
1035	ŋ	ɐi	22	僞	ŋɐi22	虚伪
1036	kʰ	uɐi	35	毁	kʰuɐi35	毁灭
1037		uɐi	35	萎	uɐi35	枯萎
1038		uɐi	35	委	uɐi35	委托
1039		uɐi	22	爲	uɐi22	为什么
1040		uɐi	21	爲	uɐi21	行为
1041	l	ɔy	13	壘	lɔy13	堡垒
1042	l	oi	22	類	loi22	分类
1043	l	oi	22	淚	loi22	眼泪
1044	tʃ	oi	33	醉	tʃoi33	喝醉
1045	tʃʰ	oi	33	翠	tʃʰoi33	翡翠
1046	ʃ	oi	52	雖	ʃoi52	虽然
1047	ʃ	oi	33	粹	ʃoi33	纯粹
1048	tʃ	oi	22	遂	tʃoi22	未遂
1049	ʃ	oi	22	隧	ʃoi22	隧道
1050	ʃ	oi	22	穗	ʃoi22	谷穗
1051	tʃ	oi	52	追	tʃoi52	追赶
1052	tʃʰ	oi	21	槌	tʃʰoi21	棒槌
1053	tʃʰ	oi	21	錘	tʃʰoi21	铁锤
1054	tʃ	oi	22	墜	tʃoi22	下坠
1055	ʃ	oi	52	衰	ʃoi52	衰老
1056	ʃ	oi	33	摔	ʃoi33	摔跤
1057	ʃ	oi	33	帥	ʃoi33	元帅
1058		ioi	55	錐	ioi55	圆锥
1059	ʃ	ɔy	35	水	ʃɔy35	水果
1060	ʃ	ɔy	21	誰	ʃɔy21	谁人
1061	k	uɐi	55	龜	kuɐi55	乌龟
1062	k	uɐi	35	軌	kuɐi35	铁轨
1063	kʰ	uɐi	21	癸	kʰuɐi21	天干第十
1064	kʰ	uɐi	13	愧	kʰuɐi13	惭愧
1065	k	uɐi	33	季	kuɐi33	四季
1066	kʰ	uɐi	21	逵	kʰuɐi21	李逵
1067	kʰ	uɐi	21	葵	kʰuɐi21	向日葵
1068	k	uɐi	22	櫃	kuɐi22	柜台
1069		uɐi	22	位	uɐi22	地位
1070		uɐi	21	維	uɐi21	维持
1071		uɐi	21	惟	uɐi21	惟一
1072		uɐi	21	遺	uɐi21	遗失
1073		uɐi	21	唯	uɐi21	唯有
1074	f	ɐi	52	非	fɐi52	非常
1075	f	ɐi	55	飛	fɐi55	飞机
1076	f	ɐi	13	匪	fɐi13	土匪
1077	f	ɐi	52	痱	fɐi52	痱子，热痱
1078	f	ɐi	33	沸	fɐi33	沸腾
1079	f	ɐi	55	妃	fɐi55	贵妃
1080	f	ɐi	33	費	fɐi33	浪费
1081	f	ɐi	21	肥	fɐi21	肥料
1082	f	ɐi	35	翡	fɐi35	翡翠
1083	m	ɐi	21	微	mɐi21	细微
1084	m	ɐi	35	尾	mɐi35	尾巴
1085	m	ɐi	22	未	mɐi22	未来
1086	m	ɐi	22	味	mɐi22	味道
1087	k	uɐi	52	歸	kuɐi52	回归
1088	k	uɐi	35	鬼	kuɐi35	鬼神
1089	k	uɐi	33	貴	kuɐi33	贵客
1090	ŋ	ɐi	22	魏	ŋɐi22	魏国；姓
1091	f	ɐi	52	揮	fɐi52	指挥
1092	f	ɐi	52	輝	fɐi52	光辉
1093	f	ɐi	55	徽	fɐi55	国徽
1094		uɐi	13	諱	uɐi13	忌讳
1095		uɐi	52	威	uɐi52	威风
1096		uɐi	33	畏	uɐi33	畏罪
1097		uɐi	33	慰	uɐi33	安慰
1098		uɐi	21	違	uɐi21	违背
1099		uɐi	21	圍	uɐi21	包围
1100		uɐi	35	偉	uɐi35	伟大
1101		uɐi	13	葦	uɐi13	芦苇
1102		uɐi	13	緯	uɐi13	经纬
1103		uɐi	22	胃	uɐi22	肠胃
1104		uɐi	22	謂	uɐi22	所谓
1105		uɐi	33	猬	uɐi33	刺猬
1106		ui	13	匯	ui13	汇报
1107	p	ou	52	褒	pou52	褒奖
1108	p	ou	35	保	pou35	保护
1109	p	ou	35	堡	pou35	碉堡
1110	p	ou	35	寶	pou35	宝贝
1111	p	ou	33	報	pou33	报告；日报
1112	pʰ	ou	21	袍	pʰou21	长袍
1113	pʰ	ou	13	抱	pʰou13	拥抱
1114	p	ou	22	暴	pou22	暴露
1115	p	u	22	菢	pu22	菢小鸡
1116	m	ou	21	毛	mou21	毛笔
1117	m	ou	22	冒	mou22	冒充
1118	m	ou	35	帽	mou35	草帽
1119	t	ou	52	刀	tou52	菜刀
1120	tʰ	ou	35	禱	tʰou35	祈祷
1121	t	ou	35	島	tou35	海岛
1122	t	ou	35	搗	tou35	捣乱
1123	t	ou	35	倒	tou35	打倒
1124	t	ou	33	到	tou33	来到
1125	t	ou	35	倒	tou35	倒水
1126	tʰ	ou	52	滔	tʰou52	滔滔不绝
1127	tʰ	ou	35	討	tʰou35	讨好
1128	tʰ	ou	33	套	tʰou33	配套
1129	tʰ	ou	21	桃	tʰou21	桃花
1130	tʰ	ou	21	逃	tʰou21	逃难
1131	tʰ	ou	21	淘	tʰou21	淘米
1132	tʰ	ou	21	陶	tʰou21	陶瓷
1133	tʰ	ou	21	萄	tʰou21	葡萄
1134	tʰ	ou	52	濤	tʰou52	波涛
1135	t	ou	22	道	tou22	道理
1136	t	ou	22	稻	tou22	水稻
1137	t	ou	22	盗	tou22	强盗
1138	t	ou	22	導	tou22	领导
1139	l	ou	13	腦	lou13	大脑
1140	l	ou	13	惱	lou13	恼火
1141	l	ou	21	勞	lou21	劳动
1142	l	ɐu	52	撈	lɐu52	打捞
1143	l	ou	52	撈	lou52	捞钱，捞面
1144	l	ou	21	牢	lou21	坐牢
1145	l	ou	13	老	lou13	老实
1146	l	ou	52	澇	lou52	洪涝
1147	tʃ	ou	52	遭	tʃou52	遭殃
1148	tʃ	ou	52	糟	tʃou52	糟糕
1149	tʃ	ou	35	早	tʃou35	早上
1150	tʃ	ou	35	棗	tʃou35	红枣
1152	tʃʰ	ou	33	澡	tʃʰou33	洗澡
1153	tʃʰ	ou	33	躁	tʃʰou33	暴躁
1154	tʃ	ou	33	竈	tʃou33	灶神
1155	tʃʰ	ou	52	操	tʃʰou52	操作
1156	tʃʰ	ou	35	草	tʃʰou35	青草
1157	tʃʰ	ou	33	糙	tʃʰou33	粗糙，糙米
1158	tʃʰ	ou	21	曹	tʃʰou21	阴曹
1159	tʃʰ	ou	21	槽	tʃʰou21	猪槽
1161	tʃ	ou	22	造	tʃou22	制造
1162	ʃ	ou	52	騷	ʃou52	风骚
1163	ʃ	ou	52	臊	ʃou52	羊臊气
1164	ʃ	ou	33	掃	ʃou33	扫把（名）
1165	ʃ	ou	35	嫂	ʃou35	大嫂
1166	ʃ	ou	33	掃	ʃou33	扫地（动）
1167	k	ou	52	高	kou52	跳高
1168	k	ou	55	膏	kou55	牙膏；膏药
1169	k	ou	52	篙	kou52	竹篙
1170	k	ou	55	羔	kou55	羊羔
1171	k	ou	55	糕	kou55	蛋糕
1172	k	ou	35	稿	kou35	草稿
1173	k	ou	33	告	kou33	报告
1174	h	au	35	考	hau35	考试
1175	h	au	52	烤	hau52	烧烤
1176	kʰ	au	33	靠	kʰau33	可靠
1177	kʰ	au	33	銬	kʰau33	手铐
1178	ŋ	ai	21	熬	ŋai21	难熬
1179	ŋ	ou	22	傲	ŋou22	骄傲
1181	h	ou	52	薅	hou52	薅田（除田草）
1182	h	ou	35	好	hou35	好坏
1183	h	ou	33	好	hou33	爱好
1184	h	ou	33	耗	hou33	消耗
1185	h	ou	21	毫	hou21	毫厘
1186	h	ou	21	壕	hou21	战壕
1187	h	ou	21	豪	hou21	豪华
